ledger0_identity	mvdm_host_subtree	zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	linkage	inbound_evidence	body_parse_result	condition_context	condition_evidence	legality	reason	ledger1_disposition	replacement_owner
"MVDM-HOST-ZERO1-002101"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|1947"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"1947"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002102"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|1962"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"1962"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002103"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|1973"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"1973"	"VrpSearchForRequestByEventHandle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #endif | #if DBG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002104"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2002"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2002"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002105"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2017"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2017"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002106"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2041"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2041"	"VrpCompleteAsyncRequest"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #endif | #if DBG | #endif | #if DBG | #else | #endif | #if DBG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002107"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2075"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2075"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002108"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2097"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2097"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002109"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2139"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2139"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002110"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2152"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2152"	"VrpQueueAsyncRequest"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002111"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2175"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2175"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002112"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2205"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2205"	"VrpDequeueAsyncRequest"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #endif | #if DBG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002113"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2233"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2233"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002114"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2264"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2264"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002115"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2275"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2275"	"VrpFindCompletedRequest"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #endif | #if DBG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002116"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2303"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2303"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002117"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2317"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2317"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002118"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2344"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2344"	"VrAddOpenNamedPipeInfo"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #endif | #if DBG | #endif | #if DBG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002119"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2374"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2374"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002120"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2382"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2382"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002121"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2397"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2397"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002122"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2411"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2411"	"VrRemoveOpenNamedPipeInfo"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #else | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002123"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2438"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2438"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002124"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2443"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2443"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002125"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2448"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2448"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002126"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2462"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2462"	"VrReadNamedPipe"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #endif | #if DBG | #endif | #if DBG | #endif | #if DBG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002127"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2500"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2500"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002128"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2540"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2540"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002129"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2604"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2604"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002130"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2614"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2614"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002131"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2632"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2632"	"VrWriteNamedPipe"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #endif | #if DBG | #endif | #if DBG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002132"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2667"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2667"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002133"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2716"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2716"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002134"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2731"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2731"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002135"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2747"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2747"	"VrIsNamedPipeName"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #endif | #if DBG | #endif | #if DBG | #endif | #if DBG | #endif | #if DBG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002136"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2810"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2810"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002137"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2829"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2829"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002138"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2848"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2848"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002139"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2859"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2859"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002140"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2869"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2869"	"VrIsNamedPipeHandle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002141"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2898"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2898"	"VrConvertLocalNtPipeName"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002142"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|2995"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"2995"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002143"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|3023"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"3023"	"VrpAddOpenNamedPipeInfo"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #endif | #if DBG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-non-softpc"	""
"MVDM-HOST-ZERO1-002144"	"vdmredir/"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrnmpipe.c|fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40|3075"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"vdmredir/vrnmpipe.c"	"fbb09851b3b1174e37b8cfa49f67b9667bea4262ad5e60cc9fb1d0917bf60e40"	"3075"	"IF_DEBUG"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-non-softpc"	""
