"interface_id"	"parent_interface_id"	"row_kind"	"caller"	"declaration_evidence"	"required_interface"	"abi_layout"	"owner"	"availability"	"recovery_disposition"	"failure_contract"	"successor"	"focused_evidence"
"MVDM-DECL-03055"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:151"	"IPT1"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03055"
"MVDM-DECL-03056"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:152"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03056"
"MVDM-DECL-03057"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:153"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03057"
"MVDM-DECL-03058"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:154"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03058"
"MVDM-DECL-03059"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:156"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03059"
"MVDM-DECL-03060"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:161"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03060"
"MVDM-DECL-03061"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:162"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03061"
"MVDM-DECL-03062"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:163"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03062"
"MVDM-DECL-03063"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:166"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03063"
"MVDM-DECL-03064"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:211"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03064"
"MVDM-DECL-03065"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:212"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03065"
"MVDM-DECL-03066"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:213"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03066"
"MVDM-DECL-03067"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:234"	"ica_inb_func"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03067"
"MVDM-DECL-03068"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:235"	"ica_outb_func"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03068"
"MVDM-DECL-03069"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:236"	"ica_hw_interrupt_func"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03069"
"MVDM-DECL-03070"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:238"	"ica_clear_int_func"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03070"
"MVDM-DECL-03071"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:249"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03071"
"MVDM-DECL-03072"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ica.h:252"	"IPT1"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03072"
"MVDM-DECL-03073"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/idetect.h:12"	"idle_no_video"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03073"
"MVDM-DECL-03074"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/idetect.h:13"	"idle_no_comlpt"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03074"
"MVDM-DECL-03075"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/idetect.h:14"	"idle_no_disk"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03075"
"MVDM-DECL-03076"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/idetect.h:39"	"pICounter"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03076"
"MVDM-DECL-03077"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/idetect.h:40"	"pCharPollsPerTick"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03077"
"MVDM-DECL-03078"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/idetect.h:41"	"pMinConsecutiveTicks"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03078"
"MVDM-DECL-03079"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/idetect.h:42"	"IdleNoActivity"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03079"
"MVDM-DECL-03080"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/idetect.h:43"	"ienabled"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03080"
"MVDM-DECL-03081"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ios.h:530"	"func"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03081"
"MVDM-DECL-03082"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ios.h:576"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03082"
"MVDM-DECL-03083"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/ios.h:587"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03083"
"MVDM-DECL-03084"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/j_c_lang.h:22"	"rnull"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03084"
"MVDM-DECL-03085"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/j_c_lang.h:23"	"r31"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03085"
"MVDM-DECL-03086"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/j_c_lang.h:27"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03086"
"MVDM-DECL-03087"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/j_c_lang.h:28"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03087"
"MVDM-DECL-03088"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/j_c_lang.h:29"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03088"
"MVDM-DECL-03089"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/j_c_lang.h:30"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03089"
"MVDM-DECL-03090"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/j_c_lang.h:31"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03090"
"MVDM-DECL-03091"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/j_c_lang.h:32"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03091"
"MVDM-DECL-03092"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/j_c_lang.h:33"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03092"
"MVDM-DECL-03093"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/jformate.h:782"	"JLD_NSEGS"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03093"
"MVDM-DECL-03094"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/keyba.h:23"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03094"
"MVDM-DECL-03095"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/keyba.h:24"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03095"
"MVDM-DECL-03096"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/keyba.h:26"	"host_key_down_fn_ptr"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03096"
"MVDM-DECL-03097"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/keyba.h:27"	"host_key_up_fn_ptr"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03097"
"MVDM-DECL-03098"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/keyba.h:29"	"do_key_repeats_fn_ptr"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03098"
"MVDM-DECL-03099"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/keyba.h:30"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03099"
"MVDM-DECL-03100"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/keyba.h:31"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03100"
"MVDM-DECL-03101"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/keyba.h:32"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03101"
"MVDM-DECL-03102"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/keyba.h:33"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03102"
"MVDM-DECL-03103"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/keyba.h:45"	"IPT1"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03103"
"MVDM-DECL-03104"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/keyba.h:50"	"buffer_status_8024"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03104"
"MVDM-DECL-03105"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/keyboard.h:202"	"working_keybd_funcs"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03105"
"MVDM-DECL-03106"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:56"	"FLEXlm_VERSION"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03106"
"MVDM-DECL-03107"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:504"	"lm_auth_data"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03107"
"MVDM-DECL-03108"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:505"	"lm_daemon"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03108"
"MVDM-DECL-03109"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:506"	"lm_display"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03109"
"MVDM-DECL-03110"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:507"	"lm_errstring"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03110"
"MVDM-DECL-03111"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:508"	"lm_feat_list"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03111"
"MVDM-DECL-03112"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:509"	"lm_feat_set"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03112"
"MVDM-DECL-03113"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:510"	"lm_get_config"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03113"
"MVDM-DECL-03114"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:511"	"lm_gethostid"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03114"
"MVDM-DECL-03115"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:512"	"lm_getid_type"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03115"
"MVDM-DECL-03116"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:513"	"lm_hostname"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03116"
"MVDM-DECL-03117"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:514"	"lm_lic_where"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03117"
"MVDM-DECL-03118"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:515"	"lm_next_conf"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03118"
"MVDM-DECL-03119"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:516"	"lm_test_conf"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03119"
"MVDM-DECL-03120"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:517"	"lm_userlist"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03120"
"MVDM-DECL-03121"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:521"	"lm_cur_job"	"global-or-type-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03121"
"MVDM-DECL-03122"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:523"	"lm_username"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03122"
"MVDM-DECL-03123"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lm_clien.h:531"	"lm_hosttype"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03123"
"MVDM-DECL-03124"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/loader.h:37"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03124"
"MVDM-DECL-03125"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/loader.h:48"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03125"
"MVDM-DECL-03126"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/loader.h:52"	"IPT1"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03126"
"MVDM-DECL-03127"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/loader.h:55"	"IPT1"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03127"
"MVDM-DECL-03128"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/loader.h:58"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03128"
"MVDM-DECL-03129"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/loader.h:61"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03129"
"MVDM-DECL-03130"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/loader.h:63"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03130"
"MVDM-DECL-03131"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/loader.h:64"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03131"
"MVDM-DECL-03132"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/loader.h:65"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03132"
"MVDM-DECL-03133"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/loader.h:66"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03133"
"MVDM-DECL-03134"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/loader.h:67"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03134"
"MVDM-DECL-03135"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/loader.h:68"	"IPT0"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03135"
"MVDM-DECL-03136"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lock.h:25"	"gain_ownership"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03136"
"MVDM-DECL-03137"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lock.h:26"	"release_ownership"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03137"
"MVDM-DECL-03138"	""	"textual-declaration-candidate"	""	"softpc.new/base/inc/lock.h:27"	"critical_region"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-03138"
