"file_id"	"source_path"	"package_root"	"file_kind"	"final_disposition"	"final_owner_or_link_boundary"	"final_change_class"	"named_adapter"	"mapping_implication"	"final_evidence"	"final_audit_state"
"MVDM-FILE-0726"	"softpc.new/base/cvidc/sinit011.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0727"	"softpc.new/base/cvidc/sinit012.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0728"	"softpc.new/base/cvidc/sinit013.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0729"	"softpc.new/base/cvidc/sources"	"softpc.new"	"resource-or-other"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0730"	"softpc.new/base/cvidc/stack_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0731"	"softpc.new/base/cvidc/string_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0732"	"softpc.new/base/cvidc/strint_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0733"	"softpc.new/base/cvidc/strsub_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0734"	"softpc.new/base/cvidc/stub_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0735"	"softpc.new/base/cvidc/sub_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0736"	"softpc.new/base/cvidc/sunhst_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0737"	"softpc.new/base/cvidc/task_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0738"	"softpc.new/base/cvidc/test_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0739"	"softpc.new/base/cvidc/trace_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0740"	"softpc.new/base/cvidc/unchn_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0741"	"softpc.new/base/cvidc/univer_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0742"	"softpc.new/base/cvidc/vglfunc.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0743"	"softpc.new/base/cvidc/vglob.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0744"	"softpc.new/base/cvidc/vglob_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0745"	"softpc.new/base/cvidc/xchg_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0746"	"softpc.new/base/cvidc/xfer_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0747"	"softpc.new/base/cvidc/xlat_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0748"	"softpc.new/base/dasm386/build.c"	"softpc.new"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0749"	"softpc.new/base/dasm386/dasm386.c"	"softpc.new"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0750"	"softpc.new/base/dasm386/decode.c"	"softpc.new"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0751"	"softpc.new/base/dasm386/makefile"	"softpc.new"	"resource-or-other"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0752"	"softpc.new/base/dasm386/sources"	"softpc.new"	"resource-or-other"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0753"	"softpc.new/base/debug/btrace.c"	"softpc.new"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0754"	"softpc.new/base/debug/dasm.c"	"softpc.new"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0755"	"softpc.new/base/debug/debuggng.c"	"softpc.new"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0756"	"softpc.new/base/debug/ega_dump.c"	"softpc.new"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0757"	"softpc.new/base/debug/makefile"	"softpc.new"	"resource-or-other"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0758"	"softpc.new/base/debug/markfrom"	"softpc.new"	"resource-or-other"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0759"	"softpc.new/base/debug/pigyoda.c"	"softpc.new"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0760"	"softpc.new/base/debug/profile.c"	"softpc.new"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0761"	"softpc.new/base/debug/sources"	"softpc.new"	"resource-or-other"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0762"	"softpc.new/base/debug/trace.c"	"softpc.new"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0763"	"softpc.new/base/debug/yoda.c"	"softpc.new"	"source"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0764"	"softpc.new/base/dirs"	"softpc.new"	"resource-or-other"	"not-host-runtime"	"retained original SoftPC build/product control evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"not applicable to the host runtime"	"T276 S12 SoftPC baseline: profile/build-control path is not part of the final x86/x64 host runtime"	"final-disposition-audited; not implemented"
"MVDM-FILE-0765"	"softpc.new/base/disks/diskbios.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0766"	"softpc.new/base/disks/fdisk.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0767"	"softpc.new/base/disks/fla.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0768"	"softpc.new/base/disks/floppy.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0769"	"softpc.new/base/disks/floppy_i.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0770"	"softpc.new/base/disks/gfi.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0771"	"softpc.new/base/disks/gfi_ibm.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0772"	"softpc.new/base/disks/gfi_mpty.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0773"	"softpc.new/base/disks/gfi_sflp.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0774"	"softpc.new/base/disks/gfi_test.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0775"	"softpc.new/base/disks/makefile"	"softpc.new"	"resource-or-other"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0776"	"softpc.new/base/disks/sources"	"softpc.new"	"resource-or-other"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0777"	"softpc.new/base/dos/emm_mngr.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0778"	"softpc.new/base/dos/makefile"	"softpc.new"	"resource-or-other"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0779"	"softpc.new/base/dos/sources"	"softpc.new"	"resource-or-other"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0780"	"softpc.new/base/inc/acc_efi.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0781"	"softpc.new/base/inc/base_def.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0782"	"softpc.new/base/inc/bios.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0783"	"softpc.new/base/inc/build_id.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0784"	"softpc.new/base/inc/cdrom.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0785"	"softpc.new/base/inc/cdrom_fn.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0786"	"softpc.new/base/inc/cga.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0787"	"softpc.new/base/inc/chkmallc.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0788"	"softpc.new/base/inc/ckmalloc.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0789"	"softpc.new/base/inc/cmos.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0790"	"softpc.new/base/inc/cmosbios.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0791"	"softpc.new/base/inc/cntlbop.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0792"	"softpc.new/base/inc/config.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0793"	"softpc.new/base/inc/cpu.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0794"	"softpc.new/base/inc/cpu_vid.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0795"	"softpc.new/base/inc/cpu2.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
"MVDM-FILE-0796"	"softpc.new/base/inc/cpu3.h"	"softpc.new"	"declaration"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"unresolved"	"T276 source/build/package audit required"	"unreviewed"
