candidate_id	caller_symbol	caller_source_path	caller_source_sha256	caller_source_line	caller_source_root	callee_spelling	original_mvdm_definition_candidate_count	root_matching_candidate_count	linkage_matching_candidate_count	allowed_package_roots	selectable_definition_count	selectable_definition_identities	next_disposition
"MVDM-FIRST-REBASELINED-009000"	"VrNetUseAdd"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1803"	"O:\repos.external\OpenNT\base\mvdm"	"NetpNtStatusToApiStatus"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009006"	"VrNetUseDel"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1897"	"O:\repos.external\OpenNT\base\mvdm"	"XsNetUseDel"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009007"	"VrNetUseDel"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1905"	"O:\repos.external\OpenNT\base\mvdm"	"NetpNtStatusToApiStatus"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009010"	"VrNetUseEnum"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1971"	"O:\repos.external\OpenNT\base\mvdm"	"XsNetUseEnum"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009011"	"VrNetUseEnum"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1979"	"O:\repos.external\OpenNT\base\mvdm"	"NetpNtStatusToApiStatus"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009024"	"VrNetUseGetInfo"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"2128"	"O:\repos.external\OpenNT\base\mvdm"	"XsNetUseGetInfo"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009025"	"VrNetUseGetInfo"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"2130"	"O:\repos.external\OpenNT\base\mvdm"	"NetpNtStatusToApiStatus"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009037"	"VrNetWkstaGetInfo"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"2305"	"O:\repos.external\OpenNT\base\mvdm"	"XsNetWkstaGetInfo"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009038"	"VrNetWkstaGetInfo"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"2307"	"O:\repos.external\OpenNT\base\mvdm"	"NetpNtStatusToApiStatus"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009096"	"VrGetAssignListEntry"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"3148"	"O:\repos.external\OpenNT\base\mvdm"	"XsNetUseEnum"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009097"	"VrGetAssignListEntry"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"3156"	"O:\repos.external\OpenNT\base\mvdm"	"NetpNtStatusToApiStatus"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009121"	"VrDefineMacro"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"3533"	"O:\repos.external\OpenNT\base\mvdm"	"XsNetUseAdd"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009122"	"VrDefineMacro"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"3536"	"O:\repos.external\OpenNT\base\mvdm"	"NetpNtStatusToApiStatus"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009129"	"VrBreakMacro"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"3642"	"O:\repos.external\OpenNT\base\mvdm"	"XsNetUseDel"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009130"	"VrBreakMacro"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"3650"	"O:\repos.external\OpenNT\base\mvdm"	"NetpNtStatusToApiStatus"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/net/inc;nt/private/os2/client;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/internal;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009463"	"VrpMapLastError"	"vdmredir/vrputil.c"	"1440cd1379dee1bbe65b0a1e6f6a637a3de48765da85cfd94153e8876a66fe16"	"74"	"O:\repos.external\OpenNT\base\mvdm"	"DbgPrint"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/vdmredir;nt/private/mvdm/inc;nt/private/sdktools/jetadmin;nt/public/sdk/inc;public/sdk;sdktools/jetadmin"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009474"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"190"	"O:\repos.external\OpenNT\base\mvdm"	"CreatePile"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009475"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"196"	"O:\repos.external\OpenNT\base\mvdm"	"CreatePile"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009476"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"201"	"O:\repos.external\OpenNT\base\mvdm"	"FarAllocMem"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009477"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"207"	"O:\repos.external\OpenNT\base\mvdm"	"DmgCreateHeap"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|337"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009478"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"220"	"O:\repos.external\OpenNT\base\mvdm"	"CreatePile"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009479"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"221"	"O:\repos.external\OpenNT\base\mvdm"	"CreatePile"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009480"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"224"	"O:\repos.external\OpenNT\base\mvdm"	"CreateLst"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|89"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009482"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"237"	"O:\repos.external\OpenNT\base\mvdm"	"CreateLst"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|89"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009483"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"238"	"O:\repos.external\OpenNT\base\mvdm"	"FarAllocMem"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009504"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"492"	"O:\repos.external\OpenNT\base\mvdm"	"DmgDestroyWindow"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|916"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009507"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"498"	"O:\repos.external\OpenNT\base\mvdm"	"UnlinkAppInfo"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|58"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009508"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"500"	"O:\repos.external\OpenNT\base\mvdm"	"DmgDestroyWindow"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|916"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009509"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"501"	"O:\repos.external\OpenNT\base\mvdm"	"DmgDestroyWindow"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|916"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009510"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"503"	"O:\repos.external\OpenNT\base\mvdm"	"PopPileSubitem"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|743"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009511"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"505"	"O:\repos.external\OpenNT\base\mvdm"	"DestroyPile"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009512"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"507"	"O:\repos.external\OpenNT\base\mvdm"	"PopPileSubitem"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|743"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009513"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"509"	"O:\repos.external\OpenNT\base\mvdm"	"FreeHsz"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmghsz.c|057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3|32"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009514"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"511"	"O:\repos.external\OpenNT\base\mvdm"	"DestroyPile"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009515"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"512"	"O:\repos.external\OpenNT\base\mvdm"	"DestroyPile"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009516"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"513"	"O:\repos.external\OpenNT\base\mvdm"	"DestroyLst"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|110"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009517"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"514"	"O:\repos.external\OpenNT\base\mvdm"	"DmgDestroyHeap"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|367"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009518"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"523"	"O:\repos.external\OpenNT\base\mvdm"	"PopPileSubitem"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|743"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009519"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"526"	"O:\repos.external\OpenNT\base\mvdm"	"DestroyPile"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009520"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"527"	"O:\repos.external\OpenNT\base\mvdm"	"DestroyPile"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009558"	"DdeQueryConvInfo"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"980"	"O:\repos.external\OpenNT\base\mvdm"	"Findqi"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgq.c|254d37ce3990229730dbbfc3cb97c2d32f2eef2d514385abc08b49f77f825e0b|164"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009564"	"DdeSetUserHandle"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"1070"	"O:\repos.external\OpenNT\base\mvdm"	"Findqi"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgq.c|254d37ce3990229730dbbfc3cb97c2d32f2eef2d514385abc08b49f77f825e0b|164"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009566"	"DdePostAdvise"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"1151"	"O:\repos.external\OpenNT\base\mvdm"	"IncHszCount"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmghsz.c|057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3|50"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009569"	"DdeClientTransaction"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"1313"	"O:\repos.external\OpenNT\base\mvdm"	"PutData"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/hdata.c|ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8|13"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009570"	"DdeClientTransaction"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"1356"	"O:\repos.external\OpenNT\base\mvdm"	"FarAllocMem"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009571"	"DdeCreateDataHandle"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"1528"	"O:\repos.external\OpenNT\base\mvdm"	"PutData"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/hdata.c|ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8|13"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009572"	"DdeCreateDataHandle"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"1533"	"O:\repos.external\OpenNT\base\mvdm"	"FarAllocMem"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-009573"	"DdeAddData"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"1585"	"O:\repos.external\OpenNT\base\mvdm"	"FindPileItem"	"2"	"1"	"1"	"base/mvdm/wow16"	"1"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|627"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
