signature_gate_id	one_ledger1_identity	caller_physical_identity	callee_spelling	selected_definition_identity	selected_definition_path	source_class	planning_disposition	proposed_owner	next_action
"MVDM-HOST-ONE1-SIGNATURE-000107"	"MVDM-HOST-ONE1-001458"	"MVDM-HOST-ONE1-RESOLUTION-001314"	"com_int_data"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|2745|com_int_data"	"base/mvdm/softpc.new/base/comms/com.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000108"	"MVDM-HOST-ONE1-001472"	"MVDM-HOST-ONE1-RESOLUTION-001328"	"VdmUnhandledExceptionFilter"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|964|VdmUnhandledExceptionFilter"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000109"	"MVDM-HOST-ONE1-001480"	"MVDM-HOST-ONE1-RESOLUTION-001336"	"com_lsr_change"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|1692|com_lsr_change"	"base/mvdm/softpc.new/base/comms/com.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000110"	"MVDM-HOST-ONE1-001497"	"MVDM-HOST-ONE1-RESOLUTION-001353"	"tx_shift_register_empty"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|1869|tx_shift_register_empty"	"base/mvdm/softpc.new/base/comms/com.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000111"	"MVDM-HOST-ONE1-001506"	"MVDM-HOST-ONE1-RESOLUTION-001362"	"com_lsr_change"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|1692|com_lsr_change"	"base/mvdm/softpc.new/base/comms/com.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000112"	"MVDM-HOST-ONE1-001512"	"MVDM-HOST-ONE1-RESOLUTION-001368"	"com_lsr_change"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|1692|com_lsr_change"	"base/mvdm/softpc.new/base/comms/com.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000113"	"MVDM-HOST-ONE1-001519"	"MVDM-HOST-ONE1-RESOLUTION-001375"	"com_lsr_change"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|1692|com_lsr_change"	"base/mvdm/softpc.new/base/comms/com.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000114"	"MVDM-HOST-ONE1-001550"	"MVDM-HOST-ONE1-RESOLUTION-001406"	"host_GetSysTime"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|514|host_GetSysTime"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000115"	"MVDM-HOST-ONE1-001625"	"MVDM-HOST-ONE1-RESOLUTION-001479"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000116"	"MVDM-HOST-ONE1-001733"	"MVDM-HOST-ONE1-RESOLUTION-001585"	"VdmUnhandledExceptionFilter"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|964|VdmUnhandledExceptionFilter"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000117"	"MVDM-HOST-ONE1-001740"	"MVDM-HOST-ONE1-RESOLUTION-001592"	"nt_mark_screen_refresh"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_graph.c|e08e6414c0261656b67a97f839256ee4ba6565f84ce6799197f92b98436131d9|812|nt_mark_screen_refresh"	"base/mvdm/softpc.new/host/src/nt_graph.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000118"	"MVDM-HOST-ONE1-001774"	"MVDM-HOST-ONE1-RESOLUTION-001626"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000119"	"MVDM-HOST-ONE1-001778"	"MVDM-HOST-ONE1-RESOLUTION-001630"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000120"	"MVDM-HOST-ONE1-001780"	"MVDM-HOST-ONE1-RESOLUTION-001632"	"ReleaseMutex"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|982|ReleaseMutex"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000121"	"MVDM-HOST-ONE1-001782"	"MVDM-HOST-ONE1-RESOLUTION-001633"	"nt_init_event_thread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|170|nt_init_event_thread"	"base/mvdm/softpc.new/host/src/nt_fulsc.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000122"	"MVDM-HOST-ONE1-001783"	"MVDM-HOST-ONE1-RESOLUTION-001634"	"InitSound"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_sound.c|19e602c67a87241daf66e8613f4897d632acc7c6765f74c2b1eb09cf080e53f6|93|InitSound"	"base/mvdm/softpc.new/host/src/nt_sound.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000123"	"MVDM-HOST-ONE1-001785"	"MVDM-HOST-ONE1-RESOLUTION-001636"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"base/win32/client/synch.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000124"	"MVDM-HOST-ONE1-001789"	"MVDM-HOST-ONE1-RESOLUTION-001639"	"stream_io_update"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/video/gfx_updt.c|02677d929c9d6e1f7c3157b2925f7099ecf3261bd8d26370d6f1fd738129e987|4826|stream_io_update"	"base/mvdm/softpc.new/base/video/gfx_updt.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000125"	"MVDM-HOST-ONE1-001790"	"MVDM-HOST-ONE1-RESOLUTION-001640"	"ResetConsoleState"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|834|ResetConsoleState"	"base/mvdm/softpc.new/host/src/nt_fulsc.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000126"	"MVDM-HOST-ONE1-001798"	"MVDM-HOST-ONE1-RESOLUTION-001647"	"SuspendTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|916|SuspendTimerThread"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000127"	"MVDM-HOST-ONE1-001802"	"MVDM-HOST-ONE1-RESOLUTION-001650"	"enable_stream_io"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/video/video.c|664f399f40c4fafcd850e2cbc166fa632be5ddf7cc1f0d6bbcfaa017bec4ed31|2832|enable_stream_io"	"base/mvdm/softpc.new/base/video/video.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000128"	"MVDM-HOST-ONE1-001803"	"MVDM-HOST-ONE1-RESOLUTION-001651"	"nt_init_event_thread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|170|nt_init_event_thread"	"base/mvdm/softpc.new/host/src/nt_fulsc.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000129"	"MVDM-HOST-ONE1-001805"	"MVDM-HOST-ONE1-RESOLUTION-001653"	"DoFullScreenResume"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|1483|DoFullScreenResume"	"base/mvdm/softpc.new/host/src/nt_fulsc.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000130"	"MVDM-HOST-ONE1-001806"	"MVDM-HOST-ONE1-RESOLUTION-001654"	"ResumeTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|938|ResumeTimerThread"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000131"	"MVDM-HOST-ONE1-001807"	"MVDM-HOST-ONE1-RESOLUTION-001655"	"KbdResume"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/keymouse/keyba.c|d3326210be154866924ca99f1e44e0a76e9a912e15975305804f6b59c4cf7953|2786|KbdResume"	"base/mvdm/softpc.new/base/keymouse/keyba.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000132"	"MVDM-HOST-ONE1-001822"	"MVDM-HOST-ONE1-RESOLUTION-001670"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000133"	"MVDM-HOST-ONE1-001999"	"MVDM-HOST-ONE1-RESOLUTION-001843"	"GetNextVDMCommand"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|340|GetNextVDMCommand"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000134"	"MVDM-HOST-ONE1-002078"	"MVDM-HOST-ONE1-RESOLUTION-001917"	"SelectMouseBuffer"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|2212|SelectMouseBuffer"	"base/mvdm/softpc.new/host/src/nt_fulsc.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000135"	"MVDM-HOST-ONE1-002133"	"MVDM-HOST-ONE1-RESOLUTION-001972"	"ExpandEnvironmentStringsOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/process.c|38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468|750|ExpandEnvironmentStringsOem"	"base/mvdm/oemuni/process.c"	"mvdm-internal-rebase"	"zero-degree rebase candidate"	"selected MVDM package"	"prove package-local binding, then return this edge to the MVDM closure rather than an external adapter"
"MVDM-HOST-ONE1-SIGNATURE-000136"	"MVDM-HOST-ONE1-002173"	"MVDM-HOST-ONE1-RESOLUTION-002012"	"InitDetect"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_det.c|c58d15d58672440bf94e015f61a10b43311e601ae150dae5b1559f2399f9dadc|272|InitDetect"	"base/mvdm/softpc.new/host/src/nt_det.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000137"	"MVDM-HOST-ONE1-002174"	"MVDM-HOST-ONE1-RESOLUTION-002013"	"ConsoleInit"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|669|ConsoleInit"	"base/mvdm/softpc.new/host/src/nt_fulsc.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000138"	"MVDM-HOST-ONE1-002188"	"MVDM-HOST-ONE1-RESOLUTION-002027"	"enable_stream_io"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/video/video.c|664f399f40c4fafcd850e2cbc166fa632be5ddf7cc1f0d6bbcfaa017bec4ed31|2832|enable_stream_io"	"base/mvdm/softpc.new/base/video/video.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000139"	"MVDM-HOST-ONE1-002193"	"MVDM-HOST-ONE1-RESOLUTION-002032"	"InitSound"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_sound.c|19e602c67a87241daf66e8613f4897d632acc7c6765f74c2b1eb09cf080e53f6|93|InitSound"	"base/mvdm/softpc.new/host/src/nt_sound.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000140"	"MVDM-HOST-ONE1-002194"	"MVDM-HOST-ONE1-RESOLUTION-002033"	"TerminateHeartBeat"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|307|TerminateHeartBeat"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000141"	"MVDM-HOST-ONE1-002195"	"MVDM-HOST-ONE1-RESOLUTION-002034"	"GfxCloseDown"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|1654|GfxCloseDown"	"base/mvdm/softpc.new/host/src/nt_fulsc.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000142"	"MVDM-HOST-ONE1-002198"	"MVDM-HOST-ONE1-RESOLUTION-002037"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000143"	"MVDM-HOST-ONE1-002199"	"MVDM-HOST-ONE1-RESOLUTION-002038"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000144"	"MVDM-HOST-ONE1-002203"	"MVDM-HOST-ONE1-RESOLUTION-002042"	"InitDetect"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_det.c|c58d15d58672440bf94e015f61a10b43311e601ae150dae5b1559f2399f9dadc|272|InitDetect"	"base/mvdm/softpc.new/host/src/nt_det.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000145"	"MVDM-HOST-ONE1-002204"	"MVDM-HOST-ONE1-RESOLUTION-002043"	"ConsoleInit"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|669|ConsoleInit"	"base/mvdm/softpc.new/host/src/nt_fulsc.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000146"	"MVDM-HOST-ONE1-002210"	"MVDM-HOST-ONE1-RESOLUTION-002049"	"InitDetect"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_det.c|c58d15d58672440bf94e015f61a10b43311e601ae150dae5b1559f2399f9dadc|272|InitDetect"	"base/mvdm/softpc.new/host/src/nt_det.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000147"	"MVDM-HOST-ONE1-002211"	"MVDM-HOST-ONE1-RESOLUTION-002050"	"ConsoleInit"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|669|ConsoleInit"	"base/mvdm/softpc.new/host/src/nt_fulsc.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000150"	"MVDM-HOST-ONE1-002240"	"MVDM-HOST-ONE1-RESOLUTION-002079"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000151"	"MVDM-HOST-ONE1-002241"	"MVDM-HOST-ONE1-RESOLUTION-002080"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"base/win32/client/vdm.c"	"baseclient-candidate"	"OpenNT BaseClient package candidate"	"opennt-host / BaseClient"	"inspect only the reached client source closure through public Win32 or named BaseSrv boundary"
"MVDM-HOST-ONE1-SIGNATURE-000152"	"MVDM-HOST-ONE1-002251"	"MVDM-HOST-ONE1-RESOLUTION-002090"	"VdmUnhandledExceptionFilter"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|964|VdmUnhandledExceptionFilter"	"base/mvdm/softpc.new/host/src/nt_timer.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000153"	"MVDM-HOST-ONE1-002495"	"MVDM-HOST-ONE1-RESOLUTION-002334"	"get_segment_page_no"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/dos/emm_mngr.c|fd73ce7181f7dfb61432d63466c7641c3d010ca0c60bf446666b6c0118ddb8a9|1732|get_segment_page_no"	"base/mvdm/softpc.new/base/dos/emm_mngr.c"	"mvdm-softpc-second-executor"	"machine-owner disposition"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain as a named machine-boundary seed; do not import the historical executor"
"MVDM-HOST-ONE1-SIGNATURE-000154"	"MVDM-HOST-ONE1-002765"	"MVDM-HOST-ONE1-RESOLUTION-002580"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
"MVDM-HOST-ONE1-SIGNATURE-000155"	"MVDM-HOST-ONE1-002766"	"MVDM-HOST-ONE1-RESOLUTION-002581"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
"MVDM-HOST-ONE1-SIGNATURE-000156"	"MVDM-HOST-ONE1-002767"	"MVDM-HOST-ONE1-RESOLUTION-002582"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
"MVDM-HOST-ONE1-SIGNATURE-000157"	"MVDM-HOST-ONE1-002768"	"MVDM-HOST-ONE1-RESOLUTION-002583"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
"MVDM-HOST-ONE1-SIGNATURE-000158"	"MVDM-HOST-ONE1-002769"	"MVDM-HOST-ONE1-RESOLUTION-002584"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
"MVDM-HOST-ONE1-SIGNATURE-000159"	"MVDM-HOST-ONE1-002770"	"MVDM-HOST-ONE1-RESOLUTION-002585"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"base/crts/crtw32/string/memcpy.c"	"public-crt-leaf"	"public CRT leaf"	"MSVC CRT"	"verify calling convention and source expectation; do not import historical CRT body by default"
