path	kind	current_owner	target_owner	provenance	disposition	planned_s	reason
src/bx-vdm/bx_ntvdm_engine_run_v1.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_exception_abi.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_guest_gather_read_action_v1.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_guest_range.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_guest_read_action_v1.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_guest_write_abi.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_host_drive_policy.c	source	bx-vdm	opennt-host	project-authored host capability	git mv	S6	host path/drive namespace semantics
src/bx-vdm/bx_ntvdm_host_namespace.c	source	bx-vdm	opennt-host	project-authored host capability	git mv	S6	host path/drive namespace semantics
src/bx-vdm/bx_ntvdm_initial_state_abi.c	source	bx-vdm	app	project-authored product composition	review/split	S4	final startup/image/component composition; S4 separates mechanical subrecords
src/bx-vdm/bx_ntvdm_initial_state_action_v1.c	source	bx-vdm	app	project-authored product composition	review/split	S4	final startup/image/component composition; S4 separates mechanical subrecords
src/bx-vdm/bx_ntvdm_initial_state_catalog_v1.c	source	bx-vdm	app	project-authored product composition	review/split	S4	final startup/image/component composition; S4 separates mechanical subrecords
src/bx-vdm/bx_ntvdm_instruction_window_abi.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_multi_write_abi.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_multi_write_transaction.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_normal_return_observation_v1.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_normal_terminal_sequence_observation_v1.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_ntdos_exec_observation_v1.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_startup_machine_interrupt_v1.c	source	bx-vdm	app	project-authored product composition	review/split	S4	final startup/image/component composition; S4 separates mechanical subrecords
src/bx-vdm/bx_ntvdm_startup_plan_abi.c	source	bx-vdm	app	project-authored product composition	review/split	S4	final startup/image/component composition; S4 separates mechanical subrecords
src/bx-vdm/bx_ntvdm_terminal_observation_v1.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/cli/byob_identity.c	source	cli	app	project-authored CLI/composition	git mv	S4	CLI and final component composition
src/cli/byob_image.c	source	cli	app	project-authored CLI/composition	git mv	S4	CLI and final component composition
src/cli/byob_launch_declaration_v1.c	source	cli	app	project-authored CLI/composition	git mv	S4	CLI and final component composition
src/cli/byob_launch_plan_v2.c	source	cli	app	project-authored CLI/composition	git mv	S4	CLI and final component composition
src/cli/byob_target_selection.c	source	cli	app	project-authored CLI/composition	git mv	S4	CLI and final component composition
src/cli/ntdos64_config.c	source	cli	app	project-authored CLI/composition	git mv	S4	CLI and final component composition
src/cli/ntdos64_console_cancellation_v1.c	source	cli	app	project-authored CLI/composition	git mv	S4	CLI and final component composition
src/cli/ntdos64_dos_safe_alias_v1.c	source	cli	app	project-authored CLI/composition	git mv	S4	CLI and final component composition
src/cli/ntdos64_engine_worker_v1.c	source	cli	app	project-authored CLI/composition	git mv	S4	CLI and final component composition
src/cli/ntdos64_lifecycle_v1.c	source	cli	app	project-authored CLI/composition	git mv	S4	CLI and final component composition
src/opennt/local/compat/host/opennt_int06_provider_v1.c	source	opennt-host	opennt-host	OpenNT host capability/source-derived host component	git mv	S6	host capability owner
src/cli/ntdos64_native_cli.c	target	formal-target	app	project-authored executable entry	git mv	S4	libraries: cli, bx-vdm, bx-mantle, bx-core, opennt-host
