"source_path"	"current_sha256"	"canonical_source_path"	"canonical_sha256"	"mirror_identity"
"wow32/wuclass.h"	"25F7B00B00929145F9876FB50DBCFA3E919F1627575F40B7F484606A40C9AA8A"	"opennt-4.5/nt/private/mvdm/wow32/wuclass.h"	"25F7B00B00929145F9876FB50DBCFA3E919F1627575F40B7F484606A40C9AA8A"	"byte-exact"
"wow32/wuclip.c"	"C386AF38376945CB4FD141D878BCA8EF5140B15DCCC9695A0ADCB0941FBB0083"	"opennt-4.5/nt/private/mvdm/wow32/wuclip.c"	"C386AF38376945CB4FD141D878BCA8EF5140B15DCCC9695A0ADCB0941FBB0083"	"byte-exact"
"wow32/wuclip.h"	"90600AF10DB9F7FC80FE999921DC97CBBC691BDD8BDB6F142E389D7FA34EE314"	"opennt-4.5/nt/private/mvdm/wow32/wuclip.h"	"90600AF10DB9F7FC80FE999921DC97CBBC691BDD8BDB6F142E389D7FA34EE314"	"byte-exact"
"wow32/wucomm.c"	"C9C8B11D65AC3F2B1EE9216A8102EF56908BFF5C5BF4ED2DD2BADC30CA8A4284"	"opennt-4.5/nt/private/mvdm/wow32/wucomm.c"	"C9C8B11D65AC3F2B1EE9216A8102EF56908BFF5C5BF4ED2DD2BADC30CA8A4284"	"byte-exact"
"wow32/wucomm.h"	"43D3F49FE9ABB8FBBBE1A93E7725F7A368676DFADD764C8F0497A4218B23F77B"	"opennt-4.5/nt/private/mvdm/wow32/wucomm.h"	"43D3F49FE9ABB8FBBBE1A93E7725F7A368676DFADD764C8F0497A4218B23F77B"	"byte-exact"
"wow32/wucursor.c"	"78943C10AFECBBDEDD57408A5417A2D342D5A0A5DD354B321C773BD18916AF31"	"opennt-4.5/nt/private/mvdm/wow32/wucursor.c"	"78943C10AFECBBDEDD57408A5417A2D342D5A0A5DD354B321C773BD18916AF31"	"byte-exact"
"wow32/wucursor.h"	"73ABFE98A5CEFAE2DF5024EEA736CC397B4A32A58FE69B294B6BF91569BD4034"	"opennt-4.5/nt/private/mvdm/wow32/wucursor.h"	"73ABFE98A5CEFAE2DF5024EEA736CC397B4A32A58FE69B294B6BF91569BD4034"	"byte-exact"
"wow32/wudlg.c"	"8A0DFCB7CBFEA232C491FD9249C10048946F9F0D0E0B4120227DCCD6AB37109E"	"opennt-4.5/nt/private/mvdm/wow32/wudlg.c"	"8A0DFCB7CBFEA232C491FD9249C10048946F9F0D0E0B4120227DCCD6AB37109E"	"byte-exact"
"wow32/wudlg.h"	"E92C13CC2AF28C806BFD8474A0875DB556AB8D15490F3D7B04ADC662280ADDFC"	"opennt-4.5/nt/private/mvdm/wow32/wudlg.h"	"E92C13CC2AF28C806BFD8474A0875DB556AB8D15490F3D7B04ADC662280ADDFC"	"byte-exact"
"wow32/wuhook.c"	"A4F31EE8CC2258FB177471647066238F7BB406B2466DCA0249F4D6E6A98022B2"	"opennt-4.5/nt/private/mvdm/wow32/wuhook.c"	"A4F31EE8CC2258FB177471647066238F7BB406B2466DCA0249F4D6E6A98022B2"	"byte-exact"
"wow32/wuhook.h"	"109B79CA6B559FB1A29972036718E8AE1EF4E5B2796EE554B7B8D4ACB1AF965E"	"opennt-4.5/nt/private/mvdm/wow32/wuhook.h"	"109B79CA6B559FB1A29972036718E8AE1EF4E5B2796EE554B7B8D4ACB1AF965E"	"byte-exact"
"wow32/wulang.c"	"F6EEB696A1F2878E52586D9496924C5C8064C63F800F5A25E55F7848AA68D13C"	"opennt-4.5/nt/private/mvdm/wow32/wulang.c"	"F6EEB696A1F2878E52586D9496924C5C8064C63F800F5A25E55F7848AA68D13C"	"byte-exact"
"wow32/wulang.h"	"C68DE67A06F831A5E71E9F4C28961228649403E22FDDDE13BE87D614EC826FC2"	"opennt-4.5/nt/private/mvdm/wow32/wulang.h"	"C68DE67A06F831A5E71E9F4C28961228649403E22FDDDE13BE87D614EC826FC2"	"byte-exact"
"wow32/wuman.c"	"D96FC214141973B12045669AE2A0D21CF4040AB928BE1A309AD687456B473698"	"opennt-4.5/nt/private/mvdm/wow32/wuman.c"	"D96FC214141973B12045669AE2A0D21CF4040AB928BE1A309AD687456B473698"	"byte-exact"
"wow32/wuman.h"	"DC0B3173C5995BF3183071F9D8560A2371BD940AC59F2DBE77822742B06DE113"	"opennt-4.5/nt/private/mvdm/wow32/wuman.h"	"DC0B3173C5995BF3183071F9D8560A2371BD940AC59F2DBE77822742B06DE113"	"byte-exact"
"wow32/wumenu.c"	"0FC60E98713F9C37F6FEE8C5DF25DCBA55277DBAEF5B82C49A90E62AE6DB72C6"	"opennt-4.5/nt/private/mvdm/wow32/wumenu.c"	"0FC60E98713F9C37F6FEE8C5DF25DCBA55277DBAEF5B82C49A90E62AE6DB72C6"	"byte-exact"
"wow32/wumenu.h"	"A3BCAC29AFB6D3845D2627B38D26DF633D968555F5CA3506E75EC769E09FCE3E"	"opennt-4.5/nt/private/mvdm/wow32/wumenu.h"	"A3BCAC29AFB6D3845D2627B38D26DF633D968555F5CA3506E75EC769E09FCE3E"	"byte-exact"
"wow32/wumsg.c"	"3404569A45421465A6B916975B978D9EDE19BA3EE7F2534B20FAD304E91BC7FF"	"opennt-4.5/nt/private/mvdm/wow32/wumsg.c"	"3404569A45421465A6B916975B978D9EDE19BA3EE7F2534B20FAD304E91BC7FF"	"byte-exact"
"wow32/wumsg.h"	"1F18E9770131F758947986DE78DCB6C974730BCBAAD3137E3C69A615F0F79324"	"opennt-4.5/nt/private/mvdm/wow32/wumsg.h"	"1F18E9770131F758947986DE78DCB6C974730BCBAAD3137E3C69A615F0F79324"	"byte-exact"
"wow32/wuser.c"	"CE33E8634D085F9CA27AD331560E5321C3FED2EE8552CE0D00FDA25AF0A74B62"	"opennt-4.5/nt/private/mvdm/wow32/wuser.c"	"CE33E8634D085F9CA27AD331560E5321C3FED2EE8552CE0D00FDA25AF0A74B62"	"byte-exact"
"wow32/wuser.h"	"A052E937B4329E58EB48979E8C968FE9F7371EC2E5533A9B796656E3769A4F07"	"opennt-4.5/nt/private/mvdm/wow32/wuser.h"	"A052E937B4329E58EB48979E8C968FE9F7371EC2E5533A9B796656E3769A4F07"	"byte-exact"
"wow32/wuser31.c"	"260237F9FDA0013F02BBBCBC94C29EA2069DE545043B636F2828C554E55582A4"	"opennt-4.5/nt/private/mvdm/wow32/wuser31.c"	"260237F9FDA0013F02BBBCBC94C29EA2069DE545043B636F2828C554E55582A4"	"byte-exact"
"wow32/wuser31.h"	"9CC837D93C61656DDE97FA09FEE3E63402039E3F66BE517E0823F9FA1B15F118"	"opennt-4.5/nt/private/mvdm/wow32/wuser31.h"	"9CC837D93C61656DDE97FA09FEE3E63402039E3F66BE517E0823F9FA1B15F118"	"byte-exact"
"wow32/wusercli.c"	"96B363EE882839A61D232DFBE145346D6E4D7EC7BFBAA4C97C4E0500A39B51ED"	"opennt-4.5/nt/private/mvdm/wow32/wusercli.c"	"96B363EE882839A61D232DFBE145346D6E4D7EC7BFBAA4C97C4E0500A39B51ED"	"byte-exact"
"wow32/wusercli.h"	"2731955B6F6D24419575806304481B7D866C99B552EC8DA756FC956B5DFA4B2E"	"opennt-4.5/nt/private/mvdm/wow32/wusercli.h"	"2731955B6F6D24419575806304481B7D866C99B552EC8DA756FC956B5DFA4B2E"	"byte-exact"
"wow32/wutbl.h"	"22D88170A6047C25A31A5165D1FA079E0D6BF4ECF94F123B2544EE95BDB644F2"	"opennt-4.5/nt/private/mvdm/wow32/wutbl.h"	"22D88170A6047C25A31A5165D1FA079E0D6BF4ECF94F123B2544EE95BDB644F2"	"byte-exact"
"wow32/wutbl2.h"	"3B8802574625E12FA280872DBC9F2EF49A8D9FABB6840F76CE7FCAE63367EC65"	"opennt-4.5/nt/private/mvdm/wow32/wutbl2.h"	"3B8802574625E12FA280872DBC9F2EF49A8D9FABB6840F76CE7FCAE63367EC65"	"byte-exact"
"wow32/wutext.c"	"83F6C0568C00C273A93A2D333ED434EA78BEED4E2682E78E260A31BE031441CD"	"opennt-4.5/nt/private/mvdm/wow32/wutext.c"	"83F6C0568C00C273A93A2D333ED434EA78BEED4E2682E78E260A31BE031441CD"	"byte-exact"
"wow32/wutext.h"	"DF5F47C67672BBC164B33AFA243A69DCAC224B4F173147ADDD99158236B9095F"	"opennt-4.5/nt/private/mvdm/wow32/wutext.h"	"DF5F47C67672BBC164B33AFA243A69DCAC224B4F173147ADDD99158236B9095F"	"byte-exact"
"wow32/wutmr.c"	"E42BC0C7E9DC199AE19414461D65ECF86B7ACC55C6D7523792812D73F158BEF5"	"opennt-4.5/nt/private/mvdm/wow32/wutmr.c"	"E42BC0C7E9DC199AE19414461D65ECF86B7ACC55C6D7523792812D73F158BEF5"	"byte-exact"
"wow32/wutmr.h"	"383B5FD1A51477570259302CCE8A1CA9DC6C0EADC228489D42DAB874517AD361"	"opennt-4.5/nt/private/mvdm/wow32/wutmr.h"	"383B5FD1A51477570259302CCE8A1CA9DC6C0EADC228489D42DAB874517AD361"	"byte-exact"
"wow32/wuwind.c"	"AB270E2669CFD383DA4BAAC471BB63E7C9C603581F4F7592AD447E8A783953DC"	"opennt-4.5/nt/private/mvdm/wow32/wuwind.c"	"AB270E2669CFD383DA4BAAC471BB63E7C9C603581F4F7592AD447E8A783953DC"	"byte-exact"
"wow32/wuwind.h"	"9450DC53634B683BE8E86C57D7EF307B4AC749440367E7F1714FDF5FBDB38C6B"	"opennt-4.5/nt/private/mvdm/wow32/wuwind.h"	"9450DC53634B683BE8E86C57D7EF307B4AC749440367E7F1714FDF5FBDB38C6B"	"byte-exact"
"wow32/wwstbl2.h"	"425F566FA0A559C2DCF79F39322A8CA3A0929371A447DE3337B0C9F6AD1BEF02"	"opennt-4.5/nt/private/mvdm/wow32/wwstbl2.h"	"425F566FA0A559C2DCF79F39322A8CA3A0929371A447DE3337B0C9F6AD1BEF02"	"byte-exact"
