classification_id	source_path	source_line	warning	message	architectures	review_cluster	x86_x64_disposition	required_next_read	source_records
T310-S8-P4-CLASS-018564	src/mvdm-host/softpc.new/host/src/nt_aorc.c	234	C4244	'return': conversion from 'ISM32' to 'IU16', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036643,T310-S8-P4-WARN-036644
T310-S8-P4-CLASS-018565	src/mvdm-host/softpc.new/host/src/nt_aorc.c	240	C4244	'return': conversion from 'ISM32' to 'IU16', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036645,T310-S8-P4-WARN-036646
T310-S8-P4-CLASS-018566	src/mvdm-host/softpc.new/host/src/nt_aorc.c	251	C4244	'return': conversion from 'IUH' to 'IU16', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036647,T310-S8-P4-WARN-036648
T310-S8-P4-CLASS-018567	src/mvdm-host/softpc.new/host/src/nt_aorc.c	506	C4244	'return': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036649,T310-S8-P4-WARN-036650
T310-S8-P4-CLASS-018570	src/mvdm-host/softpc.new/host/src/nt_cga.c	367	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036655,T310-S8-P4-WARN-036656
T310-S8-P4-CLASS-018571	src/mvdm-host/softpc.new/host/src/nt_cga.c	368	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036657,T310-S8-P4-WARN-036658
T310-S8-P4-CLASS-018572	src/mvdm-host/softpc.new/host/src/nt_cga.c	370	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036659,T310-S8-P4-WARN-036660
T310-S8-P4-CLASS-018573	src/mvdm-host/softpc.new/host/src/nt_cga.c	371	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036661,T310-S8-P4-WARN-036662
T310-S8-P4-CLASS-018574	src/mvdm-host/softpc.new/host/src/nt_cga.c	378	C4002	too many arguments for function-like macro invocation 'sub_note_trace4'	x64,x86	SPC-HOST-VIDEO-BINDINGS	unclassified-read-source	warning class has no approved general disposition; read original source, declaration and selected caller before any change	T310-S8-P4-WARN-036663,T310-S8-P4-WARN-036664
T310-S8-P4-CLASS-018590	src/mvdm-host/softpc.new/host/src/nt_cga.c	521	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036695,T310-S8-P4-WARN-036696
T310-S8-P4-CLASS-018591	src/mvdm-host/softpc.new/host/src/nt_cga.c	522	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036697,T310-S8-P4-WARN-036698
T310-S8-P4-CLASS-018592	src/mvdm-host/softpc.new/host/src/nt_cga.c	523	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036699,T310-S8-P4-WARN-036700
T310-S8-P4-CLASS-018593	src/mvdm-host/softpc.new/host/src/nt_cga.c	524	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036701,T310-S8-P4-WARN-036702
T310-S8-P4-CLASS-018594	src/mvdm-host/softpc.new/host/src/nt_cga.c	620	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036703,T310-S8-P4-WARN-036704
T310-S8-P4-CLASS-018595	src/mvdm-host/softpc.new/host/src/nt_cga.c	621	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036705,T310-S8-P4-WARN-036706
T310-S8-P4-CLASS-018596	src/mvdm-host/softpc.new/host/src/nt_cga.c	622	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036707,T310-S8-P4-WARN-036708
T310-S8-P4-CLASS-018597	src/mvdm-host/softpc.new/host/src/nt_cga.c	623	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036709,T310-S8-P4-WARN-036710
T310-S8-P4-CLASS-018598	src/mvdm-host/softpc.new/host/src/nt_cga.c	724	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036711,T310-S8-P4-WARN-036712
T310-S8-P4-CLASS-018599	src/mvdm-host/softpc.new/host/src/nt_cga.c	725	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036713,T310-S8-P4-WARN-036714
T310-S8-P4-CLASS-018600	src/mvdm-host/softpc.new/host/src/nt_cga.c	726	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036715,T310-S8-P4-WARN-036716
T310-S8-P4-CLASS-018601	src/mvdm-host/softpc.new/host/src/nt_cga.c	727	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036717,T310-S8-P4-WARN-036718
T310-S8-P4-CLASS-018602	src/mvdm-host/softpc.new/host/src/nt_cga.c	802	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036719,T310-S8-P4-WARN-036720
T310-S8-P4-CLASS-018603	src/mvdm-host/softpc.new/host/src/nt_cga.c	803	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036721,T310-S8-P4-WARN-036722
T310-S8-P4-CLASS-018604	src/mvdm-host/softpc.new/host/src/nt_cga.c	804	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036723,T310-S8-P4-WARN-036724
T310-S8-P4-CLASS-018605	src/mvdm-host/softpc.new/host/src/nt_cga.c	805	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036725,T310-S8-P4-WARN-036726
T310-S8-P4-CLASS-018606	src/mvdm-host/softpc.new/host/src/nt_cga.c	887	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036727,T310-S8-P4-WARN-036728
T310-S8-P4-CLASS-018607	src/mvdm-host/softpc.new/host/src/nt_cga.c	888	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036729,T310-S8-P4-WARN-036730
T310-S8-P4-CLASS-018608	src/mvdm-host/softpc.new/host/src/nt_cga.c	889	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036731,T310-S8-P4-WARN-036732
T310-S8-P4-CLASS-018609	src/mvdm-host/softpc.new/host/src/nt_cga.c	890	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036733,T310-S8-P4-WARN-036734
T310-S8-P4-CLASS-018610	src/mvdm-host/softpc.new/host/src/nt_cga.c	958	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036735,T310-S8-P4-WARN-036736
T310-S8-P4-CLASS-018611	src/mvdm-host/softpc.new/host/src/nt_cga.c	959	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036737,T310-S8-P4-WARN-036738
T310-S8-P4-CLASS-018612	src/mvdm-host/softpc.new/host/src/nt_cga.c	960	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036739,T310-S8-P4-WARN-036740
T310-S8-P4-CLASS-018613	src/mvdm-host/softpc.new/host/src/nt_cga.c	961	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036741,T310-S8-P4-WARN-036742
T310-S8-P4-CLASS-018616	src/mvdm-host/softpc.new/host/src/nt_ega.c	683	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036747,T310-S8-P4-WARN-036748
T310-S8-P4-CLASS-018617	src/mvdm-host/softpc.new/host/src/nt_ega.c	684	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036749,T310-S8-P4-WARN-036750
T310-S8-P4-CLASS-018618	src/mvdm-host/softpc.new/host/src/nt_ega.c	685	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036751,T310-S8-P4-WARN-036752
T310-S8-P4-CLASS-018619	src/mvdm-host/softpc.new/host/src/nt_ega.c	686	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036753,T310-S8-P4-WARN-036754
T310-S8-P4-CLASS-018620	src/mvdm-host/softpc.new/host/src/nt_ega.c	830	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036755,T310-S8-P4-WARN-036756
T310-S8-P4-CLASS-018621	src/mvdm-host/softpc.new/host/src/nt_ega.c	831	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036757,T310-S8-P4-WARN-036758
T310-S8-P4-CLASS-018622	src/mvdm-host/softpc.new/host/src/nt_ega.c	832	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036759,T310-S8-P4-WARN-036760
T310-S8-P4-CLASS-018623	src/mvdm-host/softpc.new/host/src/nt_ega.c	833	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036761,T310-S8-P4-WARN-036762
T310-S8-P4-CLASS-018624	src/mvdm-host/softpc.new/host/src/nt_ega.c	1006	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036763,T310-S8-P4-WARN-036764
T310-S8-P4-CLASS-018625	src/mvdm-host/softpc.new/host/src/nt_ega.c	1007	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036765,T310-S8-P4-WARN-036766
T310-S8-P4-CLASS-018626	src/mvdm-host/softpc.new/host/src/nt_ega.c	1008	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036767,T310-S8-P4-WARN-036768
T310-S8-P4-CLASS-018627	src/mvdm-host/softpc.new/host/src/nt_ega.c	1009	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036769,T310-S8-P4-WARN-036770
T310-S8-P4-CLASS-018628	src/mvdm-host/softpc.new/host/src/nt_ega.c	1088	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036771,T310-S8-P4-WARN-036772
T310-S8-P4-CLASS-018629	src/mvdm-host/softpc.new/host/src/nt_ega.c	1089	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036773,T310-S8-P4-WARN-036774
T310-S8-P4-CLASS-018630	src/mvdm-host/softpc.new/host/src/nt_ega.c	1090	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036775,T310-S8-P4-WARN-036776
T310-S8-P4-CLASS-018631	src/mvdm-host/softpc.new/host/src/nt_ega.c	1091	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036777,T310-S8-P4-WARN-036778
T310-S8-P4-CLASS-018632	src/mvdm-host/softpc.new/host/src/nt_ega.c	1164	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036779,T310-S8-P4-WARN-036780
T310-S8-P4-CLASS-018633	src/mvdm-host/softpc.new/host/src/nt_ega.c	1165	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036781,T310-S8-P4-WARN-036782
T310-S8-P4-CLASS-018634	src/mvdm-host/softpc.new/host/src/nt_ega.c	1166	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036783,T310-S8-P4-WARN-036784
T310-S8-P4-CLASS-018635	src/mvdm-host/softpc.new/host/src/nt_ega.c	1167	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036785,T310-S8-P4-WARN-036786
T310-S8-P4-CLASS-018636	src/mvdm-host/softpc.new/host/src/nt_ega.c	1241	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036787,T310-S8-P4-WARN-036788
T310-S8-P4-CLASS-018637	src/mvdm-host/softpc.new/host/src/nt_ega.c	1242	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036789,T310-S8-P4-WARN-036790
T310-S8-P4-CLASS-018638	src/mvdm-host/softpc.new/host/src/nt_ega.c	1243	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036791,T310-S8-P4-WARN-036792
T310-S8-P4-CLASS-018639	src/mvdm-host/softpc.new/host/src/nt_ega.c	1244	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036793,T310-S8-P4-WARN-036794
T310-S8-P4-CLASS-018640	src/mvdm-host/softpc.new/host/src/nt_ega.c	1317	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036795,T310-S8-P4-WARN-036796
T310-S8-P4-CLASS-018641	src/mvdm-host/softpc.new/host/src/nt_ega.c	1318	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036797,T310-S8-P4-WARN-036798
T310-S8-P4-CLASS-018642	src/mvdm-host/softpc.new/host/src/nt_ega.c	1319	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036799,T310-S8-P4-WARN-036800
T310-S8-P4-CLASS-018643	src/mvdm-host/softpc.new/host/src/nt_ega.c	1320	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036801,T310-S8-P4-WARN-036802
T310-S8-P4-CLASS-018644	src/mvdm-host/softpc.new/host/src/nt_ega.c	1441	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036803,T310-S8-P4-WARN-036804
T310-S8-P4-CLASS-018645	src/mvdm-host/softpc.new/host/src/nt_ega.c	1442	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036805,T310-S8-P4-WARN-036806
T310-S8-P4-CLASS-018646	src/mvdm-host/softpc.new/host/src/nt_ega.c	1443	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036807,T310-S8-P4-WARN-036808
T310-S8-P4-CLASS-018647	src/mvdm-host/softpc.new/host/src/nt_ega.c	1444	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036809,T310-S8-P4-WARN-036810
T310-S8-P4-CLASS-018648	src/mvdm-host/softpc.new/host/src/nt_ega.c	1520	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036811,T310-S8-P4-WARN-036812
T310-S8-P4-CLASS-018649	src/mvdm-host/softpc.new/host/src/nt_ega.c	1521	C4244	'=': conversion from 'int' to 'SHORT', possible loss of data	x64,x86	SPC-HOST-VIDEO-BINDINGS	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-036813,T310-S8-P4-WARN-036814
