record_id	source_path	owner_package	review_cluster	profile_class	source_line	candidate_kind	symbol	source_excerpt	review_requirement	x86_x64_disposition
T310-S8-P4-ABI-001163	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	381	function-pointer-indirect-call	getDSD_func	extern sys_addr (*getDSD_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001164	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	387	function-pointer-declaration-or-slot	setAX_func	extern void (*setAX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001165	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	387	function-pointer-indirect-call	setAX_func	extern void (*setAX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001166	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	388	function-pointer-declaration-or-slot	setAH_func	extern void (*setAH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001167	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	388	function-pointer-indirect-call	setAH_func	extern void (*setAH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001168	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	389	function-pointer-declaration-or-slot	setAL_func	extern void (*setAL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001169	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	389	function-pointer-indirect-call	setAL_func	extern void (*setAL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001170	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	390	function-pointer-declaration-or-slot	setBX_func	extern void (*setBX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001171	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	390	function-pointer-indirect-call	setBX_func	extern void (*setBX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001172	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	391	function-pointer-declaration-or-slot	setBH_func	extern void (*setBH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001173	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	391	function-pointer-indirect-call	setBH_func	extern void (*setBH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001174	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	392	function-pointer-declaration-or-slot	setBL_func	extern void (*setBL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001175	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	392	function-pointer-indirect-call	setBL_func	extern void (*setBL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001176	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	393	function-pointer-declaration-or-slot	setCX_func	extern void (*setCX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001177	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	393	function-pointer-indirect-call	setCX_func	extern void (*setCX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001178	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	394	function-pointer-declaration-or-slot	setCH_func	extern void (*setCH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001179	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	394	function-pointer-indirect-call	setCH_func	extern void (*setCH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001180	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	395	function-pointer-declaration-or-slot	setCL_func	extern void (*setCL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001181	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	395	function-pointer-indirect-call	setCL_func	extern void (*setCL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001182	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	396	function-pointer-declaration-or-slot	setDX_func	extern void (*setDX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001183	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	396	function-pointer-indirect-call	setDX_func	extern void (*setDX_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001184	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	397	function-pointer-declaration-or-slot	setDH_func	extern void (*setDH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001185	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	397	function-pointer-indirect-call	setDH_func	extern void (*setDH_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001186	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	398	function-pointer-declaration-or-slot	setDL_func	extern void (*setDL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001187	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	398	function-pointer-indirect-call	setDL_func	extern void (*setDL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001188	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	399	function-pointer-declaration-or-slot	setSP_func	extern void (*setSP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001189	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	399	function-pointer-indirect-call	setSP_func	extern void (*setSP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001190	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	400	function-pointer-declaration-or-slot	setBP_func	extern void (*setBP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001191	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	400	function-pointer-indirect-call	setBP_func	extern void (*setBP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001192	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	401	function-pointer-declaration-or-slot	setSI_func	extern void (*setSI_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001193	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	401	function-pointer-indirect-call	setSI_func	extern void (*setSI_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001194	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	402	function-pointer-declaration-or-slot	setDI_func	extern void (*setDI_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001195	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	402	function-pointer-indirect-call	setDI_func	extern void (*setDI_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001196	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	403	function-pointer-declaration-or-slot	setIP_func	extern void (*setIP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001197	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	403	function-pointer-indirect-call	setIP_func	extern void (*setIP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001198	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	404	function-pointer-declaration-or-slot	setCS_func	extern void (*setCS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001199	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	404	function-pointer-indirect-call	setCS_func	extern void (*setCS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001200	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	405	function-pointer-declaration-or-slot	setDS_func	extern void (*setDS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001201	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	405	function-pointer-indirect-call	setDS_func	extern void (*setDS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001202	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	406	function-pointer-declaration-or-slot	setES_func	extern void (*setES_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001203	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	406	function-pointer-indirect-call	setES_func	extern void (*setES_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001204	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	407	function-pointer-declaration-or-slot	setSS_func	extern void (*setSS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001205	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	407	function-pointer-indirect-call	setSS_func	extern void (*setSS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001206	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	408	function-pointer-declaration-or-slot	setMSW_func	extern void (*setMSW_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001207	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	408	function-pointer-indirect-call	setMSW_func	extern void (*setMSW_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001208	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	409	function-pointer-declaration-or-slot	setDF_func	extern void (*setDF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001209	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	409	function-pointer-indirect-call	setDF_func	extern void (*setDF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001210	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	410	function-pointer-declaration-or-slot	setIF_func	extern void (*setIF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001211	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	410	function-pointer-indirect-call	setIF_func	extern void (*setIF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001212	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	411	function-pointer-declaration-or-slot	setTF_func	extern void (*setTF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001213	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	411	function-pointer-indirect-call	setTF_func	extern void (*setTF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001214	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	412	function-pointer-declaration-or-slot	setPF_func	extern void (*setPF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001215	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	412	function-pointer-indirect-call	setPF_func	extern void (*setPF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001216	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	413	function-pointer-declaration-or-slot	setAF_func	extern void (*setAF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001217	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	413	function-pointer-indirect-call	setAF_func	extern void (*setAF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001218	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	414	function-pointer-declaration-or-slot	setSF_func	extern void (*setSF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001219	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	414	function-pointer-indirect-call	setSF_func	extern void (*setSF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001220	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	415	function-pointer-declaration-or-slot	setZF_func	extern void (*setZF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001221	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	415	function-pointer-indirect-call	setZF_func	extern void (*setZF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001222	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	416	function-pointer-declaration-or-slot	setOF_func	extern void (*setOF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001223	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	416	function-pointer-indirect-call	setOF_func	extern void (*setOF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001224	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	417	function-pointer-declaration-or-slot	setCF_func	extern void (*setCF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001225	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	417	function-pointer-indirect-call	setCF_func	extern void (*setCF_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001226	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	421	function-pointer-declaration-or-slot	setCPL_func	extern void (*setCPL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001227	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	421	function-pointer-indirect-call	setCPL_func	extern void (*setCPL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001228	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	422	function-pointer-declaration-or-slot	setGDTR_base_func	extern void (*setGDTR_base_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001229	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	422	function-pointer-indirect-call	setGDTR_base_func	extern void (*setGDTR_base_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001230	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	423	function-pointer-declaration-or-slot	setGDTR_limit_func	extern void (*setGDTR_limit_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001231	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	423	function-pointer-indirect-call	setGDTR_limit_func	extern void (*setGDTR_limit_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001232	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	424	function-pointer-declaration-or-slot	setIDTR_base_func	extern void (*setIDTR_base_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001233	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	424	function-pointer-indirect-call	setIDTR_base_func	extern void (*setIDTR_base_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001234	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	425	function-pointer-declaration-or-slot	setIDTR_limit_func	extern void (*setIDTR_limit_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001235	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	425	function-pointer-indirect-call	setIDTR_limit_func	extern void (*setIDTR_limit_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001236	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	426	function-pointer-declaration-or-slot	setLDTR_func	extern void (*setLDTR_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001237	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	426	function-pointer-indirect-call	setLDTR_func	extern void (*setLDTR_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001238	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	427	function-pointer-declaration-or-slot	setTR_func	extern void (*setTR_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001239	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	427	function-pointer-indirect-call	setTR_func	extern void (*setTR_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001240	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	428	function-pointer-declaration-or-slot	setMSW_reserved_func	extern void (*setMSW_reserved_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001241	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	428	function-pointer-indirect-call	setMSW_reserved_func	extern void (*setMSW_reserved_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001242	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	429	function-pointer-declaration-or-slot	setTS_func	extern void (*setTS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001243	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	429	function-pointer-indirect-call	setTS_func	extern void (*setTS_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001244	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	430	function-pointer-declaration-or-slot	setEM_func	extern void (*setEM_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001245	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	430	function-pointer-indirect-call	setEM_func	extern void (*setEM_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001246	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	431	function-pointer-declaration-or-slot	setMP_func	extern void (*setMP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001247	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	431	function-pointer-indirect-call	setMP_func	extern void (*setMP_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001248	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	432	function-pointer-declaration-or-slot	setPE_func	extern void (*setPE_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001249	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	432	function-pointer-indirect-call	setPE_func	extern void (*setPE_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001250	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	433	function-pointer-declaration-or-slot	setNT_func	extern void (*setNT_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001251	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	433	function-pointer-indirect-call	setNT_func	extern void (*setNT_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001252	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	434	function-pointer-declaration-or-slot	setIOPL_func	extern void (*setIOPL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-001253	src/mvdm-host/softpc.new/host/inc/host_cpu.h	softpc.new	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	434	function-pointer-indirect-call	setIOPL_func	extern void (*setIOPL_func) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
