function_id	symbol	stage1_semantic_disposition	function_disposition	final_owner	runtime_direct_call_site_count	caller_paths	selected_definition_candidates	external_definition_candidates	external_package_roots	source_definition_status	first_hop_basis	next_stage
"MVDM-FIRST-HOP-FUNCTION-1268"	"SystemParametersInfo"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"2"	"wow32/wgdi31.c;wow32/wuser31.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1269"	"SystemTimeToFileTime"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"dos/dem/demhndl.c"	""	"base/win32/client/datetime.c:456@554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36;nt/private/windows/base/client/datetime.c:456@554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"base/win32/client;nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1270"	"TabbedTextOut"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wutext.c"	""	"windows/mfc/src42/dcprev.cpp:639@b1c98dd11f64ada5f2714f87310048ed433b0ae3e01383e9c93d6916cbdc647c;windows/mfc/src42/dcmeta.cpp:132@383a98dee190a1263fc5590c3cb87df6c679c363332d4e4597c4274a09432a46;windows/mfc/src30/dcprev.cpp:639@038fb20925eb36d6e296c5a0e5279ceec274d14fbc28dbb6e5edaee3cc607bde;windows/mfc/src30/dcmeta.cpp:132@22844384c8ec345052c097bc182a97e0abc4c9c065df8590d765914397fc0951;windows/mfc/src40/dcprev.cpp:639@b1c98dd11f64ada5f2714f87310048ed433b0ae3e01383e9c93d6916cbdc647c;windows/mfc/src40/dcmeta.cpp:132@383a98dee190a1263fc5590c3cb87df6c679c363332d4e4597c4274a09432a46;nt/private/sdktools/vctools/ntmfc/src42/dcprev.cpp:639@b1c98dd11f64ada5f2714f87310048ed433b0ae3e01383e9c93d6916cbdc647c;nt/private/sdktools/vctools/ntmfc/src42/dcmeta.cpp:132@383a98dee190a1263fc5590c3cb87df6c679c363332d4e4597c4274a09432a46;nt/private/sdktools/vctools/ntmfc/src40/dcprev.cpp:639@b1c98dd11f64ada5f2714f87310048ed433b0ae3e01383e9c93d6916cbdc647c;nt/private/sdktools/vctools/ntmfc/src40/dcmeta.cpp:132@383a98dee190a1263fc5590c3cb87df6c679c363332d4e4597c4274a09432a46;nt/private/sdktools/vctools/ntmfc/src/dcprev.cpp:639@038fb20925eb36d6e296c5a0e5279ceec274d14fbc28dbb6e5edaee3cc607bde;nt/private/sdktools/vctools/ntmfc/src/dcmeta.cpp:132@22844384c8ec345052c097bc182a97e0abc4c9c065df8590d765914397fc0951;nt/private/net/ui/mfc200/src/dcprev.cpp:621@a2af46c0fe0d757b03fd263f7b4210ed5138b77f613dded78ee219c5fc8aaf9d;nt/private/net/ui/mfc200/src/dcmeta.cpp:160@14bc767aa9b18678198a75156ec2c1490b6919296ac9ed1c747fdd105cac2f73"	"nt/private;windows/mfc"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1271"	"tan"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/base/ccpu386/fpu.c"	""	"base/crts/fpw32/tran/tan.c:68@ecc9ab4272f7ab2f29a601750fa356b384a017c681e127806f9607f15f4d075a;res/oldcrt/fp32st/tran/tan.c:66@68a6ba76e33a272cc095f009dbe7b5e95a00e128ed0987fc6d87681c8e6f5b81;res/oldcrt/fp32/tran/tan.c:66@68a6ba76e33a272cc095f009dbe7b5e95a00e128ed0987fc6d87681c8e6f5b81;res/oldcrt/fp32nt/tran/tan.c:66@68a6ba76e33a272cc095f009dbe7b5e95a00e128ed0987fc6d87681c8e6f5b81;res/oldcrt/fp32dll/tran/tan.c:66@68a6ba76e33a272cc095f009dbe7b5e95a00e128ed0987fc6d87681c8e6f5b81;nt/private/sdktools/vctools/crt/fpw32/tran/tan.c:68@ecc9ab4272f7ab2f29a601750fa356b384a017c681e127806f9607f15f4d075a"	"base/crts;nt/private;res/oldcrt"	"source-definition-candidates-recorded"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1272"	"term_gore_update"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/base/video/gvi.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1273"	"TerminateThread"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"dos/command/cmdredir.c;vdmdbg/vdmdbg.c"	""	"base/win32/client/thread.c:651@92461a35e121c751b13878f31adeaadeabad6d2ffe8c872f4ea16f7fc36df046;nt/private/windows/base/client/thread.c:651@92461a35e121c751b13878f31adeaadeabad6d2ffe8c872f4ea16f7fc36df046;nt/private/net/ui/ncpa1.1/netcfg/addopt.cpp:440@b3443af2842d16d5c699d8971df58b15532c6f18625c9236ef1722dbd520cb29"	"base/win32/client;nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1274"	"test_for_us"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/base/bios/bios.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1275"	"TextOut"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"vdmutils/pifedit/pifedit.c;wow32/wgtext.c"	""	"windows/mfc/src42/dcprev.cpp:581@b1c98dd11f64ada5f2714f87310048ed433b0ae3e01383e9c93d6916cbdc647c;windows/mfc/src42/dcmeta.cpp:91@383a98dee190a1263fc5590c3cb87df6c679c363332d4e4597c4274a09432a46;windows/mfc/src30/dcprev.cpp:581@038fb20925eb36d6e296c5a0e5279ceec274d14fbc28dbb6e5edaee3cc607bde;windows/mfc/src30/dcmeta.cpp:91@22844384c8ec345052c097bc182a97e0abc4c9c065df8590d765914397fc0951;windows/mfc/src40/dcprev.cpp:581@b1c98dd11f64ada5f2714f87310048ed433b0ae3e01383e9c93d6916cbdc647c;windows/mfc/src40/dcmeta.cpp:91@383a98dee190a1263fc5590c3cb87df6c679c363332d4e4597c4274a09432a46;nt/private/windows/richedit/src/render.cpp:1255@cbc3d715b140df98b4682d873f3d5d4040b72f492b04a51337b34ca73412a214;nt/private/sdktools/vctools/ntmfc/src42/dcprev.cpp:581@b1c98dd11f64ada5f2714f87310048ed433b0ae3e01383e9c93d6916cbdc647c;nt/private/sdktools/vctools/ntmfc/src42/dcmeta.cpp:91@383a98dee190a1263fc5590c3cb87df6c679c363332d4e4597c4274a09432a46;nt/private/sdktools/vctools/ntmfc/src40/dcprev.cpp:581@b1c98dd11f64ada5f2714f87310048ed433b0ae3e01383e9c93d6916cbdc647c;nt/private/sdktools/vctools/ntmfc/src40/dcmeta.cpp:91@383a98dee190a1263fc5590c3cb87df6c679c363332d4e4597c4274a09432a46;nt/private/sdktools/vctools/ntmfc/src/dcprev.cpp:581@038fb20925eb36d6e296c5a0e5279ceec274d14fbc28dbb6e5edaee3cc607bde;nt/private/sdktools/vctools/ntmfc/src/dcmeta.cpp:91@22844384c8ec345052c097bc182a97e0abc4c9c065df8590d765914397fc0951;nt/private/net/ui/mfc200/src/dcprev.cpp:564@a2af46c0fe0d757b03fd263f7b4210ed5138b77f613dded78ee219c5fc8aaf9d;nt/private/net/ui/mfc200/src/dcmeta.cpp:119@14bc767aa9b18678198a75156ec2c1490b6919296ac9ed1c747fdd105cac2f73"	"nt/private;windows/mfc"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1276"	"time"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/base/debug/profile.c;softpc.new/base/debug/yoda.c"	""	"sdktools/imagehlp/crt.c:83@90cddf186299b94bb11f889a49c24785cf8bf3b6991ce015aef2b3373b18a23f;base/crts/crtw32/time/time.c:92@14cad7e027f759c229dc557746538dfd24e1d01bc0a586b813eeb03cf6f69014;res/oldcrt/crt32/time/time.c:52@e22570990244ba1b778df1f3f5b8382d44eff148ed8765dda90c46eab0ab158b;res/oldcrt/crt32st/time/time.c:52@e22570990244ba1b778df1f3f5b8382d44eff148ed8765dda90c46eab0ab158b;res/oldcrt/crt32psx/time/time.c:52@e22570990244ba1b778df1f3f5b8382d44eff148ed8765dda90c46eab0ab158b;res/oldcrt/crt32nt/time/time.c:52@e22570990244ba1b778df1f3f5b8382d44eff148ed8765dda90c46eab0ab158b;res/oldcrt/crt32dll/time/time.c:52@e22570990244ba1b778df1f3f5b8382d44eff148ed8765dda90c46eab0ab158b;nt/private/sdktools/vctools/crt/crtw32/time/time.c:92@14cad7e027f759c229dc557746538dfd24e1d01bc0a586b813eeb03cf6f69014;nt/private/net/sockets/tcpcmd/dhcp/client/vxd/utils.c:235@8485f48049c71b626d539600f8e5d56e50b6fe70d8c836d1d882291012f133e6;nt/private/sdktools/imagehlp/crt.c:83@90cddf186299b94bb11f889a49c24785cf8bf3b6991ce015aef2b3373b18a23f;nt/private/posix/client/dllproc.c:1129@b842f0075ef0acc918b62bb97564f701e0c2b261b83c49b84722234f9769c64d"	"base/crts;nt/private;res/oldcrt;sdktools/imagehlp"	"source-definition-candidates-recorded"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1277"	"times"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/base/debug/profile.c"	""	"nt/private/posix/client/dllproc.c:1152@b842f0075ef0acc918b62bb97564f701e0c2b261b83c49b84722234f9769c64d"	"nt/private"	"source-definition-candidates-recorded"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1278"	"TlsAlloc"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"2"	"softpc.new/base/ccpu386/ntthread.c;softpc.new/host/src/nt_msscs.c;wow32/wsext.c"	""	"windows/mfc/src30/macstubs.cpp:84@f92babb2ac6500abca9cb8dfce86a8dc55848d7ca6002acb5a3c963bd55c053a;com/oleaut32/typelib/tls.c:133@5e8d59666989abeed7a1879d7a85158747d17f1eee24f005fef34b26d8c2bea0;base/win32/client/thread.c:1518@92461a35e121c751b13878f31adeaadeabad6d2ffe8c872f4ea16f7fc36df046;nt/private/oleauto/src/typelib/tls.c:133@5e8d59666989abeed7a1879d7a85158747d17f1eee24f005fef34b26d8c2bea0;nt/private/windows/base/client/thread.c:1518@92461a35e121c751b13878f31adeaadeabad6d2ffe8c872f4ea16f7fc36df046;nt/private/sdktools/vctools/ntmfc/src/macstubs.cpp:84@f92babb2ac6500abca9cb8dfce86a8dc55848d7ca6002acb5a3c963bd55c053a"	"base/win32/client;com/oleaut32;nt/private;windows/mfc"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1279"	"TlsGetValue"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"2"	"softpc.new/base/ccpu386/ntthread.c;softpc.new/host/src/nt_error.c;wow32/wsext.c"	""	"windows/mfc/src30/macstubs.cpp:100@f92babb2ac6500abca9cb8dfce86a8dc55848d7ca6002acb5a3c963bd55c053a;com/oleaut32/typelib/tls.c:260@5e8d59666989abeed7a1879d7a85158747d17f1eee24f005fef34b26d8c2bea0;base/win32/client/thread.c:1573@92461a35e121c751b13878f31adeaadeabad6d2ffe8c872f4ea16f7fc36df046;nt/private/oleauto/src/typelib/tls.c:260@5e8d59666989abeed7a1879d7a85158747d17f1eee24f005fef34b26d8c2bea0;nt/private/windows/base/client/thread.c:1573@92461a35e121c751b13878f31adeaadeabad6d2ffe8c872f4ea16f7fc36df046;nt/private/sdktools/vctools/ntmfc/src/macstubs.cpp:100@f92babb2ac6500abca9cb8dfce86a8dc55848d7ca6002acb5a3c963bd55c053a"	"base/win32/client;com/oleaut32;nt/private;windows/mfc"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1280"	"TlsSetValue"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"9"	"softpc.new/base/ccpu386/ntthread.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_event.c;wow32/wsext.c"	""	"windows/mfc/src30/macstubs.cpp:112@f92babb2ac6500abca9cb8dfce86a8dc55848d7ca6002acb5a3c963bd55c053a;com/oleaut32/typelib/tls.c:184@5e8d59666989abeed7a1879d7a85158747d17f1eee24f005fef34b26d8c2bea0;base/win32/client/thread.c:1644@92461a35e121c751b13878f31adeaadeabad6d2ffe8c872f4ea16f7fc36df046;nt/private/oleauto/src/typelib/tls.c:184@5e8d59666989abeed7a1879d7a85158747d17f1eee24f005fef34b26d8c2bea0;nt/private/windows/base/client/thread.c:1644@92461a35e121c751b13878f31adeaadeabad6d2ffe8c872f4ea16f7fc36df046;nt/private/sdktools/vctools/ntmfc/src/macstubs.cpp:112@f92babb2ac6500abca9cb8dfce86a8dc55848d7ca6002acb5a3c963bd55c053a"	"base/win32/client;com/oleaut32;nt/private;windows/mfc"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1281"	"toascii"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"softpc.new/base/comms/com.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1282"	"ToAscii"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wkbman.c"	""	"windows/core/ntuser/client/client.c:910@787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472;nt/private/ntos/w32/ntuser/client/client.c:910@787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1283"	"tolower"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"3"	"dos/dem/dem.c;dos/dem/demgset.c;softpc.new/host/src/nt_reset.c;v86/scaffold/i386/softpc.c;vdmexts/misc.c;vdmexts/wow.c"	""	"base/crts/crtw32/convert/tolower.c:98@9c708025ed933ba61409a80e62ea8ff1e8e893e2a031437dba483f61ab50e3a3;res/oldcrt/crt32/convert/tolower.c:86@7aa33b7ff267eb1488bde85d6133817f576281f4c8b60ae7d0adb1be3206a40a;res/oldcrt/crt32st/convert/tolower.c:86@7aa33b7ff267eb1488bde85d6133817f576281f4c8b60ae7d0adb1be3206a40a;res/oldcrt/crt32psx/convert/tolower.c:86@7aa33b7ff267eb1488bde85d6133817f576281f4c8b60ae7d0adb1be3206a40a;res/oldcrt/crt32nt/convert/tolower.c:86@7aa33b7ff267eb1488bde85d6133817f576281f4c8b60ae7d0adb1be3206a40a;res/oldcrt/crt32dll/convert/tolower.c:86@7aa33b7ff267eb1488bde85d6133817f576281f4c8b60ae7d0adb1be3206a40a;nt/private/sdktools/vctools/crt/crtw32/convert/tolower.c:98@9c708025ed933ba61409a80e62ea8ff1e8e893e2a031437dba483f61ab50e3a3;nt/private/rpc/runtime/mtrt/win32c/cruntime.c:27@f38263be1c4a2ba698d19d1c16064c2a9b7724c432b84247d03be92179c61d25"	"base/crts;nt/private;res/oldcrt"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1284"	"toupper"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"18"	"dos/command/cmdmisc.c;dos/command/cmdpif.c;dos/dem/demdir.c;dos/dem/demerror.c;dos/dem/demfile.c;softpc.new/host/src/nt_msscs.c;vdmexts/dib.c;vdmexts/wow.c;vdmredir/vrdebug.c;vdmredir/vrnetapi.c;vdmredir/vrputil.c;wow32/debug.c;wow32/wdos.c;wow32/wkfileio.c;wow32/wkman.c"	""	"base/crts/crtw32/convert/toupper.c:107@5b6a9b43129997bea4621668f223a1a3a9e089ddcbdea1da6a16fc201e2bed9b;res/oldcrt/crt32/convert/toupper.c:93@c6f7267617e9dc5322619caaf913ee3e96452cb28236c8d412d8be9d12314faf;res/oldcrt/crt32st/convert/toupper.c:93@c6f7267617e9dc5322619caaf913ee3e96452cb28236c8d412d8be9d12314faf;res/oldcrt/crt32psx/convert/toupper.c:93@c6f7267617e9dc5322619caaf913ee3e96452cb28236c8d412d8be9d12314faf;res/oldcrt/crt32nt/convert/toupper.c:93@c6f7267617e9dc5322619caaf913ee3e96452cb28236c8d412d8be9d12314faf;res/oldcrt/crt32dll/convert/toupper.c:93@c6f7267617e9dc5322619caaf913ee3e96452cb28236c8d412d8be9d12314faf;nt/private/sdktools/vctools/crt/crtw32/convert/toupper.c:107@5b6a9b43129997bea4621668f223a1a3a9e089ddcbdea1da6a16fc201e2bed9b"	"base/crts;nt/private;res/oldcrt"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1285"	"TrackPopupMenu"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wumenu.c"	""	"windows/mfc/src42/wincore.cpp:1149@952f1fd3fc9b1722e9fcb6f0ff0791e61d892b7708b976434b9ba3ffdc6f6e87;windows/mfc/src40/wincore.cpp:1195@32b09780f264f41cc8978c3d9de99e415777423967ed3bcdddd917b2369ae8ee;windows/core/ntuser/client/menuc.c:422@7a912bc007995df587728dd7bbc651ef3ec7165386da6ca0d34e3fa30ba6aa2c;windows/mfc/src30/wincore.cpp:989@54ed346dd542b33adb04a6fa5fa1ad995216e0ef43cd5671b034debd448ed374;nt/private/sdktools/vctools/ntmfc/src42/wincore.cpp:1149@952f1fd3fc9b1722e9fcb6f0ff0791e61d892b7708b976434b9ba3ffdc6f6e87;nt/private/ntos/w32/ntuser/client/menuc.c:422@7a912bc007995df587728dd7bbc651ef3ec7165386da6ca0d34e3fa30ba6aa2c;nt/private/sdktools/vctools/ntmfc/src40/wincore.cpp:1195@32b09780f264f41cc8978c3d9de99e415777423967ed3bcdddd917b2369ae8ee;nt/private/sdktools/vctools/ntmfc/src/wincore.cpp:989@54ed346dd542b33adb04a6fa5fa1ad995216e0ef43cd5671b034debd448ed374;nt/private/net/ui/mfc200/src/wincore.cpp:548@a1656cf3b0d36417a78d8f0cefea4b2c8e7ba6ffdc5c585292ead4bb3a9c0c9f"	"nt/private;windows/core;windows/mfc"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1286"	"TransactNamedPipe"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"vdmredir/vrnmpipe.c"	""	"base/win32/client/namepipe.c:1328@125d28753700bd70f44b2411ad87cb9029154c6fb77322c28f253961e9438cac;nt/private/windows/base/client/namepipe.c:1328@125d28753700bd70f44b2411ad87cb9029154c6fb77322c28f253961e9438cac;nt/private/net/srvtest/subs.c:2280@0dcecd8f518a9dc6acc9e55ad3827cbe6a6550ad534d374b4f4fbe84ddeefb3b;nt/private/net/pipecli/pipecli.c:371@fa2cc7367f09523e9ff1183ca700904021a709f11a955ade7d18f3db8a4d6e69"	"base/win32/client;nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-1287"	"TranslateAccelerator"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"vdmutils/pifedit/pifedit.c;wow32/wumsg.c"	""	"windows/mfc/src42/olesvr1.cpp:2900@e991f7524f0573ecc1cff9ff0856a895927efb124cec7f630ca94522850625a9;windows/mfc/src42/olecli2.cpp:1163@ae22758e36b5433af7168c7abf1510620f70525b544842e67bb46f47d1c21913;windows/mfc/src42/occsite.cpp:1628@b572db3214cd61fa5d916dca1c9b3742ce0789f1d5a8706e5a2733481fc8deea;windows/mfc/src42/occcont.cpp:584@e3b2eac44aab51c00603e84c152fcec3dd1bedab134600338676e75b4a042c42;shell/shell32/clouds.cpp:1633@6f3d26bf0e7fd76c931f20ea38b41f09740254ca6d90da5f17cc2650b12b8b93;windows/mfc/src42/ctlppg.cpp:762@9c4c62676d6aa4fabce5aac9b5eedc2ef2f2ae101d3d10a2f8d14aae1da52a2b;windows/mfc/src42/ctlinplc.cpp:580@0dae3d310f9e84418a463b1c458be29dea39dd8b38602a5142024b6830c05aa2;windows/mfc/src40/olesvr1.cpp:2731@025f1e67fd4a9515fc7e14874f1aed9231feb8330f0f00d1d7d341c81b94a022;windows/mfc/src30/olesvr1.cpp:2756@5c2164d64e5b7633e258215c792b616e27af3c5c44ad8f914ee286a0cae43749;windows/mfc/src30/olecli2.cpp:1198@efc25d2b6519d31e93f9203bb0ec27e106845ef0cf70edeed9291d44c3d4c3d6;windows/mfc/src40/olecli2.cpp:1164@dc09d274923cf9cd1557468ff884428d43eb705d87490c981e339bdc480182eb;windows/mfc/src40/occsite.cpp:1428@2953b61cfa989ac559a5fe09c3de723bb2ec15a8ba8bf58a6d3ec02dceec60cf;windows/mfc/src40/occcont.cpp:582@1cbb34c5971a541eb40bcd445b974ef52c1882166715572c7ecd38684236017b;windows/mfc/src40/ctlppg.cpp:762@f89eff4c8352d4607814252c270fe9b43aa7dcd481ef4a0b136a7348091e7e52;windows/mfc/src40/ctlinplc.cpp:499@d7446ab72c62484938c5deb39f6464930f0aae9c9d78d879cbb1f568f77d3f58;nt/private/windows/media/sndrec32/o2base/sinpl.cxx:788@1fc00773bb66637717760f15540910c8cefc69623874c9ae611f72c3b668d76e;nt/private/sdktools/vctools/ntmfc/src42/olesvr1.cpp:2900@e991f7524f0573ecc1cff9ff0856a895927efb124cec7f630ca94522850625a9;nt/private/sdktools/vctools/ntmfc/src42/olecli2.cpp:1163@ae22758e36b5433af7168c7abf1510620f70525b544842e67bb46f47d1c21913;nt/private/sdktools/vctools/ntmfc/src42/occsite.cpp:1628@b572db3214cd61fa5d916dca1c9b3742ce0789f1d5a8706e5a2733481fc8deea;nt/private/sdktools/vctools/ntmfc/src42/occcont.cpp:584@e3b2eac44aab51c00603e84c152fcec3dd1bedab134600338676e75b4a042c42;nt/private/sdktools/vctools/ntmfc/src42/ctlppg.cpp:762@9c4c62676d6aa4fabce5aac9b5eedc2ef2f2ae101d3d10a2f8d14aae1da52a2b;nt/private/sdktools/vctools/ntmfc/src42/ctlinplc.cpp:580@0dae3d310f9e84418a463b1c458be29dea39dd8b38602a5142024b6830c05aa2;nt/private/sdktools/vctools/ntmfc/src40/olesvr1.cpp:2731@025f1e67fd4a9515fc7e14874f1aed9231feb8330f0f00d1d7d341c81b94a022;nt/private/windows/shell/shelldll/clouds.cpp:1633@6f3d26bf0e7fd76c931f20ea38b41f09740254ca6d90da5f17cc2650b12b8b93;nt/private/sdktools/vctools/ntmfc/src40/olecli2.cpp:1164@dc09d274923cf9cd1557468ff884428d43eb705d87490c981e339bdc480182eb;nt/private/sdktools/vctools/ntmfc/src40/occsite.cpp:1428@2953b61cfa989ac559a5fe09c3de723bb2ec15a8ba8bf58a6d3ec02dceec60cf;nt/private/sdktools/vctools/ntmfc/src40/occcont.cpp:582@1cbb34c5971a541eb40bcd445b974ef52c1882166715572c7ecd38684236017b;nt/private/sdktools/vctools/ntmfc/src40/ctlppg.cpp:762@f89eff4c8352d4607814252c270fe9b43aa7dcd481ef4a0b136a7348091e7e52;nt/private/sdktools/vctools/ntmfc/src40/ctlinplc.cpp:499@d7446ab72c62484938c5deb39f6464930f0aae9c9d78d879cbb1f568f77d3f58;nt/private/sdktools/vctools/ntmfc/src/olesvr1.cpp:2756@5c2164d64e5b7633e258215c792b616e27af3c5c44ad8f914ee286a0cae43749;nt/private/sdktools/vctools/ntmfc/src/olecli2.cpp:1198@efc25d2b6519d31e93f9203bb0ec27e106845ef0cf70edeed9291d44c3d4c3d6;nt/private/windows/shell/o2base/sinpl.cxx:794@3f56293e849861c4c1ed68825bdf1ea089b759007a86fbd4d64bf6c0c4843457;nt/private/windows/shell/fontfldr/fontext/src/fontview.cpp:3735@8f27807fa93cdbb485b3cfe3a3501890a168937281802b8ce9d7d137702622b6;nt/private/oleutest/utests16/simpsvr/ioipao.cpp:308@cdf566417e49e214a9cd16d650c2a4410573aa10fd86cf034baab35f5029d619;nt/private/oleutest/perform/cairole/ui/hlp_iopf.cxx:635@f7b6d33d9fe51f196f0f16a7bbc55966440795a6e05ff7542962a176ee53dddc;nt/private/oleutest/simpsvr/ioipao.cpp:297@dde0916fe85bf356a153322cf9025726cbeed4678996d94553e990891d193670;nt/private/oleutest/simpcntr/ioipf.cpp:635@1fa81f89cab7e8fbae989b57e5a1e98ee8363558b9130edbcb0e497022b157c5;nt/private/inet/ohnt/ie/core/actobj.cpp:171@c9f50e4a77a0143eb980f541ffa75c49455f5c826dd20264eea15e9f35edcc2e;nt/private/inet/ohnt/ie/core/ioipf.cpp:103@e777dcce71854679594d9943ed443a487a7142c04b055f7bcc987a0a36c0c02a"	"nt/private;shell/shell32;windows/mfc"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
