"file_id"	"source_path"	"file_kind"	"original_role_group"	"provisional_component_owner"	"required_boundary_owner"	"original_contract_summary"	"provisional_disposition"	"state"	"evidence"
"MVDM-FILE-1623"	"wow32/wsocktbl.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wsocktbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1624"	"wow32/wspool.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wspool.c; wow32/sources (condition-aware)"
"MVDM-FILE-1625"	"wow32/wspool.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wspool.h; wow32/sources (condition-aware)"
"MVDM-FILE-1626"	"wow32/wsraw.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wsraw.c; wow32/sources (condition-aware)"
"MVDM-FILE-1627"	"wow32/wstbl.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wstbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1628"	"wow32/wstbl2.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wstbl2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1629"	"wow32/wstruc.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wstruc.c; wow32/sources (condition-aware)"
"MVDM-FILE-1630"	"wow32/wstruc.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wstruc.h; wow32/sources (condition-aware)"
"MVDM-FILE-1631"	"wow32/wsubcls.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wsubcls.c; wow32/sources (condition-aware)"
"MVDM-FILE-1632"	"wow32/wsubcls.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wsubcls.h; wow32/sources (condition-aware)"
"MVDM-FILE-1633"	"wow32/wthman.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wthman.c; wow32/sources (condition-aware)"
"MVDM-FILE-1634"	"wow32/wthman.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wthman.h; wow32/sources (condition-aware)"
"MVDM-FILE-1635"	"wow32/wthtbl.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wthtbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1636"	"wow32/wthtbl2.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wthtbl2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1637"	"wow32/wuansi.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wuansi.h; wow32/sources (condition-aware)"
"MVDM-FILE-1638"	"wow32/wucaret.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wucaret.c; wow32/sources (condition-aware)"
"MVDM-FILE-1639"	"wow32/wucaret.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wucaret.h; wow32/sources (condition-aware)"
"MVDM-FILE-1640"	"wow32/wuclass.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wuclass.c; wow32/sources (condition-aware)"
"MVDM-FILE-1641"	"wow32/wuclass.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wuclass.h; wow32/sources (condition-aware)"
"MVDM-FILE-1642"	"wow32/wuclip.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wuclip.c; wow32/sources (condition-aware)"
"MVDM-FILE-1643"	"wow32/wuclip.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wuclip.h; wow32/sources (condition-aware)"
"MVDM-FILE-1644"	"wow32/wucomm.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wucomm.c; wow32/sources (condition-aware)"
"MVDM-FILE-1645"	"wow32/wucomm.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wucomm.h; wow32/sources (condition-aware)"
"MVDM-FILE-1646"	"wow32/wucursor.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wucursor.c; wow32/sources (condition-aware)"
"MVDM-FILE-1647"	"wow32/wucursor.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wucursor.h; wow32/sources (condition-aware)"
"MVDM-FILE-1648"	"wow32/wudlg.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wudlg.c; wow32/sources (condition-aware)"
"MVDM-FILE-1649"	"wow32/wudlg.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wudlg.h; wow32/sources (condition-aware)"
"MVDM-FILE-1650"	"wow32/wuhook.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wuhook.c; wow32/sources (condition-aware)"
"MVDM-FILE-1651"	"wow32/wuhook.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wuhook.h; wow32/sources (condition-aware)"
"MVDM-FILE-1652"	"wow32/wulang.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wulang.c; wow32/sources (condition-aware)"
"MVDM-FILE-1653"	"wow32/wulang.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wulang.h; wow32/sources (condition-aware)"
"MVDM-FILE-1654"	"wow32/wuman.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wuman.c; wow32/sources (condition-aware)"
"MVDM-FILE-1655"	"wow32/wuman.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wuman.h; wow32/sources (condition-aware)"
"MVDM-FILE-1656"	"wow32/wumenu.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wumenu.c; wow32/sources (condition-aware)"
"MVDM-FILE-1657"	"wow32/wumenu.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wumenu.h; wow32/sources (condition-aware)"
"MVDM-FILE-1658"	"wow32/wumsg.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wumsg.c; wow32/sources (condition-aware)"
"MVDM-FILE-1659"	"wow32/wumsg.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wumsg.h; wow32/sources (condition-aware)"
"MVDM-FILE-1660"	"wow32/wuser.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wuser.c; wow32/sources (condition-aware)"
"MVDM-FILE-1661"	"wow32/wuser.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wuser.h; wow32/sources (condition-aware)"
"MVDM-FILE-1662"	"wow32/wuser31.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wuser31.c; wow32/sources (condition-aware)"
"MVDM-FILE-1663"	"wow32/wuser31.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wuser31.h; wow32/sources (condition-aware)"
"MVDM-FILE-1664"	"wow32/wusercli.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wusercli.c; wow32/sources (condition-aware)"
"MVDM-FILE-1665"	"wow32/wusercli.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wusercli.h; wow32/sources (condition-aware)"
"MVDM-FILE-1666"	"wow32/wutbl.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wutbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1667"	"wow32/wutbl2.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wutbl2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1668"	"wow32/wutext.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wutext.c; wow32/sources (condition-aware)"
"MVDM-FILE-1669"	"wow32/wutext.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wutext.h; wow32/sources (condition-aware)"
"MVDM-FILE-1670"	"wow32/wutmr.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wutmr.c; wow32/sources (condition-aware)"
"MVDM-FILE-1671"	"wow32/wutmr.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wutmr.h; wow32/sources (condition-aware)"
"MVDM-FILE-1672"	"wow32/wuwind.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wuwind.c; wow32/sources (condition-aware)"
"MVDM-FILE-1673"	"wow32/wuwind.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wuwind.h; wow32/sources (condition-aware)"
"MVDM-FILE-1674"	"wow32/wwstbl2.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wwstbl2.h; wow32/sources (condition-aware)"
