zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	exclusion
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|779"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"779"	"mciCheckToken"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|824"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"824"	"mciParseInteger"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|941"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"941"	"mciParseConstant"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|1001"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"1001"	"mciParseArgument"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|1147"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"1147"	"mciParseParams"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|1426"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"1426"	"mciParserFree"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|78"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"78"	"CouldBe16bitDrv"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|90"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"90"	"Is16bitDrv"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|106"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"106"	"mciInitDeviceList"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|142"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"142"	"mciGetDeviceIDFromElementID"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|185"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"185"	"mciGetDeviceIDInternal"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|268"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"268"	"mciGetDeviceIDInternalEx"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|332"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"332"	"mciDeviceMatch"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|366"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"366"	"mciLookUpType"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|401"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"401"	"mciSysinfo"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|544"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"544"	"wAddDeviceNodeToList"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|581"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"581"	"mciAddDeviceName"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|613"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"613"	"mciAllocateNode"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|673"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"673"	"mciReparseOpen"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|762"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"762"	"mciFindDriverName"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|881"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"881"	"mciLoadDevice"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|1103"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"1103"	"mciExtractDeviceType"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|1171"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"1171"	"mciEatToken"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|1262"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"1262"	"mciExtractTypeFromID"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|1314"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"1314"	"mciOpenDevice"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|1496"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"1496"	"mciFreeDevice"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|1536"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"1536"	"mciCloseDevice"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|1695"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"1695"	"mciSetYieldProc"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mcisys.c|3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632|1810"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mcisys.c"	"3f8e8df9c5331456fc21f7390d618e240d92ba7ba668b976e8b4e7e5c6de6632"	"1810"	"mciSetBreakKey"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/midi.c|079f4a41c7a25b9e1b8ac74405b0cb49000a3bc0351a16118c75cb293fb954d2|103"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/midi.c"	"079f4a41c7a25b9e1b8ac74405b0cb49000a3bc0351a16118c75cb293fb954d2"	"103"	"midiUnlockData"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/midi.c|079f4a41c7a25b9e1b8ac74405b0cb49000a3bc0351a16118c75cb293fb954d2|631"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/midi.c"	"079f4a41c7a25b9e1b8ac74405b0cb49000a3bc0351a16118c75cb293fb954d2"	"631"	"midiOutClose"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/midi.c|079f4a41c7a25b9e1b8ac74405b0cb49000a3bc0351a16118c75cb293fb954d2|894"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/midi.c"	"079f4a41c7a25b9e1b8ac74405b0cb49000a3bc0351a16118c75cb293fb954d2"	"894"	"midiOutReset"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/midi.c|079f4a41c7a25b9e1b8ac74405b0cb49000a3bc0351a16118c75cb293fb954d2|1356"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/midi.c"	"079f4a41c7a25b9e1b8ac74405b0cb49000a3bc0351a16118c75cb293fb954d2"	"1356"	"midiInClose"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/midi.c|079f4a41c7a25b9e1b8ac74405b0cb49000a3bc0351a16118c75cb293fb954d2|1610"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/midi.c"	"079f4a41c7a25b9e1b8ac74405b0cb49000a3bc0351a16118c75cb293fb954d2"	"1610"	"midiInStop"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmio.c|bfd9d3eb6d485f74e1e834eb51918fc65493665fdd14e8e88b5c3ba4414d2579|622"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mmio.c"	"bfd9d3eb6d485f74e1e834eb51918fc65493665fdd14e8e88b5c3ba4414d2579"	"622"	"mmioClose"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmio.c|bfd9d3eb6d485f74e1e834eb51918fc65493665fdd14e8e88b5c3ba4414d2579|1122"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mmio.c"	"bfd9d3eb6d485f74e1e834eb51918fc65493665fdd14e8e88b5c3ba4414d2579"	"1122"	"mmioSetBuffer"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmio.c|bfd9d3eb6d485f74e1e834eb51918fc65493665fdd14e8e88b5c3ba4414d2579|1257"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mmio.c"	"bfd9d3eb6d485f74e1e834eb51918fc65493665fdd14e8e88b5c3ba4414d2579"	"1257"	"mmioFlush"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmio.c|bfd9d3eb6d485f74e1e834eb51918fc65493665fdd14e8e88b5c3ba4414d2579|1703"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mmio.c"	"bfd9d3eb6d485f74e1e834eb51918fc65493665fdd14e8e88b5c3ba4414d2579"	"1703"	"mmioDiskIO"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmsex.c|93afa83a4fa5993db93888b4dedf0adf8908eab0e39d4c23e49ba31798cc6196|219"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mmsex.c"	"93afa83a4fa5993db93888b4dedf0adf8908eab0e39d4c23e49ba31798cc6196"	"219"	"fQuestion"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mmsex.c|93afa83a4fa5993db93888b4dedf0adf8908eab0e39d4c23e49ba31798cc6196|361"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mmsex.c"	"93afa83a4fa5993db93888b4dedf0adf8908eab0e39d4c23e49ba31798cc6196"	"361"	"CloseHandle"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/playwav.c|46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9|68"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/playwav.c"	"46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9"	"68"	"soundPlay"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/playwav.c|46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9|98"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/playwav.c"	"46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9"	"98"	"soundOpen"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/playwav.c|46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9|185"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/playwav.c"	"46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9"	"185"	"soundClose"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/playwav.c|46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9|245"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/playwav.c"	"46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9"	"245"	"soundWait"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/playwav.c|46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9|260"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/playwav.c"	"46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9"	"260"	"soundFree"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/playwav.c|46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9|281"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/playwav.c"	"46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9"	"281"	"soundLoadFile"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/playwav.c|46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9|340"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/playwav.c"	"46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9"	"340"	"soundLoadMemory"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/playwav.c|46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9|386"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/playwav.c"	"46486f03df171cfd6a719477c56f7b7be6339317777fbc722df65c6bf933ceb9"	"386"	"soundInitWavHdr"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/sound.c|aa8bf1595ba1483c8ab137e5f3a69df3496eec92e8b01c1ecac1c4040aa31f3e|36"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/sound.c"	"aa8bf1595ba1483c8ab137e5f3a69df3496eec92e8b01c1ecac1c4040aa31f3e"	"36"	"GetSoundName"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/sound.c|aa8bf1595ba1483c8ab137e5f3a69df3496eec92e8b01c1ecac1c4040aa31f3e|121"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/sound.c"	"aa8bf1595ba1483c8ab137e5f3a69df3496eec92e8b01c1ecac1c4040aa31f3e"	"121"	"sndPlaySound"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/sound.c|aa8bf1595ba1483c8ab137e5f3a69df3496eec92e8b01c1ecac1c4040aa31f3e|182"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/sound.c"	"aa8bf1595ba1483c8ab137e5f3a69df3496eec92e8b01c1ecac1c4040aa31f3e"	"182"	"sndPlaySoundI"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/sound.c|aa8bf1595ba1483c8ab137e5f3a69df3496eec92e8b01c1ecac1c4040aa31f3e|246"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/sound.c"	"aa8bf1595ba1483c8ab137e5f3a69df3496eec92e8b01c1ecac1c4040aa31f3e"	"246"	"SetCurrentSound"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/sound.c|aa8bf1595ba1483c8ab137e5f3a69df3496eec92e8b01c1ecac1c4040aa31f3e|305"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/sound.c"	"aa8bf1595ba1483c8ab137e5f3a69df3496eec92e8b01c1ecac1c4040aa31f3e"	"305"	"sndMessage"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/time.c|c24e15195853d6ccdec8391f1ae5f6d19cb8ffd1658266fc0c901cafe140156f|378"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/time.c"	"c24e15195853d6ccdec8391f1ae5f6d19cb8ffd1658266fc0c901cafe140156f"	"378"	"timeGetTime"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|62"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"62"	"wavePrepareHeader"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|90"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"90"	"waveUnprepareHeader"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|118"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"118"	"waveOutGetNumDevs"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|184"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"184"	"waveOutGetDevCaps"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|502"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"502"	"waveOutOpen"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/wave.c|6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708|608"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/wave.c"	"6dfbfb59a59d80b976457cee673bfea91b1c44d955350a93a806272c9a82b708"	"608"	"waveOutClose"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
