record_id	architecture	source_path	source_line	warning	message	occurrence_count	review_cluster	source_review_requirement	disposition
T310-S8-P4-WARN-018786	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2606	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018787	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2606	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018788	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2606	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018789	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2606	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018790	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2606	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018791	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2606	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018792	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2606	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018793	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2606	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018794	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2624	C4102	'S_2583_CopyByte1PlaneUnchained_00000002_0000000e_00000000_00000001': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018795	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2624	C4102	'S_2583_CopyByte1PlaneUnchained_00000002_0000000e_00000000_00000001': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018796	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2628	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018797	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2628	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018798	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2629	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018799	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2629	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018800	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2632	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018801	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2632	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018802	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2707	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018803	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2707	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018804	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2707	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018805	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2707	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018806	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2707	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018807	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2707	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018808	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2707	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018809	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2707	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018810	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2707	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018811	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2707	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018812	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2777	C4102	'L23_661if_d': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018813	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2777	C4102	'L23_661if_d': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018814	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2791	C4102	'S_2584_UnchainedByteMove_00000002_0000000f_00000000_00000001': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018815	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2791	C4102	'S_2584_UnchainedByteMove_00000002_0000000f_00000000_00000001': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018816	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2795	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018817	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2795	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018818	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2796	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018819	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2796	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018820	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2799	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018821	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2799	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018822	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2817	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018823	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2817	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018824	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2817	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018825	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2817	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018826	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2817	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018827	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2817	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018828	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2817	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018829	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2817	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018830	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2817	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018831	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2817	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018832	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2830	C4245	'=': conversion from 'IS32' to 'IU32', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018833	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2830	C4245	'=': conversion from 'IS32' to 'IU32', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018834	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2835	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018835	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2835	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018836	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2835	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018837	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2835	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018838	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2835	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018839	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2835	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018840	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2835	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018841	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2835	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018842	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2835	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018843	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2835	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018844	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2840	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018845	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2840	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018846	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2840	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018847	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2840	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018848	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2840	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018849	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2840	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018850	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2840	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018851	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2840	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018852	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2840	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018853	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2840	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018854	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2849	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018855	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2849	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018856	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2849	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018857	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2849	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018858	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2849	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018859	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2849	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018860	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2849	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018861	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2849	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018862	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2849	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018863	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2849	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018864	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2868	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018865	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2868	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018866	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2868	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018867	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2868	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018868	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2868	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018869	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2868	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018870	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2868	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018871	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2868	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018872	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2868	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018873	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2868	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018874	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2873	C4102	'L28_335if_d': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018875	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2873	C4102	'L28_335if_d': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018876	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2886	C4102	'S_2585_CopyByte4PlaneUnchained_00000002_0000000f_00000000_00000001': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018877	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2886	C4102	'S_2585_CopyByte4PlaneUnchained_00000002_0000000f_00000000_00000001': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-018878	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID015.c	2890	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
