"include"	"disposition"	"occurrence_count"	"source_count"	"forms"	"selected_candidate"	"first_source"	"first_line"	"rationale"
"hwvga.h"	"mvdm-selected-include"	"5"	"5"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\hwvga.h"	"softpc.new/base/bios/reset.c"	"114"	"include name maps to a selected MVDM union path"
"hwvgaio.h"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/base/video/vga_prts.c"	"372"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"ica.h"	"mvdm-selected-include"	"36"	"36"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\ica.h"	"softpc.new/base/bios/reset.c"	"56"	"include name maps to a selected MVDM union path"
"idetect.h"	"mvdm-selected-include"	"24"	"24"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\idetect.h"	"softpc.new/base/comms/com.c"	"56"	"include name maps to a selected MVDM union path"
"idiv.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\idiv.h"	"softpc.new/base/ccpu386/c_main.c"	"84"	"quoted include resolves beside one or more selected MVDM sources"
"ieuvddex.h"	"mvdm-local-direct"	"14"	"14"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\ieuvddex\ieuvddex.h"	"ieuvddex/alpha/helpp.c"	"22"	"quoted include resolves beside one or more selected MVDM sources"
"imul.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\imul.h"	"softpc.new/base/ccpu386/c_main.c"	"85"	"quoted include resolves beside one or more selected MVDM sources"
"in.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\in.h"	"softpc.new/base/ccpu386/c_main.c"	"86"	"quoted include resolves beside one or more selected MVDM sources"
"inc.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\inc.h"	"softpc.new/base/ccpu386/c_main.c"	"87"	"quoted include resolves beside one or more selected MVDM sources"
"inc\vdm.h"	"ambiguous-opennt-platform-candidate"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\base\win32\client\vdm.h;O:\repos.external\OpenNT\public\internal\base\inc\vdm.h;O:\repos.external\OpenNT-4.5\nt\private\inc\vdm.h;O:\repos.external\OpenNT-4.5\nt\private\windows\base\client\vdm.h"	"softpc.new/base/system/idetect.c"	"215"	"multiple same-basename candidates; package and declaration review required before import"
"insignia.h"	"mvdm-selected-include"	"319"	"319"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\insignia.h"	"softpc.new/base/bios/bios.c"	"1"	"include name maps to a selected MVDM union path"
"intapi.h"	"mvdm-selected-include"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\intapi.h"	"dpmi32/dpmiint.c"	"42"	"include name maps to a selected MVDM union path"
"into.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\into.h"	"softpc.new/base/ccpu386/c_main.c"	"88"	"quoted include resolves beside one or more selected MVDM sources"
"intx.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\intx.h"	"softpc.new/base/ccpu386/c_main.c"	"89"	"quoted include resolves beside one or more selected MVDM sources"
"invd.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\invd.h"	"softpc.new/base/ccpu386/c_main.c"	"158"	"quoted include resolves beside one or more selected MVDM sources"
"invlpg.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\invlpg.h"	"softpc.new/base/ccpu386/c_main.c"	"159"	"quoted include resolves beside one or more selected MVDM sources"
"io.h"	"toolchain-or-public-sdk"	"9"	"9"	"angle;quote"	""	"dos/dem/dem.c"	"7"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"ios.h"	"mvdm-selected-include"	"56"	"56"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\ios.h"	"softpc.new/base/bios/cmos_bis.c"	"52"	"include name maps to a selected MVDM union path"
"iret.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\iret.h"	"softpc.new/base/ccpu386/c_main.c"	"90"	"quoted include resolves beside one or more selected MVDM sources"
"isvwow.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\isvwow.h"	"wow32/precomp.h"	"86"	"quoted include resolves beside one or more selected MVDM sources"
"isz.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\isz.h"	"wow32/precomp.h"	"80"	"quoted include resolves beside one or more selected MVDM sources"
"j_c_lang.h"	"mvdm-local-direct"	"36"	"36"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\cvidc\j_c_lang.h"	"softpc.new/base/cpu/src/evid/ev_glue.c"	"35"	"quoted include resolves beside one or more selected MVDM sources"
"jcxz.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\jcxz.h"	"softpc.new/base/ccpu386/c_main.c"	"91"	"quoted include resolves beside one or more selected MVDM sources"
"jmp.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\jmp.h"	"softpc.new/base/ccpu386/c_main.c"	"92"	"quoted include resolves beside one or more selected MVDM sources"
"jxx.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\jxx.h"	"softpc.new/base/ccpu386/c_main.c"	"93"	"quoted include resolves beside one or more selected MVDM sources"
"keyba.h"	"mvdm-selected-include"	"6"	"5"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\keyba.h"	"softpc.new/base/bios/reset.c"	"80"	"include name maps to a selected MVDM union path"
"keyboard.h"	"mvdm-selected-include"	"7"	"7"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\keyboard.h"	"softpc.new/base/bios/reset.c"	"57"	"include name maps to a selected MVDM union path"
"lahf.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\lahf.h"	"softpc.new/base/ccpu386/c_main.c"	"95"	"quoted include resolves beside one or more selected MVDM sources"
"lar.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\lar.h"	"softpc.new/base/ccpu386/c_main.c"	"96"	"quoted include resolves beside one or more selected MVDM sources"
"lea.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\lea.h"	"softpc.new/base/ccpu386/c_main.c"	"97"	"quoted include resolves beside one or more selected MVDM sources"
"leave.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\leave.h"	"softpc.new/base/ccpu386/c_main.c"	"98"	"quoted include resolves beside one or more selected MVDM sources"
"lgdt.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\lgdt.h"	"softpc.new/base/ccpu386/c_main.c"	"99"	"quoted include resolves beside one or more selected MVDM sources"
"lidt.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\lidt.h"	"softpc.new/base/ccpu386/c_main.c"	"100"	"quoted include resolves beside one or more selected MVDM sources"
"limits.h"	"toolchain-or-public-sdk"	"1"	"1"	"angle"	""	"wow32/precomp.h"	"115"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"lldt.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\lldt.h"	"softpc.new/base/ccpu386/c_main.c"	"101"	"quoted include resolves beside one or more selected MVDM sources"
"lmaccess.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\lmaccess.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\lmaccess.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\lmaccess.h"	"vdmredir/vrnetapi.c"	"89"	"multiple same-basename candidates; package and declaration review required before import"
"lmapibuf.h"	"ambiguous-opennt-platform-candidate"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\lmapibuf.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\lmapibuf.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\lmapibuf.h"	"vdmredir/vrnetapi.c"	"70"	"multiple same-basename candidates; package and declaration review required before import"
"lmcons.h"	"ambiguous-opennt-platform-candidate"	"5"	"5"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\lmcons.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\lmcons.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\lmcons.h"	"vdmredir/vrmslot.c"	"84"	"multiple same-basename candidates; package and declaration review required before import"
"lmerr.h"	"ambiguous-opennt-platform-candidate"	"5"	"5"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\lmerr.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\lmerr.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\lmerr.h"	"vdmredir/vrmslot.c"	"85"	"multiple same-basename candidates; package and declaration review required before import"
"lmserver.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\lmserver.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\lmserver.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\lmserver.h"	"vdmredir/vrnetapi.c"	"69"	"multiple same-basename candidates; package and declaration review required before import"
"lmsw.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\lmsw.h"	"softpc.new/base/ccpu386/c_main.c"	"102"	"quoted include resolves beside one or more selected MVDM sources"
"lmuse.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\lmuse.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\lmuse.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\lmuse.h"	"vdmredir/vrnetapi.c"	"67"	"multiple same-basename candidates; package and declaration review required before import"
"lmwksta.h"	"ambiguous-opennt-platform-candidate"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\lmwksta.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\lmwksta.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\lmwksta.h"	"vdmredir/vrnetapi.c"	"68"	"multiple same-basename candidates; package and declaration review required before import"
"lock.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\lock.h"	"softpc.new/host/src/nt_rflop.c"	"48"	"include name maps to a selected MVDM union path"
"loopxx.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\loopxx.h"	"softpc.new/base/ccpu386/c_main.c"	"103"	"quoted include resolves beside one or more selected MVDM sources"
"lsl.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\lsl.h"	"softpc.new/base/ccpu386/c_main.c"	"104"	"quoted include resolves beside one or more selected MVDM sources"
"ltr.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\ltr.h"	"softpc.new/base/ccpu386/c_main.c"	"105"	"quoted include resolves beside one or more selected MVDM sources"
"lxs.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\lxs.h"	"softpc.new/base/ccpu386/c_main.c"	"106"	"quoted include resolves beside one or more selected MVDM sources"
"malloc.h"	"toolchain-or-public-sdk"	"28"	"28"	"angle;quote"	""	"dos/command/cmd.h"	"38"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"mapembed.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\mapembed.h"	"wow32/precomp.h"	"27"	"quoted include resolves beside one or more selected MVDM sources"
"math.h"	"ambiguous-opennt-platform-candidate"	"3"	"3"	"angle"	"O:\repos.external\OpenNT\base\crts\crtw32\h\math.h;O:\repos.external\OpenNT\base\crts\libw32\include\math.h;O:\repos.external\OpenNT\base\mvdm\dos\v86\h\math.h;O:\repos.external\OpenNT\com\ole32\olethunk\ole16\inc\math.h;O:\repos.external\OpenNT\public\sdk\inc\crt\math.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\math.h;O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\h\math.h;O:\repos.external\OpenNT-4.5\nt\private\ole32\olethunk\ole16\inc\math.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\tools\win16\hdos\c800\include\math.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\tools\win16\hdos\c800_old\include\math.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\tools\win16\os2\inc\math.h;O:\repos.external\OpenNT-4.5\nt\private\os2\client\thunk\include\math.h;O:\repos.external\OpenNT-4.5\nt\private\rpc\import\msvc15\include\math.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\math.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\vctools\crt\crtw32\h\math.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\vctools\crt\libw32\include\math.h"	"softpc.new/base/ccpu386/fpu.c"	"20"	"multiple same-basename candidates; package and declaration review required before import"
"memapi.h"	"mvdm-selected-include"	"4"	"4"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\memapi.h"	"dpmi32/dpmimemr.c"	"35"	"include name maps to a selected MVDM union path"
"memory.h"	"toolchain-or-public-sdk"	"9"	"9"	"angle;quote"	""	"dos/command/cmdenv.c"	"17"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"mmddk.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\wow16\inc\mmddk.h;O:\repos.external\OpenNT\public\sdk\inc\mmddk.h;O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\inc\mmddk.h;O:\repos.external\OpenNT-4.5\nt\private\windows\inc\mmddk.h"	"wow32/precomp.h"	"82"	"multiple same-basename candidates; package and declaration review required before import"
"mmsystem.h"	"ambiguous-opennt-platform-candidate"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\wow16\inc\mmsystem.h;O:\repos.external\OpenNT\public\sdk\inc\mmsystem.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\mmsystem.h;O:\repos.external\OpenNT\sdktools\jetadmin\sdk\inc32\mmsystem.h;O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\inc\mmsystem.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\tools\win16\hdos\c800\include\mmsystem.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\tools\win16\hdos\c800_old\include\mmsystem.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\tools\win16\os2\inc\mmsystem.h;O:\repos.external\OpenNT-4.5\nt\private\rpc\import\msvc15\include\mmsystem.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\mmsystem.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\sdk\inc32\mmsystem.h"	"vdd/samples/vsbd/vdd.c"	"11"	"multiple same-basename candidates; package and declaration review required before import"
"mods.h"	"mvdm-local-direct"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\base\mvdm\vdmutils\pifedit\mods.h"	"vdmutils/pifedit/mods.c"	"5"	"quoted include resolves beside one or more selected MVDM sources"
"monitorp.h"	"mvdm-local-direct"	"4"	"4"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\v86\monitor\i386\monitorp.h"	"v86/monitor/i386/int.c"	"25"	"quoted include resolves beside one or more selected MVDM sources"
"monregs.h"	"mvdm-local-direct"	"3"	"3"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\monregs.h"	"softpc.new/host/inc/host_cpu.h"	"24"	"quoted include resolves beside one or more selected MVDM sources"
"monsim32.h"	"mvdm-local-direct"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\monsim32.h"	"softpc.new/host/inc/sim32.h"	"48"	"quoted include resolves beside one or more selected MVDM sources"
"mouse.h"	"mvdm-selected-include"	"3"	"3"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\mouse.h"	"softpc.new/base/bios/reset.c"	"58"	"include name maps to a selected MVDM union path"
"mouse_io.h"	"mvdm-selected-include"	"6"	"6"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\mouse_io.h"	"softpc.new/base/bios/reset.c"	"59"	"include name maps to a selected MVDM union path"
"mouse16b.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\mouse16b.h"	"softpc.new/base/keymouse/mouse_io.c"	"178"	"include name maps to a selected MVDM union path"
"mov.h"	"mvdm-local-direct"	"6"	"6"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\mov.h"	"softpc.new/base/ccpu386/c_main.c"	"107"	"quoted include resolves beside one or more selected MVDM sources"
"movsx.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\movsx.h"	"softpc.new/base/ccpu386/c_main.c"	"108"	"quoted include resolves beside one or more selected MVDM sources"
"mscdex.h"	"mvdm-local-direct"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\vdd\samples\mscdex\vdd\mscdex.h"	"vdd/samples/mscdex/vdd/vcdex.c"	"48"	"quoted include resolves beside one or more selected MVDM sources"
"mul.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\mul.h"	"softpc.new/base/ccpu386/c_main.c"	"109"	"quoted include resolves beside one or more selected MVDM sources"
"mvdm.h"	"mvdm-local-direct"	"19"	"19"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\mvdm.h"	"dbg/dbg.c"	"19"	"quoted include resolves beside one or more selected MVDM sources"
"nb30.h"	"ambiguous-opennt-platform-candidate"	"3"	"3"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\nb30.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\nb30.h;O:\repos.external\OpenNT\sdktools\jetadmin\sdk\inc32\nb30.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\nb30.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\sdk\inc32\nb30.h"	"vdmredir/vrdisp.c"	"43"	"multiple same-basename candidates; package and declaration review required before import"
"neg.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\neg.h"	"softpc.new/base/ccpu386/c_main.c"	"110"	"quoted include resolves beside one or more selected MVDM sources"
"netb.h"	"mvdm-selected-include"	"3"	"3"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\netb.h"	"vdmredir/vrdisp.c"	"44"	"include name maps to a selected MVDM union path"
"netlibnt.h"	"selected-ds-declaration-package"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\internal\ds\inc\netlibnt.h"	"vdmredir/vrnetapi.c"	"84"	"T290 S5 selected the complete original DS declaration package; see m0-t290-s5-ds-declaration-package-manifest-001.tsv"
"newnpx.h"	"mvdm-local-direct"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\newnpx.h"	"softpc.new/base/ccpu386/zfrsrvd.c"	"14"	"quoted include resolves beside one or more selected MVDM sources"
"nop.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\nop.h"	"softpc.new/base/ccpu386/c_main.c"	"111"	"quoted include resolves beside one or more selected MVDM sources"
"not.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\not.h"	"softpc.new/base/ccpu386/c_main.c"	"112"	"quoted include resolves beside one or more selected MVDM sources"
"novell.h"	"mvdm-selected-include"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\novell.h"	"softpc.new/base/bios/reset.c"	"76"	"include name maps to a selected MVDM union path"
"nt.h"	"exact-opennt-platform-candidate"	"70"	"67"	"angle;quote"	"O:\repos.external\OpenNT\public\sdk\inc\nt.h"	"bde/precomp.h"	"1"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"nt\private\inc\vdm.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\win32\client\vdm.h;O:\repos.external\OpenNT\public\internal\base\inc\vdm.h;O:\repos.external\OpenNT-4.5\nt\private\inc\vdm.h;O:\repos.external\OpenNT-4.5\nt\private\windows\base\client\vdm.h"	"inc/vdmtib.h"	"31"	"multiple same-basename candidates; package and declaration review required before import"
"nt\private\mvdm\wow16\inc\gdidefs.inc"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow16\inc\gdidefs.inc;O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\inc\gdidefs.inc;O:\repos.external\OpenNT-4.5\nt\private\os2\client\thunk\include\gdidefs.inc"	"inc/wowfax.h"	"79"	"multiple same-basename candidates; package and declaration review required before import"
"nt\private\mvdm\wow16\inc\print.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow16\inc\print.h;O:\repos.external\OpenNT\sdktools\perfmon\print.h;O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\inc\print.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\tools\win16\hdos\c800\include\print.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\tools\win16\hdos\c800_old\include\print.h;O:\repos.external\OpenNT-4.5\nt\private\rpc\import\msvc15\include\print.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\perfmon\print.h;O:\repos.external\OpenNT-4.5\nt\private\windows\shell\accesory\hypertrm\tdll\print.h"	"inc/wowfax.h"	"78"	"multiple same-basename candidates; package and declaration review required before import"
"nt\private\ntos\dll\ldrp.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\ntdll\ldrp.h;O:\repos.external\OpenNT-4.5\nt\private\ntos\dll\ldrp.h"	"v86/monitor/i386/proflib.c"	"50"	"multiple same-basename candidates; package and declaration review required before import"
"nt_cga.h"	"mvdm-selected-include"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_cga.h"	"softpc.new/host/src/nt_cga.c"	"38"	"include name maps to a selected MVDM union path"
"nt_cgalt.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_cgalt.h"	"softpc.new/host/src/nt_cga.c"	"39"	"include name maps to a selected MVDM union path"
"nt_com.h"	"mvdm-selected-include"	"7"	"7"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_com.h"	"softpc.new/host/src/nt_bop.c"	"79"	"include name maps to a selected MVDM union path"
"nt_confg.h"	"unresolved-external-include"	"1"	"1"	"quote"	""	"softpc.new/host/src/stf_conf.c"	"34"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"nt_det.h"	"mvdm-selected-include"	"5"	"5"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_det.h"	"softpc.new/host/src/nt_cga.c"	"40"	"include name maps to a selected MVDM union path"
"nt_ega.h"	"mvdm-selected-include"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_ega.h"	"softpc.new/host/src/nt_ega.c"	"40"	"include name maps to a selected MVDM union path"
"nt_egalt.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_egalt.h"	"softpc.new/host/src/nt_ega.c"	"41"	"include name maps to a selected MVDM union path"
"nt_eoi.h"	"mvdm-local-direct"	"17"	"17"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_eoi.h"	"softpc.new/base/keymouse/keyba.c"	"107"	"quoted include resolves beside one or more selected MVDM sources"
"nt_event.h"	"mvdm-selected-include"	"14"	"13"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_event.h"	"softpc.new/base/keymouse/mouse_io.c"	"107"	"include name maps to a selected MVDM union path"
"nt_extra.h"	"mvdm-local-direct"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_extra.h"	"softpc.new/host/inc/host_inc.h"	"67"	"quoted include resolves beside one or more selected MVDM sources"
"nt_fdisk.h"	"mvdm-selected-include"	"3"	"3"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_fdisk.h"	"softpc.new/host/src/config.c"	"45"	"include name maps to a selected MVDM union path"
"nt_fulsc.h"	"mvdm-selected-include"	"12"	"12"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_fulsc.h"	"softpc.new/host/src/config.c"	"41"	"include name maps to a selected MVDM union path"
"nt_getxx.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_getxx.h"	"softpc.new/host/src/nt_yoda.c"	"46"	"include name maps to a selected MVDM union path"
"nt_graph.h"	"mvdm-selected-include"	"18"	"18"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_graph.h"	"softpc.new/host/src/config.c"	"35"	"include name maps to a selected MVDM union path"
"nt_hunt.h"	"mvdm-selected-include"	"3"	"3"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_hunt.h"	"softpc.new/host/src/fprt.c"	"7"	"include name maps to a selected MVDM union path"
"nt_inthk.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\nt_inthk.h"	"softpc.new/host/src/nt_inthk.c"	"35"	"include name maps to a selected MVDM union path"
