"caller_path"	"source_line"	"declaration_text"	"edge_kind"	"stage1_state"	"next_stage"	"lexical_name"	"selected_definition_paths"
"softpc.new/base/inc/hg_cpu.h"	"256"	"extern	IU32	Pc_timeout;			/* Value to return in if q_ev pending	*/"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/hg_cpu.h"	"257"	"extern	IU32	Pc_q_ev_dec;		/* Chunk to dec q_ev counter by			*/"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/hg_cpu.h"	"259"	"extern	IU32	Pc_woken;			/* Reason callback handler was called	*/"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/hg_cpu.h"	"260"	"extern	IU32	Pc_timeout;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_timeout"	""
"softpc.new/base/inc/hg_cpu.h"	"261"	"extern	IU32	Pc_if_set;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_if_set"	""
"softpc.new/base/inc/hg_cpu.h"	"262"	"extern	IU32	Pc_tick;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_tick"	""
"softpc.new/base/inc/hg_cpu.h"	"264"	"extern	IU32	Pc_run_timeout;		/* Parameters ""to"" pc_run				*/"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/hg_cpu.h"	"265"	"extern	IU32	Pc_run_option_none;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_run_option_none"	""
"softpc.new/base/inc/hg_cpu.h"	"266"	"extern	IU32	Pc_run_if_set;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_run_if_set"	""
"softpc.new/base/inc/hg_cpu.h"	"267"	"extern	IU32	Pc_run_pm_if_set;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_run_pm_if_set"	""
"softpc.new/base/inc/hg_cpu.h"	"268"	"extern	IU32	Pc_run_tick;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_run_tick"	""
"softpc.new/base/inc/hg_cpu.h"	"270"	"extern	IU32	Pc_prot_none;		/* Memory protection values				*/"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/hg_cpu.h"	"271"	"extern	IU32	Pc_prot_read;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_prot_read"	""
"softpc.new/base/inc/hg_cpu.h"	"272"	"extern	IU32	Pc_prot_write;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_prot_write"	""
"softpc.new/base/inc/hg_cpu.h"	"273"	"extern	IU32	Pc_prot_execute;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_prot_execute"	""
"softpc.new/base/inc/hg_cpu.h"	"275"	"extern	IU32	Pc_success;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_success"	""
"softpc.new/base/inc/hg_cpu.h"	"276"	"extern	IU32	Pc_no_space;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_no_space"	""
"softpc.new/base/inc/hg_cpu.h"	"277"	"extern	IU32	Pc_invalid_address;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_invalid_address"	""
"softpc.new/base/inc/hg_cpu.h"	"278"	"extern	IU32	Pc_failure;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_failure"	""
"softpc.new/base/inc/hg_cpu.h"	"279"	"extern	IU32	Pc_invalid_argument;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Pc_invalid_argument"	""
"softpc.new/base/inc/hunter.h"	"222"	"extern half_word hunter_mode;             /* ABORT, PAUSE or CONTINUE */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/hunter.h"	"226"	"extern boolean   hunter_initialised;  /* TRUE if hunter_init() done */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/hunter.h"	"227"	"extern boolean   hunter_pause;            /* TRUE if PAUSEd */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/hwvga.h"	"59"	"extern vInfo videoInfo;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"videoInfo"	""
"softpc.new/base/inc/hwvga.h"	"94"	"extern BOOL NeedGISPROMInit;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"NeedGISPROMInit"	""
"softpc.new/base/inc/ica.h"	"138"	"extern VDMVIRTUALICA VirtualIca[];"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"VirtualIca"	""
"softpc.new/base/inc/idetect.h"	"12"	"extern int idle_no_video;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"idle_no_video"	""
"softpc.new/base/inc/idetect.h"	"13"	"extern int idle_no_comlpt;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"idle_no_comlpt"	""
"softpc.new/base/inc/idetect.h"	"14"	"extern int idle_no_disk;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"idle_no_disk"	""
"softpc.new/base/inc/idetect.h"	"39"	"extern word *pICounter;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"pICounter"	""
"softpc.new/base/inc/idetect.h"	"40"	"extern word *pCharPollsPerTick;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"pCharPollsPerTick"	""
"softpc.new/base/inc/idetect.h"	"41"	"extern word *pMinConsecutiveTicks;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"pMinConsecutiveTicks"	""
"softpc.new/base/inc/idetect.h"	"42"	"extern word IdleNoActivity;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"IdleNoActivity"	""
"softpc.new/base/inc/idetect.h"	"43"	"extern word ienabled;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"ienabled"	""
"softpc.new/base/inc/j_c_lang.h"	"22"	"extern IUH	rnull ; /* holder for a null arg in calls and null return args */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/jformate.h"	"782"	"extern	SEGINFO	GlblSegInfo[JLD_NSEGS];"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"GlblSegInfo"	""
"softpc.new/base/inc/keyboard.h"	"202"	"extern KEYBDFUNCS *working_keybd_funcs;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"working_keybd_funcs"	""
"softpc.new/base/inc/lm_clien.h"	"56"	"extern float FLEXlm_VERSION;	/* Actual version #, in lmgr.a */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/lm_clien.h"	"521"	"extern LM_HANDLE *lm_cur_job;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"lm_cur_job"	""
"softpc.new/base/inc/ms_windo.h"	"1188"	"extern BOOL 	smcpyInitialised;	/* SmartCopy initialised ? */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/ms_windo.h"	"1189"	"extern BOOL 	smcpyMissedPoll;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"smcpyMissedPoll"	""
"softpc.new/base/inc/ms_windo.h"	"1190"	"extern int  Reasonforpoll;	/* Why has smartcopy been polled */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/msw_dbg.h"	"55"	"extern IU32 msw_verbose;	/* general trace flags */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/msw_dbg.h"	"56"	"extern IU32 msw_enterexit;	/* enter / leave trace flags */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/msw_dbg.h"	"57"	"extern int mswdvr_debug;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"mswdvr_debug"	""
"softpc.new/base/inc/profile.h"	"191"	"extern IBOOL Profiling_enabled;           /* conventional profiling Disabled?  */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/rom.h"	"32"	"extern half_word ROM_BIOS1[];"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"ROM_BIOS1"	""
"softpc.new/base/inc/rom.h"	"33"	"extern half_word ROM_BIOS2[];"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"ROM_BIOS2"	""
"softpc.new/base/inc/sas.h"	"108"	"extern host_addr Start_of_M_area;       /* host addr (char *) of start of M */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/sas.h"	"109"	"extern  IHPE    Length_of_M_area;       /* offset of end of M */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/sas.h"	"113"	"extern host_addr Start_of_M_area;	/* host addr (char *) of start of M */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/sas.h"	"115"	"extern	IHPE	Length_of_M_area;	/* offset of end of M */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/sas.h"	"117"	"extern sys_addr Length_of_M_area;	/* sys addr (long) offset of end of M */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/sas.h"	"124"	"extern half_word *M;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"M"	""
"softpc.new/base/inc/sas.h"	"126"	"extern half_word M[];"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"M"	""
"softpc.new/base/inc/sas.h"	"733"	"extern word	Bios1Segment;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Bios1Segment"	""
"softpc.new/base/inc/sas.h"	"734"	"extern word	Bios2Segment;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Bios2Segment"	""
"softpc.new/base/inc/sas.h"	"735"	"extern word	EgaROMSegment;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"EgaROMSegment"	""
"softpc.new/base/inc/sas.h"	"736"	"extern word	EgaFontSegment;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"EgaFontSegment"	""
"softpc.new/base/inc/timer.h"	"102"	"extern word timer_batch_count;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"timer_batch_count"	""
"softpc.new/base/inc/timer.h"	"105"	"extern int timer_int_enabled;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"timer_int_enabled"	""
"softpc.new/base/inc/timer.h"	"106"	"extern boolean timer_video_enabled;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"timer_video_enabled"	""
"softpc.new/base/inc/timer.h"	"123"	"extern ULONG EoiIntsPending;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"EoiIntsPending"	""
"softpc.new/base/inc/trace.h"	"143"	"extern FILE *trace_file;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"trace_file"	""
"softpc.new/base/inc/tredltr.h"	"9"	"extern YYSTYPE yylval;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"yylval"	""
"softpc.new/base/inc/video.h"	"78"	"extern IU8 Video_mode;	/* Shadow copy of BIOS video mode */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/winfiles.h"	"47"	"extern IBOOL SwinHfxActive;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"SwinHfxActive"	""
"softpc.new/base/inc/winfiles.h"	"48"	"extern IBOOL SwinFilePreOpened;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"SwinFilePreOpened"	""
"softpc.new/base/inc/worm.h"	"15"	"extern half_word *gen_mode_buf;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"gen_mode_buf"	""
"softpc.new/base/inc/worm.h"	"16"	"extern half_word *mode_page;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"mode_page"	""
"softpc.new/base/inc/worm.h"	"17"	"extern half_word *vendor_id;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"vendor_id"	""
"softpc.new/base/inc/worm.h"	"18"	"extern word *driver_cmd_ptr;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"driver_cmd_ptr"	""
"softpc.new/base/inc/worm.h"	"19"	"extern word driver_cmd;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"driver_cmd"	""
"softpc.new/base/inc/worm.h"	"20"	"extern half_word *sense_byte_ptr;	/* additional sense byte */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/worm.h"	"21"	"extern word *op_drv_array;		/* drive control blocks */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/worm.h"	"22"	"extern word *flag_word_ptr;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"flag_word_ptr"	""
"softpc.new/base/inc/xt.h"	"126"	"extern char **pargv;			/* Pointer to argv		*/"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/xt.h"	"127"	"extern int *pargc;			/* Pointer to argc		*/"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/xt.h"	"128"	"extern int verbose;			/* FALSE => only report errors  */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/xt.h"	"129"	"extern IU32 io_verbose;			/* TRUE => report io errors   	*/"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/xt.h"	"130"	"extern IBOOL Running_SoftWindows;	/* Are we SoftWindows?		*/"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/xt.h"	"131"	"extern CHAR *SPC_Product_Name;		/* ""SoftPC"" or ""SoftWindows""	*/"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/xt.h"	"139"	"extern half_word pf_table[]; /* shouldn't this be in host_cpu.h ? */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/inc/yoda.h"	"63"	"extern IBOOL AlreadyInYoda;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"AlreadyInYoda"	""
"softpc.new/base/inc/yoda.h"	"65"	"extern IU32 IntelMsgDest;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"IntelMsgDest"	""
"softpc.new/base/support/main.c"	"70"	"extern int screen_init;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"screen_init"	""
"softpc.new/base/system/ica.c"	"235"	"extern  ULONG iretHookMask;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"iretHookMask"	""
"softpc.new/base/system/ica.c"	"236"	"extern  ULONG iretHookActive;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"iretHookActive"	""
"softpc.new/base/system/quick_ev.c"	"1205"	"extern int soft_reset;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"soft_reset"	""
"softpc.new/base/system/rom.c"	"497"	"extern IBOOL SafeToCallSas;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"SafeToCallSas"	""
"softpc.new/base/system/timer.c"	"2148"	"extern	IBOOL ccpu_pig_enabled;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"ccpu_pig_enabled"	""
"softpc.new/base/system/timer.c"	"2684"	"extern IU32 Q_timer_restart_val;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Q_timer_restart_val"	""
"softpc.new/base/video/ega_prts.c"	"1502"	"extern half_word bg_col_mask; /* Used to work out the background colour */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/video/ega_trcr.c"	"196"	"extern	struct	READ_POINTERS	read_pointers;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"read_pointers"	""
"softpc.new/base/video/ega_vide.c"	"2276"	"extern word babyModeTable;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"babyModeTable"	""
"softpc.new/base/video/ega_vide.c"	"2277"	"extern UTINY tempbabymode[];"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"tempbabymode"	""
"softpc.new/base/video/ega_writ.c"	"62"	"extern WRT_POINTERS dump_writes;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"dump_writes"	""
"softpc.new/base/video/ega_writ.c"	"65"	"extern WRT_POINTERS mode0_gen_handlers, mode0_copy_handlers;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"mode0_copy_handlers"	""
"softpc.new/base/video/ega_writ.c"	"66"	"extern WRT_POINTERS mode1_handlers, mode2_handlers;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"mode2_handlers"	""
"softpc.new/base/video/gvi.c"	"84"	"extern int soft_reset;  /* Defined in reset.c                       */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/video/video.c"	"1946"	"extern word int10_seg;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"int10_seg"	""
"softpc.new/base/video/video.c"	"2012"	"extern word int10_seg, int10_caller;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"int10_caller"	""
"softpc.new/base/video/video.c"	"2139"	"extern word int10_seg, int10_caller;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"int10_caller"	""
"softpc.new/host/inc/host_cpu.h"	"185"	"extern word m_s_w;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"m_s_w"	""
"softpc.new/host/inc/host_cpu.h"	"189"	"extern  int     compile_everything;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"compile_everything"	""
"softpc.new/host/inc/host_cpu.h"	"190"	"extern  short   host_event;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"host_event"	""
"softpc.new/host/inc/host_cpu.h"	"191"	"extern char *CPU_00[];          /* CPU main jump table            */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"192"	"extern char *int_table[];       /* CPU interrupt jump table       */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"457"	"extern sreg INTEL_STATUS;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"INTEL_STATUS"	""
"softpc.new/host/inc/host_cpu.h"	"459"	"extern int      R_INTR;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"R_INTR"	""
"softpc.new/host/inc/host_cpu.h"	"460"	"extern reg R_AX;                /* Accumulator          */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"461"	"extern reg R_BX;                /* Base                 */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"462"	"extern reg R_CX;                /* Count                */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"463"	"extern reg R_DX;                /* Data                 */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"464"	"extern reg R_SP;                /* Stack Pointer        */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"465"	"extern reg R_BP;                /* Base pointer         */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"466"	"extern reg R_SI;                /* Source Index         */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"467"	"extern reg R_DI;                /* Destination Index    */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"469"	"extern double_word R_OPA;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"R_OPA"	""
"softpc.new/host/inc/host_cpu.h"	"470"	"extern double_word R_OPB;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"R_OPB"	""
"softpc.new/host/inc/host_cpu.h"	"471"	"extern double_word R_OPR;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"R_OPR"	""
"softpc.new/host/inc/host_cpu.h"	"472"	"extern int      R_MISC_FLAGS;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"R_MISC_FLAGS"	""
"softpc.new/host/inc/host_cpu.h"	"474"	"extern sys_addr R_IP;           /* Instruction Pointer  */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"476"	"extern sys_addr R_ACT_CS;               /* Code Segment */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"477"	"extern sys_addr R_ACT_DS;               /* Data Segment */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"478"	"extern sys_addr R_ACT_SS;               /* Stack Segment */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"479"	"extern sys_addr R_ACT_ES;               /* Extra Segment */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"481"	"extern sys_addr R_DEF_SS;               /* Default SS register  */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/host/inc/host_cpu.h"	"482"	"extern sys_addr R_DEF_DS;               /* Default DS register  */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
