candidate_id	caller_symbol	caller_source_path	caller_source_sha256	caller_source_line	callee_spelling	source_map_disposition	global_original_definition_packages	declaration_shapes	declaration_count	static_disposition	rationale	next_action
"MVDM-FIRST-REBASELINED-006256"	"quick_tick_recalibrate"	"softpc.new/base/system/quick_ev.c"	"fe23e0ef2fb79aebadc5c0404a2369a694ac6d82347bcae5f2a7bca74b807111"	"1236"	"host_q_write_timestamp"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006257"	"quick_tick_recalibrate"	"softpc.new/base/system/quick_ev.c"	"fe23e0ef2fb79aebadc5c0404a2369a694ac6d82347bcae5f2a7bca74b807111"	"1241"	"host_q_write_timestamp"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006258"	"quick_tick_recalibrate"	"softpc.new/base/system/quick_ev.c"	"fe23e0ef2fb79aebadc5c0404a2369a694ac6d82347bcae5f2a7bca74b807111"	"1243"	"host_q_timestamp_diff"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006259"	"quick_tick_recalibrate"	"softpc.new/base/system/quick_ev.c"	"fe23e0ef2fb79aebadc5c0404a2369a694ac6d82347bcae5f2a7bca74b807111"	"1254"	"host_q_write_timestamp"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006260"	"quick_tick_recalibrate"	"softpc.new/base/system/quick_ev.c"	"fe23e0ef2fb79aebadc5c0404a2369a694ac6d82347bcae5f2a7bca74b807111"	"1271"	"host_q_write_timestamp"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006261"	"quick_tick_recalibrate"	"softpc.new/base/system/quick_ev.c"	"fe23e0ef2fb79aebadc5c0404a2369a694ac6d82347bcae5f2a7bca74b807111"	"1272"	"host_q_timestamp_diff"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006262"	"quick_tick_recalibrate"	"softpc.new/base/system/quick_ev.c"	"fe23e0ef2fb79aebadc5c0404a2369a694ac6d82347bcae5f2a7bca74b807111"	"1287"	"host_q_write_timestamp"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006263"	"quick_tick_recalibrate"	"softpc.new/base/system/quick_ev.c"	"fe23e0ef2fb79aebadc5c0404a2369a694ac6d82347bcae5f2a7bca74b807111"	"1295"	"host_q_write_timestamp"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006264"	"quick_tick_recalibrate"	"softpc.new/base/system/quick_ev.c"	"fe23e0ef2fb79aebadc5c0404a2369a694ac6d82347bcae5f2a7bca74b807111"	"1296"	"host_q_timestamp_diff"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006265"	"quick_tick_recalibrate"	"softpc.new/base/system/quick_ev.c"	"fe23e0ef2fb79aebadc5c0404a2369a694ac6d82347bcae5f2a7bca74b807111"	"1311"	"host_q_write_timestamp"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006266"	"quick_tick_recalibrate"	"softpc.new/base/system/quick_ev.c"	"fe23e0ef2fb79aebadc5c0404a2369a694ac6d82347bcae5f2a7bca74b807111"	"1339"	"host_q_write_timestamp"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006267"	"rom_init"	"softpc.new/base/system/rom.c"	"947f9fc49dbffad48b2d1668548d63e8d26197a35d72fd4c26e7ce1e4c96af6f"	"291"	"mapHostROMs"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006268"	"display_string"	"softpc.new/base/system/rom.c"	"947f9fc49dbffad48b2d1668548d63e8d26197a35d72fd4c26e7ce1e4c96af6f"	"664"	"strlen"	"CRT-source-candidate-present"	"admin/netui/common;base/boot/veneer;base/crts/crtw32;base/crts/langapi"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006269"	"display_string"	"softpc.new/base/system/rom.c"	"947f9fc49dbffad48b2d1668548d63e8d26197a35d72fd4c26e7ce1e4c96af6f"	"687"	"strlen"	"CRT-source-candidate-present"	"admin/netui/common;base/boot/veneer;base/crts/crtw32;base/crts/langapi"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006270"	"display_string"	"softpc.new/base/system/rom.c"	"947f9fc49dbffad48b2d1668548d63e8d26197a35d72fd4c26e7ce1e4c96af6f"	"696"	"strlen"	"CRT-source-candidate-present"	"admin/netui/common;base/boot/veneer;base/crts/crtw32;base/crts/langapi"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006271"	"display_string"	"softpc.new/base/system/rom.c"	"947f9fc49dbffad48b2d1668548d63e8d26197a35d72fd4c26e7ce1e4c96af6f"	"697"	"strlen"	"CRT-source-candidate-present"	"admin/netui/common;base/boot/veneer;base/crts/crtw32;base/crts/langapi"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006272"	"display_string"	"softpc.new/base/system/rom.c"	"947f9fc49dbffad48b2d1668548d63e8d26197a35d72fd4c26e7ce1e4c96af6f"	"703"	"strlen"	"CRT-source-candidate-present"	"admin/netui/common;base/boot/veneer;base/crts/crtw32;base/crts/langapi"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006273"	"display_string"	"softpc.new/base/system/rom.c"	"947f9fc49dbffad48b2d1668548d63e8d26197a35d72fd4c26e7ce1e4c96af6f"	"706"	"strlen"	"CRT-source-candidate-present"	"admin/netui/common;base/boot/veneer;base/crts/crtw32;base/crts/langapi"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006274"	"SWTMR_gate"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"617"	"sprintf"	"CRT-source-candidate-present"	"base/boot/veneer;base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006275"	"SWTMR_inb"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"674"	"sprintf"	"CRT-source-candidate-present"	"base/boot/veneer;base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006276"	"SWTMR_outb"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"707"	"sprintf"	"CRT-source-candidate-present"	"base/boot/veneer;base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006277"	"outputWaveForm"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"1307"	"sprintf"	"CRT-source-candidate-present"	"base/boot/veneer;base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006278"	"WtComplete"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"1464"	"else"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006279"	"clocksSinceCounterActivated"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"1774"	"sprintf"	"CRT-source-candidate-present"	"base/boot/veneer;base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006280"	"updateCount"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"2407"	"sprintf"	"CRT-source-candidate-present"	"base/boot/veneer;base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006281"	"guess"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"2487"	"sprintf"	"CRT-source-candidate-present"	"base/boot/veneer;base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006282"	"guess"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"2501"	"sprintf"	"CRT-source-candidate-present"	"base/boot/veneer;base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006283"	"throwaway"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"2525"	"sprintf"	"CRT-source-candidate-present"	"base/boot/veneer;base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006284"	"getHostSysTime"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"2640"	"sprintf"	"CRT-source-candidate-present"	"base/boot/veneer;base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006285"	"TimerHookAgain"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"2755"	"HostPendingTimerInt"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006286"	"timer_init"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"2778"	"io_define_inb"	"MVDM-variant-or-parser-gap-candidate-present"	"base/mvdm/softpc.new"	"none"	"0"	"mvdm-variant-or-parser-gap"	"The spelling has an original MVDM variant but no source-shape-confirmed binding in the lawful zero closure; preserve as a physical variant issue."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006287"	"timer_init"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"2813"	"Ica_enable_hooking"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006288"	"timer_init"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"2814"	"Ica_enable_hooking"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006289"	"timer_init"	"softpc.new/base/system/timer.c"	"0e2efd46f011009e1512eb309c330626984f1590ba637b8ad9dae9c968699f55"	"2817"	"HostResetTimerInts"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006290"	"time_strobe"	"softpc.new/base/system/timestrb.c"	"e314b1b5e88474ac9d1c978b3db71820fee667f7de3eff23b66e48bf0d3532e7"	"82"	"do_hunter"	"no-OpenNT-source-definition-candidate"	""	"function-form-token"	"2"	"declaration-only-source-unresolved"	"A declaration form is visible, but no approved original function body is indexed; retain an explicit external/assembly/unavailable decision."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006291"	"cga_only_b_move"	"softpc.new/base/video/cga.c"	"8591c1b0e178f4b8791ed289588d3ed8a06ef514f8bdfca4797a190eb51e2777"	"1289"	"memcpy"	"CRT-source-candidate-present"	"base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006292"	"cga_only_b_move"	"softpc.new/base/video/cga.c"	"8591c1b0e178f4b8791ed289588d3ed8a06ef514f8bdfca4797a190eb51e2777"	"1310"	"memcpy"	"CRT-source-candidate-present"	"base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006293"	"cga_init"	"softpc.new/base/video/cga.c"	"8591c1b0e178f4b8791ed289588d3ed8a06ef514f8bdfca4797a190eb51e2777"	"1352"	"io_define_inb"	"MVDM-variant-or-parser-gap-candidate-present"	"base/mvdm/softpc.new"	"none"	"0"	"mvdm-variant-or-parser-gap"	"The spelling has an original MVDM variant but no source-shape-confirmed binding in the lawful zero closure; preserve as a physical variant issue."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006294"	"cga_init"	"softpc.new/base/video/cga.c"	"8591c1b0e178f4b8791ed289588d3ed8a06ef514f8bdfca4797a190eb51e2777"	"1384"	"Cpu_set_vid_wrt_ptrs"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006295"	"cga_init"	"softpc.new/base/video/cga.c"	"8591c1b0e178f4b8791ed289588d3ed8a06ef514f8bdfca4797a190eb51e2777"	"1385"	"Cpu_set_vid_rd_ptrs"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006296"	"cga_init"	"softpc.new/base/video/cga.c"	"8591c1b0e178f4b8791ed289588d3ed8a06ef514f8bdfca4797a190eb51e2777"	"1389"	"Cpu_set_vid_wrt_ptrs"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006297"	"cga_init"	"softpc.new/base/video/cga.c"	"8591c1b0e178f4b8791ed289588d3ed8a06ef514f8bdfca4797a190eb51e2777"	"1390"	"Cpu_set_vid_rd_ptrs"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006300"	"update_banking"	"softpc.new/base/video/ega_prts.c"	"1dedadd482f631e9b82a0fde92b84ff74c724faaaac782ae538639e0738e7002"	"1859"	"v7_get_banks"	"MVDM-variant-or-parser-gap-candidate-present"	"base/mvdm/softpc.new"	"none"	"0"	"mvdm-variant-or-parser-gap"	"The spelling has an original MVDM variant but no source-shape-confirmed binding in the lawful zero closure; preserve as a physical variant issue."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006301"	"ega_init"	"softpc.new/base/video/ega_prts.c"	"1dedadd482f631e9b82a0fde92b84ff74c724faaaac782ae538639e0738e7002"	"1907"	"io_define_inb"	"MVDM-variant-or-parser-gap-candidate-present"	"base/mvdm/softpc.new"	"none"	"0"	"mvdm-variant-or-parser-gap"	"The spelling has an original MVDM variant but no source-shape-confirmed binding in the lawful zero closure; preserve as a physical variant issue."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006302"	"ega_init"	"softpc.new/base/video/ega_prts.c"	"1dedadd482f631e9b82a0fde92b84ff74c724faaaac782ae538639e0738e7002"	"1959"	"io_define_inb"	"MVDM-variant-or-parser-gap-candidate-present"	"base/mvdm/softpc.new"	"none"	"0"	"mvdm-variant-or-parser-gap"	"The spelling has an original MVDM variant but no source-shape-confirmed binding in the lawful zero closure; preserve as a physical variant issue."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006303"	"ega_init"	"softpc.new/base/video/ega_prts.c"	"1dedadd482f631e9b82a0fde92b84ff74c724faaaac782ae538639e0738e7002"	"1966"	"io_define_inb"	"MVDM-variant-or-parser-gap-candidate-present"	"base/mvdm/softpc.new"	"none"	"0"	"mvdm-variant-or-parser-gap"	"The spelling has an original MVDM variant but no source-shape-confirmed binding in the lawful zero closure; preserve as a physical variant issue."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006304"	"ega_mask_register_changed"	"softpc.new/base/video/ega_prts.c"	"1dedadd482f631e9b82a0fde92b84ff74c724faaaac782ae538639e0738e7002"	"2944"	"Cpu_set_vid_wrt_ptrs"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006305"	"ega_read_routines_update"	"softpc.new/base/video/ega_read.c"	"8908c3a4445c788eec0fcfa050cf18cac5f79413e03c5ddbdcca259779bf2860"	"772"	"Cpu_set_vid_rd_ptrs"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006306"	"ega_read_routines_update"	"softpc.new/base/video/ega_read.c"	"8908c3a4445c788eec0fcfa050cf18cac5f79413e03c5ddbdcca259779bf2860"	"918"	"Cpu_set_vid_rd_ptrs"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006307"	"ega_read_init"	"softpc.new/base/video/ega_read.c"	"8908c3a4445c788eec0fcfa050cf18cac5f79413e03c5ddbdcca259779bf2860"	"961"	"Cpu_set_vid_rd_ptrs"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006308"	"ega_read_init"	"softpc.new/base/video/ega_read.c"	"8908c3a4445c788eec0fcfa050cf18cac5f79413e03c5ddbdcca259779bf2860"	"964"	"Cpu_set_vid_rd_ptrs"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006309"	"ega_read_term"	"softpc.new/base/video/ega_read.c"	"8908c3a4445c788eec0fcfa050cf18cac5f79413e03c5ddbdcca259779bf2860"	"990"	"Cpu_set_vid_rd_ptrs"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006310"	"dump_tick"	"softpc.new/base/video/ega_trcr.c"	"f69389e877975d277405c21af95b5fea6fe2794b5ac7928d8634efbbbd432e9c"	"160"	"putc"	"CRT-source-candidate-present"	"base/boot/detect;base/boot/startup;base/crts/crtw32;base/ntos/rtl"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006311"	"dump_add_checkpoint"	"softpc.new/base/video/ega_trcr.c"	"f69389e877975d277405c21af95b5fea6fe2794b5ac7928d8634efbbbd432e9c"	"251"	"putc"	"CRT-source-candidate-present"	"base/boot/detect;base/boot/startup;base/crts/crtw32;base/ntos/rtl"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006312"	"dump_end"	"softpc.new/base/video/ega_trcr.c"	"f69389e877975d277405c21af95b5fea6fe2794b5ac7928d8634efbbbd432e9c"	"273"	"fclose"	"CRT-source-candidate-present"	"base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006313"	"low_set_mode"	"softpc.new/base/video/ega_vide.c"	"049c4ea27ebb73296fdc96f932571598e76be8ebcf5165e5cf5815a5095de20f"	"630"	"init_vga_dac"	"MVDM-variant-or-parser-gap-candidate-present"	"base/mvdm/softpc.new"	"none"	"0"	"mvdm-variant-or-parser-gap"	"The spelling has an original MVDM variant but no source-shape-confirmed binding in the lawful zero closure; preserve as a physical variant issue."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006314"	"low_set_mode"	"softpc.new/base/video/ega_vide.c"	"049c4ea27ebb73296fdc96f932571598e76be8ebcf5165e5cf5815a5095de20f"	"634"	"init_vga_dac"	"MVDM-variant-or-parser-gap-candidate-present"	"base/mvdm/softpc.new"	"none"	"0"	"mvdm-variant-or-parser-gap"	"The spelling has an original MVDM variant but no source-shape-confirmed binding in the lawful zero closure; preserve as a physical variant issue."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006315"	"low_set_mode"	"softpc.new/base/video/ega_vide.c"	"049c4ea27ebb73296fdc96f932571598e76be8ebcf5165e5cf5815a5095de20f"	"638"	"init_vga_dac"	"MVDM-variant-or-parser-gap-candidate-present"	"base/mvdm/softpc.new"	"none"	"0"	"mvdm-variant-or-parser-gap"	"The spelling has an original MVDM variant but no source-shape-confirmed binding in the lawful zero closure; preserve as a physical variant issue."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006316"	"load_font"	"softpc.new/base/video/ega_vide.c"	"049c4ea27ebb73296fdc96f932571598e76be8ebcf5165e5cf5815a5095de20f"	"677"	"hostIsFullScreen"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006317"	"load_font"	"softpc.new/base/video/ega_vide.c"	"049c4ea27ebb73296fdc96f932571598e76be8ebcf5165e5cf5815a5095de20f"	"679"	"loadFontToVGA"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-006318"	"load_font"	"softpc.new/base/video/ega_vide.c"	"049c4ea27ebb73296fdc96f932571598e76be8ebcf5165e5cf5815a5095de20f"	"683"	"loadFontToEmulation"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
