caller_identity	caller_symbol	caller_source_path	caller_source_line	callee_spelling	internal_candidate_identity	disposition
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcpst.c|ea7ce5c516434bd5b08fddd53881705385f3d925388ff4e439b337faa388cf01|1437"	"ProcessReceiveFrame"	"vdmredir/vrdlcpst.c"	"1437"	"GetBuffers"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|405"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcpst.c|ea7ce5c516434bd5b08fddd53881705385f3d925388ff4e439b337faa388cf01|1437"	"ProcessReceiveFrame"	"vdmredir/vrdlcpst.c"	"1437"	"CopyFrame"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|942"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcpst.c|ea7ce5c516434bd5b08fddd53881705385f3d925388ff4e439b337faa388cf01|1437"	"ProcessReceiveFrame"	"vdmredir/vrdlcpst.c"	"1437"	"SetEmulatedLocalBusyState"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcpst.c|ea7ce5c516434bd5b08fddd53881705385f3d925388ff4e439b337faa388cf01|1827"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcpst.c|ea7ce5c516434bd5b08fddd53881705385f3d925388ff4e439b337faa388cf01|1437"	"ProcessReceiveFrame"	"vdmredir/vrdlcpst.c"	"1437"	"GetBuffers"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|405"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcpst.c|ea7ce5c516434bd5b08fddd53881705385f3d925388ff4e439b337faa388cf01|1437"	"ProcessReceiveFrame"	"vdmredir/vrdlcpst.c"	"1437"	"CopyFrame"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|942"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|842"	"VrTerminateMailslots"	"vdmredir/vrmslot.c"	"842"	"DbgPrint"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|842"	"VrTerminateMailslots"	"vdmredir/vrmslot.c"	"842"	"VrpRemoveProcessMailslots"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|1251"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"strlen"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"strlen"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"SmbMoveUshort"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"strlen"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"VrpGetArrayLength"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|948"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"VrpGetArrayLength"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|948"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"SmbMoveUlong"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"SmbMoveUshort"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"SmbGetUshort"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"DbgPrint"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"DbgPrint"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"SmbGetUshort"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"SmbGetUshort"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"SmbMoveUshort"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"VrpGetArrayLength"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|948"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"VrpGetStructureSize"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|905"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"strlen"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"VrpGetStructureSize"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|905"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"VrpPackSendBuffer"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"LocalFree"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"NetWkstaGetInfo"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"LocalFree"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"strcpy"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"NetApiBufferFree"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"DbgPrint"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"RtlInitAnsiString"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"RtlAnsiStringToUnicodeString"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"DbgPrint"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"DbgPrint"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"RxpTransactSmb"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"RtlFreeUnicodeString"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"DbgPrint"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"SmbGetUshort"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"VrpGetArrayLength"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|948"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"SmbGetUshort"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"SmbPutUshort"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"VrpGetArrayLength"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|948"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"VrpGetFieldSize"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1034"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"VrpConvertReceiveBuffer"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1107"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"VrRemoteApi"	"vdmredir/vrremote.c"	"154"	"LocalFree"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"VrpPackSendBuffer"	"vdmredir/vrremote.c"	"1245"	"SmbGetUshort"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"VrpPackSendBuffer"	"vdmredir/vrremote.c"	"1245"	"DbgPrint"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"VrpPackSendBuffer"	"vdmredir/vrremote.c"	"1245"	"VrpGetArrayLength"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|948"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"VrpPackSendBuffer"	"vdmredir/vrremote.c"	"1245"	"SmbPutUlong"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"VrpPackSendBuffer"	"vdmredir/vrremote.c"	"1245"	"VrpGetArrayLength"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|948"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"VrpPackSendBuffer"	"vdmredir/vrremote.c"	"1245"	"strlen"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"VrpPackSendBuffer"	"vdmredir/vrremote.c"	"1245"	"VrpGetArrayLength"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|948"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"VrpPackSendBuffer"	"vdmredir/vrremote.c"	"1245"	"LocalAlloc"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"VrpPackSendBuffer"	"vdmredir/vrremote.c"	"1245"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"VrpPackSendBuffer"	"vdmredir/vrremote.c"	"1245"	"LocalReAlloc"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"VrpPackSendBuffer"	"vdmredir/vrremote.c"	"1245"	"LocalFree"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"VrpPackSendBuffer"	"vdmredir/vrremote.c"	"1245"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245"	"VrpPackSendBuffer"	"vdmredir/vrremote.c"	"1245"	"VrpGetFieldSize"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1034"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"CreatePile"	"wow16/ddeml/dmgdb.c"	"552"	"FarAllocMem"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"FarAllocMem"	"wow16/ddeml/dmgmem.c"	"430"	"SwitchDS"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"FarAllocMem"	"wow16/ddeml/dmgmem.c"	"430"	"LocalAlloc"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"FarAllocMem"	"wow16/ddeml/dmgmem.c"	"430"	"SwitchDS"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"FarAllocMem"	"wow16/ddeml/dmgmem.c"	"430"	"ProcessMemError"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|381"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"FarAllocMem"	"wow16/ddeml/dmgmem.c"	"430"	"LogAlloc"	"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/heapwach.c|0b51f04c635c8ea08914ea98d67d4111d66c38f1200ac187b073d7a30682d813|19"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|337"	"DmgCreateHeap"	"wow16/ddeml/dmgmem.c"	"337"	"LocalInit"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
