binding_id	resolution_id	one_ledger1_identity	caller_include_frontier_id	callee_spelling	candidate_identity	definition_source_root	definition_source_path	definition_source_sha256	definition_source_line	definition_linkage	reachable_declaration_tokens	binding_disposition	next_action	boundary
"MVDM-HOST-ONE1-BINDING-007197"	"MVDM-HOST-ONE1-RESOLUTION-004085"	"MVDM-HOST-ONE1-004386"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c|53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2|1134|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c"	"53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2"	"1134"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007198"	"MVDM-HOST-ONE1-RESOLUTION-004085"	"MVDM-HOST-ONE1-004386"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/exe/main.c|5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2|149|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/exe/main.c"	"5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2"	"149"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007199"	"MVDM-HOST-ONE1-RESOLUTION-004088"	"MVDM-HOST-ONE1-004389"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|base/boot/lib/x86/stubs.c|e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f|178|DbgPrint"	"O:\repos.external\OpenNT"	"base/boot/lib/x86/stubs.c"	"e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f"	"178"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007200"	"MVDM-HOST-ONE1-RESOLUTION-004088"	"MVDM-HOST-ONE1-004389"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/config/utils/cmwraper.c|906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918|50|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/config/utils/cmwraper.c"	"906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918"	"50"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007201"	"MVDM-HOST-ONE1-RESOLUTION-004088"	"MVDM-HOST-ONE1-004389"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/debug.c|4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026|35|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/rtl/debug.c"	"4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026"	"35"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007202"	"MVDM-HOST-ONE1-RESOLUTION-004088"	"MVDM-HOST-ONE1-004389"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|com/ole32/stg/props/utils.cxx|aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0|1165|DbgPrint"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utils.cxx"	"aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0"	"1165"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007203"	"MVDM-HOST-ONE1-RESOLUTION-004088"	"MVDM-HOST-ONE1-004389"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c|53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2|1134|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c"	"53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2"	"1134"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007204"	"MVDM-HOST-ONE1-RESOLUTION-004088"	"MVDM-HOST-ONE1-004389"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/exe/main.c|5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2|149|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/exe/main.c"	"5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2"	"149"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007205"	"MVDM-HOST-ONE1-RESOLUTION-004089"	"MVDM-HOST-ONE1-004390"	"MVDM-HOST-ONE1-CALLER-000743"	"GetLastError"	"O:\repos.external\OpenNT|base/win32/client/error.c|8df809e59e87d732c8d5036ac0d6d1ac8734f87d1fefecd1d6020ea1ec4beee5|82|GetLastError"	"O:\repos.external\OpenNT"	"base/win32/client/error.c"	"8df809e59e87d732c8d5036ac0d6d1ac8734f87d1fefecd1d6020ea1ec4beee5"	"82"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007206"	"MVDM-HOST-ONE1-RESOLUTION-004089"	"MVDM-HOST-ONE1-004390"	"MVDM-HOST-ONE1-CALLER-000743"	"GetLastError"	"O:\repos.external\OpenNT|com/ole32/stg/props/utest/chresult.hxx|49a11cc8c8fa72ad1862722195437e75ba4fe49c5bfce7472903e1359dd53b15|76|GetLastError"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utest/chresult.hxx"	"49a11cc8c8fa72ad1862722195437e75ba4fe49c5bfce7472903e1359dd53b15"	"76"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007207"	"MVDM-HOST-ONE1-RESOLUTION-004089"	"MVDM-HOST-ONE1-004390"	"MVDM-HOST-ONE1-CALLER-000743"	"GetLastError"	"O:\repos.external\OpenNT|com/ole32/stg/props/utest/pch.cxx|d68ef6d86292ca6e434ec5f286ab608e9dc84ec782bffa5cd796ec04611c87c8|132|GetLastError"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utest/pch.cxx"	"d68ef6d86292ca6e434ec5f286ab608e9dc84ec782bffa5cd796ec04611c87c8"	"132"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007208"	"MVDM-HOST-ONE1-RESOLUTION-004089"	"MVDM-HOST-ONE1-004390"	"MVDM-HOST-ONE1-CALLER-000743"	"GetLastError"	"O:\repos.external\OpenNT|ds/netapi/svcdlls/lls/ccfapi32/ccfapi.h|add04900d7efed88e43551c8b756dc9bac02b2cceeaca0aa004e622d875589bc|77|GetLastError"	"O:\repos.external\OpenNT"	"ds/netapi/svcdlls/lls/ccfapi32/ccfapi.h"	"add04900d7efed88e43551c8b756dc9bac02b2cceeaca0aa004e622d875589bc"	"77"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007209"	"MVDM-HOST-ONE1-RESOLUTION-004090"	"MVDM-HOST-ONE1-004391"	"MVDM-HOST-ONE1-CALLER-000743"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"O:\repos.external\OpenNT"	"base/win32/client/lmem.c"	"8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3"	"517"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007210"	"MVDM-HOST-ONE1-RESOLUTION-004091"	"MVDM-HOST-ONE1-004392"	"MVDM-HOST-ONE1-CALLER-000743"	"ReadFile"	"O:\repos.external\OpenNT|base/win32/client/filehops.c|25c6a35fcab7e20b8c60956e8706aaeccbc3db198985224e9ba1635beb9a5ad0|194|ReadFile"	"O:\repos.external\OpenNT"	"base/win32/client/filehops.c"	"25c6a35fcab7e20b8c60956e8706aaeccbc3db198985224e9ba1635beb9a5ad0"	"194"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007211"	"MVDM-HOST-ONE1-RESOLUTION-004092"	"MVDM-HOST-ONE1-004393"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|base/boot/lib/x86/stubs.c|e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f|178|DbgPrint"	"O:\repos.external\OpenNT"	"base/boot/lib/x86/stubs.c"	"e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f"	"178"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007212"	"MVDM-HOST-ONE1-RESOLUTION-004092"	"MVDM-HOST-ONE1-004393"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/config/utils/cmwraper.c|906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918|50|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/config/utils/cmwraper.c"	"906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918"	"50"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007213"	"MVDM-HOST-ONE1-RESOLUTION-004092"	"MVDM-HOST-ONE1-004393"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/debug.c|4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026|35|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/rtl/debug.c"	"4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026"	"35"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007214"	"MVDM-HOST-ONE1-RESOLUTION-004092"	"MVDM-HOST-ONE1-004393"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|com/ole32/stg/props/utils.cxx|aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0|1165|DbgPrint"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utils.cxx"	"aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0"	"1165"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007215"	"MVDM-HOST-ONE1-RESOLUTION-004092"	"MVDM-HOST-ONE1-004393"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c|53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2|1134|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c"	"53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2"	"1134"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007216"	"MVDM-HOST-ONE1-RESOLUTION-004092"	"MVDM-HOST-ONE1-004393"	"MVDM-HOST-ONE1-CALLER-000743"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/exe/main.c|5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2|149|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/exe/main.c"	"5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2"	"149"	"externally-linkable"	"OpenNT-4.5|nt/private/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/inc/softpc.h|1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b@513;OpenNT|base/mvdm/vdmredir/vrdebug.h|1cc434fafa90e111f1726aa2444f24a04458da6efd2f218a80d48e03b4f3751b@79;OpenNT-4.5|nt/private/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28;OpenNT|base/mvdm/softpc.new/host/inc/insignia.h|26ed468f31ea44c8069300f150e5eefef3ba21c12eb2f2f68cca95bcc6f3ba02@28"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-007217"	"MVDM-HOST-ONE1-RESOLUTION-004093"	"MVDM-HOST-ONE1-004394"	"MVDM-HOST-ONE1-CALLER-000743"	"WriteFile"	"O:\repos.external\OpenNT|base/win32/client/filehops.c|25c6a35fcab7e20b8c60956e8706aaeccbc3db198985224e9ba1635beb9a5ad0|405|WriteFile"	"O:\repos.external\OpenNT"	"base/win32/client/filehops.c"	"25c6a35fcab7e20b8c60956e8706aaeccbc3db198985224e9ba1635beb9a5ad0"	"405"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
