definition_id	file_id	source_path	source_sha256	package_root	source_line	symbol	linkage	signature_evidence	file_disposition	final_function_disposition	function_disposition_basis	should_recover	recovery_form	leaf_status	leaf_basis	direct_call_summary
"MVDM-ZERO-DEFINITION-002392"	"MVDM-FILE-1392"	"vdmdbg/vdmdbg.c"	"11cad596254d09929987cf110f5b492862972d06077c5fecc100dc79b087e1d2"	"vdmdbg"	"2176"	"VDMTerminateTaskWOW"	"external-or-unspecified"	"VDMTerminateTaskWOW( DWORD dwProcessId, WORD htask )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"LOCKSHAREWOW@2194:macro-expression;OutputDebugString@2211:macro-expression;OpenProcess@2229:first:MVDM-FIRST-CANDIDATE-001782;CreateRemoteThread@2237:first:MVDM-FIRST-CANDIDATE-001783;CloseHandle@2249:macro-expression;CloseHandle@2252:macro-expression;UNLOCKSHAREWOW@2257:macro-expression"
"MVDM-ZERO-DEFINITION-002393"	"MVDM-FILE-1392"	"vdmdbg/vdmdbg.c"	"11cad596254d09929987cf110f5b492862972d06077c5fecc100dc79b087e1d2"	"vdmdbg"	"2264"	"VDMStartTaskInWOW"	"external-or-unspecified"	"VDMStartTaskInWOW( DWORD pidTarget, LPSTR lpCommandLine, WORD wShow )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"FindWindowEx@2276:macro-expression;TEXT@2276:macro-expression;GetWindowThreadProcessId@2281:first:MVDM-FIRST-CANDIDATE-001784;PostMessage@2290:macro-expression;GlobalAddAtom@2290:macro-expression"
"MVDM-ZERO-DEFINITION-002394"	"MVDM-FILE-1397"	"vdmexts/debug.c"	"35df768f94e937a09353c0daf51f0752187ac0c55d5befd65bd8817a1868ebec"	"vdmexts"	"29"	"DisableBreakPoint"	"external-or-unspecified"	"DisableBreakPoint( VDM_BREAKPOINT *pBP )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GetInfoFromSelector@47:first:MVDM-FIRST-CANDIDATE-001785;GetIntelBase@47:first:MVDM-FIRST-CANDIDATE-001786;READMEM@49:macro-expression;PRINTF@51:macro-expression;WRITEMEM@52:macro-expression"
"MVDM-ZERO-DEFINITION-002395"	"MVDM-FILE-1397"	"vdmexts/debug.c"	"35df768f94e937a09353c0daf51f0752187ac0c55d5befd65bd8817a1868ebec"	"vdmexts"	"60"	"EnableBreakPoint"	"external-or-unspecified"	"EnableBreakPoint( VDM_BREAKPOINT *pBP )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GetInfoFromSelector@78:first:MVDM-FIRST-CANDIDATE-001787;GetIntelBase@78:first:MVDM-FIRST-CANDIDATE-001788;READMEM@80:macro-expression;PRINTF@84:macro-expression;WRITEMEM@85:macro-expression;PRINTF@90:macro-expression"
"MVDM-ZERO-DEFINITION-002396"	"MVDM-FILE-1397"	"vdmexts/debug.c"	"35df768f94e937a09353c0daf51f0752187ac0c55d5befd65bd8817a1868ebec"	"vdmexts"	"99"	"UpdateBreakPoint"	"external-or-unspecified"	"UpdateBreakPoint( int Cmd )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"PRINTF@112:macro-expression;GetNextToken@116:first:MVDM-FIRST-CANDIDATE-001789;PRINTF@117:macro-expression;sscanf@120:macro-expression;PRINTF@123:macro-expression;READMEM@128:macro-expression;PRINTF@129:macro-expression;DisableBreakPoint@139:zero:MVDM-ZERO-DEFINITION-002394;DisableBreakPoint@149:zero:MVDM-ZERO-DEFINITION-002394;EnableBreakPoint@158:zero:MVDM-ZERO-DEFINITION-002395;WRITEMEM@165:macro-expression;GetExpression@109:function-pointer-expression"
"MVDM-ZERO-DEFINITION-002397"	"MVDM-FILE-1397"	"vdmexts/debug.c"	"35df768f94e937a09353c0daf51f0752187ac0c55d5befd65bd8817a1868ebec"	"vdmexts"	"169"	"bc"	"external-or-unspecified"	"bc( CMD_ARGLIST )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"CMD_INIT@173:macro-expression;UpdateBreakPoint@174:zero:MVDM-ZERO-DEFINITION-002396"
"MVDM-ZERO-DEFINITION-002398"	"MVDM-FILE-1397"	"vdmexts/debug.c"	"35df768f94e937a09353c0daf51f0752187ac0c55d5befd65bd8817a1868ebec"	"vdmexts"	"178"	"bd"	"external-or-unspecified"	"bd( CMD_ARGLIST )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"CMD_INIT@182:macro-expression;UpdateBreakPoint@183:zero:MVDM-ZERO-DEFINITION-002396"
"MVDM-ZERO-DEFINITION-002399"	"MVDM-FILE-1397"	"vdmexts/debug.c"	"35df768f94e937a09353c0daf51f0752187ac0c55d5befd65bd8817a1868ebec"	"vdmexts"	"187"	"be"	"external-or-unspecified"	"be( CMD_ARGLIST )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"CMD_INIT@191:macro-expression;UpdateBreakPoint@192:zero:MVDM-ZERO-DEFINITION-002396"
"MVDM-ZERO-DEFINITION-002400"	"MVDM-FILE-1397"	"vdmexts/debug.c"	"35df768f94e937a09353c0daf51f0752187ac0c55d5befd65bd8817a1868ebec"	"vdmexts"	"197"	"bl"	"external-or-unspecified"	"bl( CMD_ARGLIST )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"CMD_INIT@208:macro-expression;PRINTF@213:macro-expression;READMEM@220:macro-expression;PRINTF@221:macro-expression;PRINTF@227:macro-expression;PRINTF@232:macro-expression;PRINTF@235:macro-expression;PRINTF@238:macro-expression;PRINTF@241:macro-expression;PRINTF@243:macro-expression;PRINTF@246:macro-expression;FindSymbol@249:first:MVDM-FIRST-CANDIDATE-001790;PRINTF@253:macro-expression;PRINTF@255:macro-expression;GetExpression@210:function-pointer-expression"
"MVDM-ZERO-DEFINITION-002401"	"MVDM-FILE-1397"	"vdmexts/debug.c"	"35df768f94e937a09353c0daf51f0752187ac0c55d5befd65bd8817a1868ebec"	"vdmexts"	"264"	"bp"	"external-or-unspecified"	"bp( CMD_ARGLIST )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"CMD_INIT@278:macro-expression;PRINTF@283:macro-expression;GetContext@287:macro-expression;GetNextToken@289:first:MVDM-FIRST-CANDIDATE-001791;PRINTF@290:macro-expression;ParseIntelAddress@294:first:MVDM-FIRST-CANDIDATE-001792;READMEM@308:macro-expression;PRINTF@309:macro-expression;EnableBreakPoint@323:zero:MVDM-ZERO-DEFINITION-002395;WRITEMEM@326:macro-expression;PRINTF@327:macro-expression;READMEM@337:macro-expression;PRINTF@338:macro-expression;EnableBreakPoint@347:zero:MVDM-ZERO-DEFINITION-002395;WRITEMEM@349:macro-expression;GetExpression@280:function-pointer-expression"
"MVDM-ZERO-DEFINITION-002402"	"MVDM-FILE-1398"	"vdmexts/dib.c"	"35266593ddf2ff1cf7965bdf99f5345c2791f62fed379d9b4f96fa51d9386d47"	"vdmexts"	"35"	"DumpDibInfo"	"external-or-unspecified"	"LPVOID DumpDibInfo(PDIBINFO pdi)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"READMEM_XRET@39:macro-expression;PRINTF@42:macro-expression;PRINTF@43:macro-expression;GETHDC16@43:macro-expression;PRINTF@44:macro-expression;PRINTF@45:macro-expression;PRINTF@46:macro-expression;PRINTF@47:macro-expression;PRINTF@48:macro-expression;PRINTF@49:macro-expression;PRINTF@50:macro-expression;PRINTF@51:macro-expression"
"MVDM-ZERO-DEFINITION-002403"	"MVDM-FILE-1398"	"vdmexts/dib.c"	"35266593ddf2ff1cf7965bdf99f5345c2791f62fed379d9b4f96fa51d9386d47"	"vdmexts"	"57"	"DumpDibChain"	"external-or-unspecified"	"VOID DumpDibChain(LPSTR lpszExpressionHead)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GETEXPRADDR@61:macro-expression;READMEM_XRET@62:macro-expression;PRINTF@65:macro-expression;PRINTF@68:macro-expression;PRINTF@69:macro-expression;DumpDibInfo@72:zero:MVDM-ZERO-DEFINITION-002402"
"MVDM-ZERO-DEFINITION-002404"	"MVDM-FILE-1398"	"vdmexts/dib.c"	"35266593ddf2ff1cf7965bdf99f5345c2791f62fed379d9b4f96fa51d9386d47"	"vdmexts"	"79"	"dhdib"	"external-or-unspecified"	"dhdib( CMD_ARGLIST )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"CMD_INIT@93:macro-expression;WDParseArgStr@96:first:MVDM-FIRST-CANDIDATE-001793;toupper@100:macro-expression;WDahtoi@108:first:MVDM-FIRST-CANDIDATE-001794;PRINTF@112:macro-expression;DumpDibChain@124:zero:MVDM-ZERO-DEFINITION-002403;DumpDibInfo@128:zero:MVDM-ZERO-DEFINITION-002402"
"MVDM-ZERO-DEFINITION-002405"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"32"	"u"	"external-or-unspecified"	"u( CMD_ARGLIST )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"CMD_INIT@52:macro-expression;GetContext@54:macro-expression;GetNextToken@56:first:MVDM-FIRST-CANDIDATE-001795;ParseIntelAddress@64:first:MVDM-FIRST-CANDIDATE-001796;GetNextToken@68:first:MVDM-FIRST-CANDIDATE-001797;EXPRESSION@69:macro-expression;PRINTF@73:macro-expression;GetInfoFromSelector@77:first:MVDM-FIRST-CANDIDATE-001798;GetIntelBase@77:first:MVDM-FIRST-CANDIDATE-001799;FindSymbol@81:first:MVDM-FIRST-CANDIDATE-001800;_stricmp@82:macro-expression;PRINTF@84:macro-expression;PRINTF@86:macro-expression;strcpy@88:macro-expression;READMEM@95:macro-expression;PRINTF@96:macro-expression;unassemble_one@100:zero:MVDM-ZERO-DEFINITION-002408;PRINTF@109:macro-expression;PRINTF@111:macro-expression;PRINTF@115:macro-expression;PRINTF@117:macro-expression;PRINTF@118:macro-expression"
"MVDM-ZERO-DEFINITION-002406"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1412"	"AppendString"	"external-or-unspecified"	"void AppendString(char *str)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"strcpy@1414:macro-expression;strlen@1415:macro-expression"
"MVDM-ZERO-DEFINITION-002407"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1418"	"ExtraString"	"external-or-unspecified"	"void ExtraString(char *str)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"strcpy@1420:macro-expression;strlen@1421:macro-expression"
"MVDM-ZERO-DEFINITION-002408"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1431"	"unassemble_one"	"external-or-unspecified"	"int unassemble_one( BYTE *pInstrStart, // instruction to decode (can be local buffer) BOOL bDefaultBig, WORD wInstrSeg, // selector of instruction DWORD dwInstrOff, // offset of instruction char *pchOutput, // [out] disassembled instruction char *pchExtra, // [out] extra info (ie. ""es:[53]=1234"") // (can be NULL) VDMCONTEXT *pThreadContext, int mode )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"checkprefixes@1460:zero:MVDM-ZERO-DEFINITION-002458;AppendString@1473:zero:MVDM-ZERO-DEFINITION-002406;AppendString@1475:zero:MVDM-ZERO-DEFINITION-002406;AppendString@1477:zero:MVDM-ZERO-DEFINITION-002406;AppendString@1480:zero:MVDM-ZERO-DEFINITION-002406;AppendString@1496:zero:MVDM-ZERO-DEFINITION-002406;AppendChar@1500:macro-expression;AppendString@1506:zero:MVDM-ZERO-DEFINITION-002406;AppendString@1511:zero:MVDM-ZERO-DEFINITION-002406;AppendChar@1520:macro-expression"
"MVDM-ZERO-DEFINITION-002409"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1528"	"safe_read_byte"	"external-or-unspecified"	"BOOL safe_read_byte( ADDR addr, BYTE *pb )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GetInfoFromSelector@1535:first:MVDM-FIRST-CANDIDATE-001801;GetIntelBase@1540:first:MVDM-FIRST-CANDIDATE-001802;READMEM@1542:macro-expression"
"MVDM-ZERO-DEFINITION-002410"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1545"	"safe_read_short"	"external-or-unspecified"	"BOOL safe_read_short( ADDR addr, SHORT *ps )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GetInfoFromSelector@1551:first:MVDM-FIRST-CANDIDATE-001803;GetIntelBase@1556:first:MVDM-FIRST-CANDIDATE-001804;READMEM@1558:macro-expression"
"MVDM-ZERO-DEFINITION-002411"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1561"	"safe_read_long"	"external-or-unspecified"	"BOOL safe_read_long( ADDR addr, LONG *pl )"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GetInfoFromSelector@1567:first:MVDM-FIRST-CANDIDATE-001805;GetIntelBase@1572:first:MVDM-FIRST-CANDIDATE-001806;READMEM@1574:macro-expression"
"MVDM-ZERO-DEFINITION-002412"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1578"	"Dreg1B"	"external-or-unspecified"	"int Dreg1B(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"selected-zero-degree-callee-present"	"AppendString@1582:zero:MVDM-ZERO-DEFINITION-002406"
"MVDM-ZERO-DEFINITION-002413"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1587"	"Dreg1W"	"external-or-unspecified"	"int Dreg1W(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"selected-zero-degree-callee-present"	"AppendString@1592:zero:MVDM-ZERO-DEFINITION-002406;AppendString@1594:zero:MVDM-ZERO-DEFINITION-002406"
"MVDM-ZERO-DEFINITION-002414"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1599"	"Dreg2B"	"external-or-unspecified"	"int Dreg2B(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"selected-zero-degree-callee-present"	"AppendString@1603:zero:MVDM-ZERO-DEFINITION-002406"
"MVDM-ZERO-DEFINITION-002415"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1608"	"Dreg2W"	"external-or-unspecified"	"int Dreg2W(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"selected-zero-degree-callee-present"	"AppendString@1613:zero:MVDM-ZERO-DEFINITION-002406;AppendString@1615:zero:MVDM-ZERO-DEFINITION-002406"
"MVDM-ZERO-DEFINITION-002416"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1620"	"DmodrmB"	"external-or-unspecified"	"int DmodrmB(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"AppendPrefixes@1629:zero:MVDM-ZERO-DEFINITION-002459;AppendString@1630:zero:MVDM-ZERO-DEFINITION-002406;AppendString@1635:zero:MVDM-ZERO-DEFINITION-002406;AppendPrefixes@1636:zero:MVDM-ZERO-DEFINITION-002459;AppendString@1637:zero:MVDM-ZERO-DEFINITION-002406;AppendChar@1638:macro-expression;AppendNumber@1645:macro-expression;AppendNumber@1657:macro-expression;AppendNumber@1664:macro-expression;AppendChar@1670:macro-expression;DisplayAddress@1672:zero:MVDM-ZERO-DEFINITION-002418"
"MVDM-ZERO-DEFINITION-002417"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1677"	"DmodrmW"	"external-or-unspecified"	"int DmodrmW(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"AppendPrefixes@1686:zero:MVDM-ZERO-DEFINITION-002459;AppendString@1688:zero:MVDM-ZERO-DEFINITION-002406;AppendString@1690:zero:MVDM-ZERO-DEFINITION-002406;AppendString@1695:zero:MVDM-ZERO-DEFINITION-002406;AppendPrefixes@1696:zero:MVDM-ZERO-DEFINITION-002459;AppendChar@1697:macro-expression;AppendString@1698:zero:MVDM-ZERO-DEFINITION-002406;AppendString@1700:zero:MVDM-ZERO-DEFINITION-002406;AppendPrefixes@1701:zero:MVDM-ZERO-DEFINITION-002459;AppendString@1702:zero:MVDM-ZERO-DEFINITION-002406;AppendChar@1704:macro-expression;AppendNumber@1711:macro-expression;AppendNumber@1723:macro-expression;AppendNumber@1730:macro-expression;AppendChar@1736:macro-expression;DisplayAddress@1739:zero:MVDM-ZERO-DEFINITION-002418;DisplayAddress@1741:zero:MVDM-ZERO-DEFINITION-002418"
"MVDM-ZERO-DEFINITION-002418"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1747"	"DisplayAddress"	"external-or-unspecified"	"void DisplayAddress(int mod, int rm, int sOff, int size)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"ExtraChar@1762:macro-expression;ExtraChar@1765:macro-expression;ExtraChar@1768:macro-expression;ExtraChar@1771:macro-expression;ExtraChar@1774:macro-expression;ExtraChar@1777:macro-expression;ExtraChar@1780:macro-expression;ExtraChar@1783:macro-expression;ExtraString@1787:zero:MVDM-ZERO-DEFINITION-002407;ExtraNumber@1827:macro-expression;ExtraString@1828:zero:MVDM-ZERO-DEFINITION-002407;safe_read_short@1831:zero:MVDM-ZERO-DEFINITION-002410;ExtraNumber@1832:macro-expression;ExtraString@1834:zero:MVDM-ZERO-DEFINITION-002407;safe_read_byte@1838:zero:MVDM-ZERO-DEFINITION-002409;ExtraNumber@1839:macro-expression;ExtraString@1841:zero:MVDM-ZERO-DEFINITION-002407;safe_read_long@1845:zero:MVDM-ZERO-DEFINITION-002411;ExtraNumber@1846:macro-expression;ExtraString@1848:zero:MVDM-ZERO-DEFINITION-002407;ExtraString@1851:zero:MVDM-ZERO-DEFINITION-002407"
"MVDM-ZERO-DEFINITION-002419"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1856"	"DALreg"	"external-or-unspecified"	"int DALreg(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"selected-zero-degree-callee-present"	"AppendString@1858:zero:MVDM-ZERO-DEFINITION-002406"
"MVDM-ZERO-DEFINITION-002420"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1863"	"DAHreg"	"external-or-unspecified"	"int DAHreg(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"selected-zero-degree-callee-present"	"AppendString@1865:zero:MVDM-ZERO-DEFINITION-002406"
"MVDM-ZERO-DEFINITION-002421"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1870"	"DBLreg"	"external-or-unspecified"	"int DBLreg(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"selected-zero-degree-callee-present"	"AppendString@1872:zero:MVDM-ZERO-DEFINITION-002406"
"MVDM-ZERO-DEFINITION-002422"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1877"	"DBHreg"	"external-or-unspecified"	"int DBHreg(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"selected-zero-degree-callee-present"	"AppendString@1879:zero:MVDM-ZERO-DEFINITION-002406"
"MVDM-ZERO-DEFINITION-002423"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1884"	"DCLreg"	"external-or-unspecified"	"int DCLreg(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"selected-zero-degree-callee-present"	"AppendString@1886:zero:MVDM-ZERO-DEFINITION-002406"
"MVDM-ZERO-DEFINITION-002424"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1891"	"DCHreg"	"external-or-unspecified"	"int DCHreg(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"selected-zero-degree-callee-present"	"AppendString@1893:zero:MVDM-ZERO-DEFINITION-002406"
"MVDM-ZERO-DEFINITION-002425"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1898"	"DDLreg"	"external-or-unspecified"	"int DDLreg(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"selected-zero-degree-callee-present"	"AppendString@1900:zero:MVDM-ZERO-DEFINITION-002406"
"MVDM-ZERO-DEFINITION-002426"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1905"	"DDHreg"	"external-or-unspecified"	"int DDHreg(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"selected-zero-degree-callee-present"	"AppendString@1907:zero:MVDM-ZERO-DEFINITION-002406"
"MVDM-ZERO-DEFINITION-002427"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1912"	"DAXreg"	"external-or-unspecified"	"int DAXreg(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"AppendChar@1915:macro-expression;AppendString@1917:zero:MVDM-ZERO-DEFINITION-002406"
"MVDM-ZERO-DEFINITION-002428"	"MVDM-FILE-1399"	"vdmexts/disasm.c"	"6da5a9f7cf7510a0e93586aef7d25f3f14b149250bb7419422edeb32f0c8da71"	"vdmexts"	"1922"	"DBXreg"	"external-or-unspecified"	"int DBXreg(LPBYTE lpB)"	"tool-only"	"tool-only"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"AppendChar@1925:macro-expression;AppendString@1927:zero:MVDM-ZERO-DEFINITION-002406"
