review_id	review_cluster	profile_class	source_path	static_candidate_count	candidate_kinds	candidate_symbols	compiler_diagnostic_occurrence_count	compiler_unique_diagnostic_count	compiler_warning_counts	source_review_state	required_source_review
T310-S8-P4-REVIEW-0150	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/stubs.c	4	function-pointer-declaration-or-slot:2;function-pointer-indirect-call:2	clear_v7ptr;paint_v7ptr	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0151	SPC-HOST-STORAGE-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/host/src/nt_rflop.c	0		-	42	42	C4100:14;C4189:2;C4244:10;C4459:2;C4996:14	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0152	SPC-HOST-SYSTEM-INTERRUPT-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/host/src/nt_eoi.c	0		-	3	3	C4005:1;C4101:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0153	SPC-HOST-SYSTEM-INTERRUPT-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/nt_inthk.c	6	function-pointer-declaration-or-slot:3;function-pointer-indirect-call:3	EXIntHandler;HWIntHandler;SWIntHandler	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0154	SPC-HOST-SYSTEM-INTERRUPT-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/host/src/nt_reset.c	0		-	1	1	C4267:1	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0155	SPC-HOST-SYSTEM-INTERRUPT-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/host/src/nt_timer.c	0		-	4	4	C4100:2;C4102:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0156	SPC-HOST-VDD-BINDING	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/nt_vdd.c	2	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	MS_bop_tab;func	6	6	C4100:6	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0157	SPC-HOST-VIDEO-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/host/src/nt_aorc.c	0		-	100	100	C4131:70;C4244:22;C4431:8	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0158	SPC-HOST-VIDEO-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/nt_graph.c	3	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:2	choose_display_mode;paint_screen	100	98	C4013:2;C4100:38;C4131:4;C4142:2;C4211:10;C4244:40;C4305:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0159	SPC-HUNTER-UNSELECTED	unselected-debug-profile	src/mvdm-host/softpc.new/base/inc/hunter.h	148	function-pointer-declaration-or-slot:74;function-pointer-indirect-call:74	abort_trap;activate_menus;all_errors;bios_check;carry_box;check_image;check_split;compare;continue_trap;delete_box;display_image;display_status;draw_box;flip_indicate;flip_regen;flip_screen;get_line_compare;get_max_scan_lines;get_sd_rec;getspc_dump;init;init_compare;mark_error;new_box;next_error;next_screen;pack_screen;prev_error;prev_screen;preview_planes;select_box;set_line_compare;show_screen;start_screen;wipe_box;wipe_error;wipe_errors	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0160	SPC-INPUT-CONTROLLER-CALLBACKS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/keymouse/keyba.c	6	function-pointer-declaration-or-slot:3;function-pointer-indirect-call:3	do_key_repeats_fn_ptr;host_key_down_fn_ptr;host_key_up_fn_ptr	14	14	C4013:4;C4100:4;C4244:6	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0161	SPC-INPUT-CONTROLLER-CALLBACKS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/keymouse/keybd_io.c	1	function-pointer-declaration-or-slot:1	BIOS	8	8	C4100:2;C4101:4;C4244:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0162	SPC-INPUT-CONTROLLER-CALLBACKS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/keymouse/mouse_io.c	2	function-pointer-declaration-or-slot:1;pointer-to-fixed-width-conversion:1	mouse_function	322	322	C4013:6;C4100:212;C4101:10;C4131:4;C4244:68;C4245:2;C4431:16;C4996:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0163	SPC-INPUT-CONTROLLER-CALLBACKS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/keymouse/mouse.c	0		-	16	16	C4131:2;C4244:12;C4706:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0164	SPC-MEMORY-MAPPING-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/host/src/nt_umb.c	0		-	2	2	C4100:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0165	SPC-OTHER-MACHINE-SOURCE	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/dos/emm_mngr.c	0		-	75	75	C4013:4;C4028:2;C4047:4;C4057:8;C4100:2;C4101:14;C4244:16;C4245:6;C4311:6;C4312:9;C4996:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0166	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/bios.h	1	function-pointer-declaration-or-slot:1	BIOS	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0167	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/cntlbop.h	2	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	function	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0168	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/decode.h	4	function-pointer-declaration-or-slot:2;function-pointer-indirect-call:2	read_byte_proc	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0169	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/egacpu.h	10	function-pointer-declaration-or-slot:5;function-pointer-indirect-call:5	bwd_str_read_addr;fwd_str_read_addr;mark_byte;mark_string;mark_word	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0170	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/egamode.h	2	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	choose_display_mode	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0171	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/error.h	18	function-pointer-declaration-or-slot:9;function-pointer-indirect-call:9	error;error_conf;error_ext	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0172	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/gfx_upd.h	6	function-pointer-declaration-or-slot:3;function-pointer-indirect-call:3	clear_v7ptr;paint_screen;paint_v7ptr	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0173	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/gmi.h	10	function-pointer-declaration-or-slot:5;function-pointer-indirect-call:5	b_fill;b_write;w_fill;w_move;w_write	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0174	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/gore.h	10	function-pointer-declaration-or-slot:5;function-pointer-indirect-call:5	b_str;b_wrt;paint_screen;w_str;w_wrt	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0175	SPC-OTHER-MACHINE-SOURCE	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/inc/gvi.h	0		-	30	2	C4005:30	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0176	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/harness.h	2	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	func	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0177	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/host_sig.h	2	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	VOIDFUNC	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0178	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/ica.h	4	function-pointer-indirect-call:4	ica_clear_int_func;ica_hw_interrupt_func;ica_inb_func;ica_outb_func	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0179	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/lm_attr.h	2	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	foo	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0180	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/lm_clien.h	25	function-pointer-declaration-or-slot:12;function-pointer-indirect-call:13	PFV;crypt;exitcall;periodic_call;reconnect;reconnect_done;setitimer;sighandler;user_crypt;user_exitcall;user_reconnect;user_reconnect_done	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0181	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/loader.h	2	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	VFUNC	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0182	SPC-OTHER-MACHINE-SOURCE	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/inc/lock.h	0		-	2	2	C4115:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0183	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/timer.h	4	function-pointer-indirect-call:4	timer_gate_func;timer_inb_func;timer_outb_func;timer_tick_func	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0184	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/tmstrobe.h	1	function-pointer-indirect-call:1	routine	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0185	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/unix_asy.h	3	function-pointer-indirect-call:3	errhandler;eventhandler	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0186	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/video.h	1	function-pointer-declaration-or-slot:1	video_func	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0187	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	src/mvdm-host/softpc.new/dat2obj/dat2obj.c	1	architecture-conditional:1	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0188	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/inc/host_sas.h	80	function-pointer-declaration-or-slot:40;function-pointer-indirect-call:40	do_sas_M_get_dw_ptr;do_sas_blockop;do_sas_connect_memory;do_sas_disable_20_bit_wrapping;do_sas_dw_at;do_sas_dw_at_no_check;do_sas_enable_20_bit_wrapping;do_sas_fills;do_sas_fillsw;do_sas_get_byte_addr;do_sas_hw_at;do_sas_hw_at_no_check;do_sas_inc_M_ptr;do_sas_init;do_sas_load;do_sas_loads;do_sas_loads_no_check;do_sas_loadw;do_sas_memory_size;do_sas_memory_type;do_sas_move_bytes_backward;do_sas_move_bytes_forward;do_sas_move_words_backward;do_sas_move_words_forward;do_sas_overwrite_memory;do_sas_part_disable_20_bit_wrap;do_sas_part_enable_20_bit_wrap;do_sas_scratch_address;do_sas_store;do_sas_store_no_check;do_sas_storedw;do_sas_storedw_no_check;do_sas_stores;do_sas_stores_no_check;do_sas_storew;do_sas_storew_no_check;do_sas_term;do_sas_twenty_bit_wrapping_enabled;do_sas_w_at;do_sas_w_at_no_check	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0189	SPC-STORAGE-CONTROLLER-CALLBACKS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/disks/diskbios.c	2	function-pointer-declaration-or-slot:2	disk_func	14	14	C4244:14	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0190	SPC-STORAGE-CONTROLLER-CALLBACKS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/disks/fdisk.c	5	function-pointer-indirect-call:5	activecmd	36	36	C4100:16;C4189:2;C4244:18	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0191	SPC-STORAGE-CONTROLLER-CALLBACKS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/disks/fla.c	0		-	8	8	C4100:2;C4244:6	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0192	SPC-STORAGE-CONTROLLER-CALLBACKS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/disks/floppy.c	0		-	92	92	C4100:6;C4102:2;C4244:8;C4245:4;C4431:72	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0193	SPC-STORAGE-CONTROLLER-CALLBACKS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/disks/gfi_mpty.c	0		-	20	20	C4100:18;C4244:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0194	SPC-STORAGE-CONTROLLER-CALLBACKS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/disks/gfi.c	0		-	6	6	C4100:2;C4244:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0195	SPC-SUPPORT-CONTROLLER-CALLBACKS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/support/ios.c	8	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:7	func	12	12	C4100:10;C4142:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0196	SPC-SUPPORT-CONTROLLER-CALLBACKS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/support/main.c	0		-	8	8	C4013:6;C4210:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0197	SPC-SUPPORT-CONTROLLER-CALLBACKS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/support/terminat.c	1	function-pointer-indirect-call:1	license_exit	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0198	SPC-SYSTEM-CONTROLLER-CALLBACKS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/system/at_dma.c	0		-	16	16	C4244:12;C4245:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0199	SPC-SYSTEM-CONTROLLER-CALLBACKS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/system/cmos.c	41	function-pointer-declaration-or-slot:2;function-pointer-indirect-call:39	_12to24;_24to12;bcd2bin;bin2bcd	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0200	SPC-SYSTEM-CONTROLLER-CALLBACKS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/system/cmosnt.c	32	function-pointer-declaration-or-slot:4;function-pointer-indirect-call:28	_12to24;_24to12;bcd2bin;bin2bcd	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0201	SPC-SYSTEM-CONTROLLER-CALLBACKS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/system/ica.c	2	function-pointer-indirect-call:1;pointer-to-fixed-width-conversion:1	ica_hw_interrupt_func	6	6	C4100:2;C4101:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0202	SPC-SYSTEM-CONTROLLER-CALLBACKS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/system/illegalp.c	0		-	4	4	C4067:2;C4996:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0203	SPC-SYSTEM-CONTROLLER-CALLBACKS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/system/qevnt.c	2	function-pointer-indirect-call:2	func;qevCallBack	6	6	C4101:4;C4201:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0204	SPC-SYSTEM-CONTROLLER-CALLBACKS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/system/quick_ev.c	21	function-pointer-declaration-or-slot:5;function-pointer-indirect-call:16	ULONG_FUNC;VOID_FUNC;func;get_count;scale_func;set_count;unscale_func;user_get_count;user_set_count	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0205	SPC-SYSTEM-CONTROLLER-CALLBACKS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/system/rom.c	0		-	13	13	C4100:2;C4127:2;C4244:4;C4267:2;C4311:1;C4706:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0206	SPC-SYSTEM-CONTROLLER-CALLBACKS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/system/timer.c	0		-	10	10	C4005:2;C4100:2;C4101:2;C4244:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0207	SPC-VIDEO-CONTROLLER-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/video/ega_mode.c	2	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	choose_display_mode	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0208	SPC-VIDEO-CONTROLLER-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/video/ega_read.c	2	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	string_read_ptr	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0209	SPC-VIDEO-CONTROLLER-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/video/ega_trcr.c	8	function-pointer-declaration-or-slot:4;function-pointer-indirect-call:4	byte_read;recalc_read;string_read;word_read	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0210	SPC-VIDEO-CONTROLLER-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/video/ega_vide.c	1	function-pointer-declaration-or-slot:1	ega_video_func	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0211	SPC-VIDEO-CONTROLLER-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/video/egawrtm0.c	3	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:2	string_read_ptr	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0212	SPC-VIDEO-CONTROLLER-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/video/egwrtm12.c	4	fixed-width-to-pointer-conversion:1;function-pointer-declaration-or-slot:1;function-pointer-indirect-call:2	string_read_ptr	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0213	SPC-VIDEO-CONTROLLER-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/video/gfx_updt.c	53	function-pointer-indirect-call:53	paint_screen	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0214	SPC-VIDEO-CONTROLLER-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/video/v7_ports.c	5	function-pointer-indirect-call:5	clear_v7ptr;paint_v7ptr	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0215	SPC-VIDEO-CONTROLLER-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/video/v7_video.c	1	function-pointer-declaration-or-slot:1	v7vga_video_func	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0216	SPC-VIDEO-CONTROLLER-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/video/video.c	4	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:3	bios_ch2_byte_wrt_fn;bios_ch2_word_wrt_fn;video_func	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
