"symbol"	"invocation_count"	"upstream_declaration_candidates"	"upstream_package_roots"	"first_hop_state"	"next_stage"	"selected_declaration_candidates"
"getVideoplane_enable"	"73"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidgen.h:103;src/mvdm-host\softpc.new\base\inc\egacpu.h:178;src/mvdm-host\softpc.new\base\inc\egacpu.h:258"
"getVideoread_mapped_plane"	"5"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidgen.h:116;src/mvdm-host\softpc.new\base\inc\egacpu.h:204;src/mvdm-host\softpc.new\base\inc\egacpu.h:284"
"getVideorotate"	"43"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidgen.h:121;src/mvdm-host\softpc.new\base\inc\egacpu.h:214;src/mvdm-host\softpc.new\base\inc\egacpu.h:294"
"getVideoscratch"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidgen.h:96;src/mvdm-host\softpc.new\base\inc\egacpu.h:164;src/mvdm-host\softpc.new\base\inc\egacpu.h:244"
"getVideoscreen_ptr"	"3"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidgen.h:120;src/mvdm-host\softpc.new\base\inc\egacpu.h:212;src/mvdm-host\softpc.new\base\inc\egacpu.h:292"
"getVideosr_masked_val"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidgen.h:97;src/mvdm-host\softpc.new\base\inc\egacpu.h:166;src/mvdm-host\softpc.new\base\inc\egacpu.h:246"
"getVideosr_nmask"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidgen.h:98;src/mvdm-host\softpc.new\base\inc\egacpu.h:168;src/mvdm-host\softpc.new\base\inc\egacpu.h:248"
"getVideov7_fg_latches"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidgen.h:125;src/mvdm-host\softpc.new\base\inc\egacpu.h:222;src/mvdm-host\softpc.new\base\inc\egacpu.h:302"
"getVideowplane"	"8"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidgen.h:95;src/mvdm-host\softpc.new\base\inc\egacpu.h:162;src/mvdm-host\softpc.new\base\inc\egacpu.h:242"
"getVideowrmode"	"14"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidgen.h:129;src/mvdm-host\softpc.new\base\inc\egacpu.h:230;src/mvdm-host\softpc.new\base\inc\egacpu.h:310"
"getVideowrstate"	"14"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\evidgen.h:131;src/mvdm-host\softpc.new\base\inc\egacpu.h:234;src/mvdm-host\softpc.new\base\inc\egacpu.h:314"
"GetViewportExtEx"	"2"	"admin/netui/common/hack/dos/windows.h:1245;com/ole32/olethunk/ole16/inc/windows.h:1306;public/sdk/inc/wingdi.h:2664;sdktools/jetadmin/inc/wingdi.h:2664;sdktools/jetadmin/sdk/inc32/wingdi.h:2657;sdktools/wap/gdi/gdiapi.h:183;windows/core/ntuser/rtl/userrtl.h:230"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/gdi;windows/core/ntuser"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetViewportOrgEx"	"2"	"admin/netui/common/hack/dos/windows.h:1250;com/ole32/olethunk/ole16/inc/windows.h:1309;public/sdk/inc/wingdi.h:2665;sdktools/jetadmin/inc/wingdi.h:2665;sdktools/jetadmin/sdk/inc32/wingdi.h:2658;sdktools/wap/gdi/gdiapi.h:184"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/gdi"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetWindow"	"2"	"com/ole32/stg/props/iprop/oleidl.h:2055;com/ole32/stg/props/iprop/oleidl.h:2079;com/ole32/stg/props/iprop/oleidl.h:2110;com/ole32/stg/props/iprop/oleidl.h:2751;windows/mfc/src30/oleimpl.h:59;windows/mfc/src30/oleimpl.h:72;windows/mfc/src40/occimpl.h:199;windows/mfc/src40/occimpl.h:76;windows/mfc/src40/oleimpl2.h:61;windows/mfc/src42/occimpl.h:156;windows/mfc/src42/occimpl.h:301;windows/mfc/src42/oleimpl2.h:61"	"com/ole32/stg;windows/mfc/src30;windows/mfc/src40;windows/mfc/src42"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetWindowDC"	"2"	"admin/netui/common/hack/dos/windows.h:3239;com/ole32/olethunk/ole16/inc/windows.h:3353;public/sdk/inc/mfc30/afxwin.h:1569;public/sdk/inc/mfc40/afxwin.h:1934;public/sdk/inc/mfc42/afxwin.h:2043;public/sdk/inc/winuser.h:5148;sdktools/jetadmin/inc/mfc/inc/afxwin.h:2043;sdktools/jetadmin/inc/winuser.h:5148;sdktools/jetadmin/sdk/inc32/winuser.h:4953;sdktools/wap/user/userapi.h:246"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/user"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetWindowExtEx"	"2"	"admin/netui/common/hack/dos/windows.h:1232;com/ole32/olethunk/ole16/inc/windows.h:1300;public/sdk/inc/wingdi.h:2666;sdktools/jetadmin/inc/wingdi.h:2666;sdktools/jetadmin/sdk/inc32/wingdi.h:2659;sdktools/vdmperf/vdmperf.h:149;sdktools/wap/gdi/gdiapi.h:186;sdktools/wperf/wperf.h:176;windows/core/ntuser/rtl/userrtl.h:231"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/vdmperf/vdmperf.h;sdktools/wap/gdi;sdktools/wperf/wperf.h;windows/core/ntuser"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetWindowLong"	"38"	"public/sdk/inc/windowsx.h:68;public/sdk/inc/windowsx.h:70;public/sdk/inc/windowsx.h:71;public/sdk/inc/winuser.h:1134;public/sdk/inc/winuser.h:6131;public/sdk/inc/winuser.h:6133;sdktools/winobj/winfile.h:673;shell/comctl32/samples/header/port32.h:23;shell/comctl32/samples/trackbar/ccport.h:16;shell/inc/port32.h:22;windows/core/ntuser/client/cltxt.h:209;windows/core/ntuser/client/cltxt.h:215"	"public/sdk/inc;sdktools/winobj/winfile.h;shell/comctl32/samples;shell/inc/port32.h;windows/core/ntuser"	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\v86\scaffold\i386\xwincon.h:98"
"GetWindowLongA"	"1"	"com/ole32/ih/widewrap.h:540;public/sdk/inc/winuser.h:6121;public/sdk/inc/winuser.h:6133;sdktools/jetadmin/inc/winuser.h:6121;sdktools/jetadmin/inc/winuser.h:6133;sdktools/jetadmin/sdk/inc32/winuser.h:5899;sdktools/jetadmin/sdk/inc32/winuser.h:5911;sdktools/wap/user/userapi.h:247"	"com/ole32/ih;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/user"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetWindowOrgEx"	"2"	"admin/netui/common/hack/dos/windows.h:1226;com/ole32/olethunk/ole16/inc/windows.h:1297;public/sdk/inc/wingdi.h:2667;sdktools/jetadmin/inc/wingdi.h:2667;sdktools/jetadmin/sdk/inc32/wingdi.h:2660;sdktools/wap/gdi/gdiapi.h:187"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/gdi"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetWindowPlacement"	"1"	"admin/netui/common/hack/dos/windows.h:3063;com/ole32/olethunk/ole16/inc/windows.h:3172;public/sdk/inc/mfc30/afxwin.h:1554;public/sdk/inc/mfc40/afxwin.h:1919;public/sdk/inc/mfc42/afxwin.h:2028;public/sdk/inc/winuser.h:2889;sdktools/jetadmin/inc/mfc/inc/afxwin.h:2028;sdktools/jetadmin/inc/winuser.h:2889;sdktools/jetadmin/sdk/inc32/winuser.h:2748;sdktools/wap/user/userapi.h:249"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/user"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetWindowRect"	"8"	"admin/netui/common/hack/dos/windows.h:3047;com/ole32/olethunk/ole16/inc/windows.h:3153;public/sdk/inc/mfc30/afxwin.h:1551;public/sdk/inc/mfc40/afxwin.h:1916;public/sdk/inc/mfc42/afxwin.h:2025;public/sdk/inc/winuser.h:5553;sdktools/jetadmin/inc/mfc/inc/afxwin.h:2025;sdktools/jetadmin/inc/winuser.h:5553;sdktools/jetadmin/sdk/inc32/winuser.h:5351;sdktools/wap/user/userapi.h:250;shell/inc/multimon.h:230"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/user;shell/inc/multimon.h"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetWindowsDirectory"	"4"	"admin/netui/common/hack/dos/windows.h:265;com/ole32/olethunk/ole16/inc/windows.h:262;public/sdk/inc/mapiwin.h:210;public/sdk/inc/winbase.h:5447;public/sdk/inc/winbase.h:5449;sdktools/basebvt/fileio.h:30;sdktools/jetadmin/inc/mapiwin.h:210;sdktools/jetadmin/inc/winbase.h:4846;sdktools/jetadmin/inc/winbase.h:4848;sdktools/jetadmin/sdk/inc32/mapiwin.h:204;sdktools/jetadmin/sdk/inc32/winbase.h:4660;sdktools/jetadmin/sdk/inc32/winbase.h:4662"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/basebvt/fileio.h;sdktools/jetadmin/inc;sdktools/jetadmin/sdk"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetWindowTask"	"1"	"admin/netui/common/hack/dos/windows.h:2962;com/ole32/olethunk/ole16/inc/ole2int.h:68;com/ole32/olethunk/ole16/inc/ole2int.h:72;com/ole32/olethunk/ole16/inc/windows.h:3068;public/sdk/inc/mfc40/afxv_w32.h:160;public/sdk/inc/mfc40/afxv_w32.h:161;public/sdk/inc/mfc40/afxv_w32.h:162;public/sdk/inc/mfc42/afxv_w32.h:160;public/sdk/inc/mfc42/afxv_w32.h:161;public/sdk/inc/winuser.h:6323;windows/port1632/preport.h:53"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;windows/port1632/preport.h"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetWindowText"	"2"	"public/sdk/inc/windowsx.h:1084;public/sdk/inc/windowsx.h:928;public/sdk/inc/windowsx.h:939;public/sdk/inc/windowsx.h:955;public/sdk/inc/winuser.h:5522;public/sdk/inc/winuser.h:5524;windows/core/ntuser/client/cltxt.h:499;windows/core/ntuser/client/cltxt.h:533;windows/mfc/src40/occimpl.h:142;windows/mfc/src40/occimpl.h:143;windows/mfc/src42/occimpl.h:222;windows/mfc/src42/occimpl.h:223"	"public/sdk/inc;windows/core/ntuser;windows/mfc/src40;windows/mfc/src42"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetWindowTextLength"	"2"	"admin/netui/common/hack/dos/windows.h:3020;com/ole32/olethunk/ole16/inc/windows.h:3126;public/sdk/inc/mfc40/afxwin.h:1887;public/sdk/inc/windowsx.h:1085;public/sdk/inc/windowsx.h:929;public/sdk/inc/windowsx.h:940;public/sdk/inc/windowsx.h:956;public/sdk/inc/winuser.h:5538;public/sdk/inc/winuser.h:5540;windows/core/ntuser/client/cltxt.h:577;windows/mfc/src40/occimpl.h:144;windows/mfc/src42/occimpl.h:224"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;windows/core/ntuser;windows/mfc/src40;windows/mfc/src42"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetWindowThreadProcessId"	"13"	"public/sdk/inc/mfc30/afxv_w32.h:154;public/sdk/inc/mfc40/afxv_w32.h:163;public/sdk/inc/mfc42/afxv_w32.h:163;public/sdk/inc/winuser.h:6319;public/sdk/inc/winuser.h:6324;sdktools/jetadmin/inc/mfc/inc/afxv_w32.h:163;sdktools/jetadmin/inc/winuser.h:6319;sdktools/jetadmin/inc/winuser.h:6324;sdktools/jetadmin/sdk/inc32/winuser.h:6095;sdktools/jetadmin/sdk/inc32/winuser.h:6100;sdktools/wap/user/userapi.h:255"	"public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/user"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GetWindowWord"	"5"	"admin/netui/common/hack/dos/pwin16.h:21;admin/netui/common/hack/dos/windows.h:3027;admin/netui/common/hack/dos/windows.h:3032;com/ole32/olethunk/ole16/inc/windows.h:3133;com/ole32/olethunk/ole16/inc/windows.h:3138;public/internal/shell/inc/port32.h:39;public/sdk/inc/pwin16.h:21;public/sdk/inc/winuser.h:6106;sdktools/gutils/gutils.h:61;sdktools/wap/user/userapi.h:256;shell/comctl32/samples/header/port32.h:36;shell/inc/port32.h:54"	"admin/netui/common;com/ole32/olethunk;public/internal/shell;public/sdk/inc;sdktools/gutils/gutils.h;sdktools/wap/user;shell/comctl32/samples;shell/inc/port32.h"	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\v86\scaffold\i386\xwincon.h:94"
"GETWNDCLASS16"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\wow32\wstruc.h:72"
"GETWORD"	"9"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\v86\scaffold\i386\x86.h:147;src/mvdm-host\v86\scaffold\i386\x86.h:154"
"GETWORD16"	"156"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\wow32\wow32.h:484"
"GetWOWTaskId"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"GetWOWTicDiff"	"11"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\wow32\wow32.h:646"
"GFI"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:468;src/mvdm-host\softpc.new\base\inc\gfi.h:475;src/mvdm-host\softpc.new\base\inc\gfi.h:484;src/mvdm-host\softpc.new\base\inc\gfi.h:493;src/mvdm-host\softpc.new\base\inc\gfi.h:526;src/mvdm-host\softpc.new\base\inc\gfi.h:537;src/mvdm-host\softpc.new\base\inc\gfi.h:538;src/mvdm-host\softpc.new\base\inc\gfi.h:539;src/mvdm-host\softpc.new\base\inc\gfi.h:540;src/mvdm-host\softpc.new\base\inc\gfi.h:541;src/mvdm-host\softpc.new\base\inc\gfi.h:6;src/mvdm-host\softpc.new\base\inc\gfirflop.h:7"
"gfi_change"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:614"
"gfi_drive_off"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:611"
"gfi_drive_on"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:610"
"gfi_drive_type"	"6"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:613"
"gfi_empty_active"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:589"
"gfi_empty_init"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfiempty.h:23;src/mvdm-host\softpc.new\base\inc\gfiempty.h:34"
"gfi_fdc_command"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:618"
"gfi_floppy_active"	"2"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"gfi_high"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:617"
"gfi_init"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:615"
"gfi_reset"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:605;src/mvdm-host\softpc.new\base\inc\gfi.h:616"
"gfi_slave_active"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"gfi_slave_change"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"gfi_slave_change_line"	"2"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"gfi_slave_command"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"gfi_slave_drive_off"	"2"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"gfi_slave_drive_on"	"2"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"gfi_slave_drive_type"	"5"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"gfi_slave_high"	"2"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"gfi_slave_reset"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"gispROMInit"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gispsvga.h:26"
"GlobalAddAtom"	"2"	"admin/netui/common/hack/dos/windows.h:916;com/ole32/ih/widewrap.h:273;com/ole32/ih/widewrap.h:274;com/ole32/olethunk/ole16/inc/windows.h:967;public/internal/windows/inc/nddeagnt.h:22;public/internal/windows/inc/nddeagnt.h:23;public/sdk/inc/winbase.h:4937;public/sdk/inc/winbase.h:4939;sdktools/jetadmin/inc/winbase.h:4336;sdktools/jetadmin/sdk/inc32/winbase.h:4150;sdktools/jetadmin/sdk/inc32/winbase.h:4152;windows/core/ntuser/inc/ntcftxt.h:1029"	"admin/netui/common;com/ole32/ih;com/ole32/olethunk;public/internal/windows;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;windows/core/ntuser"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GlobalAlloc"	"17"	"base/win32/client/basedll.h:523;com/ole32/olecnv32/error.h:22;com/oleaut32/typelib/newexe.h:155;net/sockets/winsock2.nt5/ws2help/precomp.h:136;net/sockets/winsock2/ws2help/precomp.h:70;shell/inc/port32.h:62;shell/lz/lib/translat.h:163;shell/lz/lib/translat.h:166;windows/core/ntuser/client/usercli.h:110;windows/core/ntuser/inc/ntcb.h:1413;windows/core/ntuser/inc/ntcb.h:1495;windows/core/ntuser/inc/ntcb.h:359"	"base/win32/client;com/ole32/olecnv32;com/oleaut32/typelib;net/sockets/winsock2;net/sockets/winsock2.nt5;shell/inc/port32.h;shell/lz/lib;windows/core/ntuser"	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\v86\scaffold\i386\x86.h:117"
"GlobalAllocLock16"	"43"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\wow32\wcall16.h:47"
"GlobalCompact"	"1"	"admin/netui/common/hack/dos/windows.h:591;com/ole32/olethunk/ole16/inc/windows.h:641;public/internal/shell/inc/heapaloc.h:74;public/sdk/inc/winbase.h:1334;sdktools/jetadmin/inc/winbase.h:1153;sdktools/jetadmin/sdk/inc32/winbase.h:1083;sdktools/wap/base/baseapi.h:238"	"admin/netui/common;com/ole32/olethunk;public/internal/shell;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/base"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GlobalDeleteAtom"	"3"	"admin/netui/common/hack/dos/windows.h:917;com/ole32/olethunk/ole16/inc/windows.h:968;public/internal/windows/inc/nddeagnt.h:27;public/internal/windows/inc/nddeagnt.h:28;public/sdk/inc/winbase.h:2505;sdktools/jetadmin/inc/winbase.h:2185;sdktools/jetadmin/sdk/inc32/winbase.h:1974;sdktools/wap/base/baseapi.h:239;windows/core/ntuser/inc/ntcftxt.h:1045;windows/core/ntuser/inc/ntcftxt.h:911"	"admin/netui/common;com/ole32/olethunk;public/internal/windows;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/base;windows/core/ntuser"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GlobalFindAtom"	"1"	"admin/netui/common/hack/dos/windows.h:918;com/ole32/ih/widewrap.h:591;com/ole32/ih/widewrap.h:592;com/ole32/olethunk/ole16/inc/windows.h:969;public/sdk/inc/winbase.h:4955;public/sdk/inc/winbase.h:4957;sdktools/jetadmin/inc/winbase.h:4354;sdktools/jetadmin/inc/winbase.h:4356;sdktools/jetadmin/sdk/inc32/winbase.h:4168;sdktools/jetadmin/sdk/inc32/winbase.h:4170;windows/core/ntuser/client/cltxt.h:992;windows/core/ntuser/inc/ntcftxt.h:899"	"admin/netui/common;com/ole32/ih;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;windows/core/ntuser"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GlobalFix"	"1"	"admin/netui/common/hack/dos/windows.h:585;com/ole32/olethunk/ole16/inc/windows.h:635;public/sdk/inc/winbase.h:1341;public/sdk/inc/winbase.h:50;public/sdk/inc/wownt32.h:48;public/sdk/inc/wownt32.h:53;sdktools/jetadmin/inc/winbase.h:1160;sdktools/jetadmin/inc/winbase.h:39;sdktools/jetadmin/inc/wownt32.h:48;sdktools/jetadmin/sdk/inc32/winbase.h:1090;sdktools/jetadmin/sdk/inc32/winbase.h:39;sdktools/wap/base/baseapi.h:242"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/base"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GlobalFlags"	"1"	"admin/netui/common/hack/dos/windows.h:569;admin/netui/common/hack/dos/windows.h:572;com/ole32/olethunk/ole16/inc/windows.h:619;com/ole32/olethunk/ole16/inc/windows.h:622;public/internal/shell/inc/heapaloc.h:76;public/sdk/inc/regstr.h:266;public/sdk/inc/regstr.h:267;public/sdk/inc/winbase.h:1295;public/sdk/inc/winbase.h:555;windows/core/ntuser/client/usercli.h:76;windows/core/ntuser/client/usercli.h:85;windows/core/ntuser/client/usercli.h:94"	"admin/netui/common;com/ole32/olethunk;public/internal/shell;public/sdk/inc;windows/core/ntuser"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GlobalFree"	"13"	"net/sockets/winsock2.nt5/ws2help/precomp.h:147;net/sockets/winsock2/ws2help/precomp.h:81;public/sdk/inc/winuser.h:1962;shell/inc/port32.h:65;shell/lz/lib/translat.h:164;shell/lz/lib/translat.h:167;windows/core/ntuser/client/usercli.h:107;windows/core/ntuser/client/usercli.h:113;windows/core/ntuser/client/usercli.h:93;windows/core/ntuser/client/usercli.h:96;windows/core/ntuser/inc/ntcb.h:1428;windows/core/ntuser/inc/ntcb.h:1508"	"net/sockets/winsock2;net/sockets/winsock2.nt5;public/sdk/inc;shell/inc/port32.h;shell/lz/lib;windows/core/ntuser"	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\ms_windo.h:1161;src/mvdm-host\v86\scaffold\i386\x86.h:120"
"GlobalGetAtomName"	"5"	"admin/netui/common/hack/dos/windows.h:919;com/ole32/com/dde/server/ddedebug.h:46;com/ole32/com/remote.obs/dde/server/ddedebug.h:46;com/ole32/ih/widewrap.h:285;com/ole32/ih/widewrap.h:286;com/ole32/olethunk/ole16/inc/windows.h:970;public/sdk/inc/winbase.h:4977;public/sdk/inc/winbase.h:4979;sdktools/jetadmin/inc/winbase.h:4376;sdktools/jetadmin/inc/winbase.h:4378;sdktools/jetadmin/sdk/inc32/winbase.h:4190;sdktools/jetadmin/sdk/inc32/winbase.h:4192"	"admin/netui/common;com/ole32/com;com/ole32/ih;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GlobalHandle"	"1"	"admin/netui/common/hack/dos/windows.h:567;com/ole32/olethunk/ole16/inc/olemem.h:20;com/ole32/olethunk/ole16/inc/olemem.h:28;com/ole32/olethunk/ole16/inc/windows.h:617;public/internal/shell/inc/heapaloc.h:77;public/sdk/inc/pwin32.h:281;public/sdk/inc/winbase.h:1307;public/sdk/inc/winbase.h:1311;public/sdk/inc/windowsx.h:23;sdktools/wap/base/baseapi.h:247;windows/core/ntgdi/direct/ddhel/dibfx.h:32;windows/core/ntgdi/direct/ddhel/dibfx.h:34"	"admin/netui/common;com/ole32/olethunk;public/internal/shell;public/sdk/inc;sdktools/wap/base;windows/core/ntgdi"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
