one_ledger1_identity	caller_physical_identity	caller_source_path	caller_symbol	call_source_line	callee_spelling	call_form	source_definition_result	signature_disposition	seed_class	final_adoption_disposition	owner	next_action
"MVDM-HOST-ONE1-003366"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|1024|FindAddress"	"vdmexts/sym.c"	"FindAddress"	"1045"	"strcpy"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003383"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/system.c|a9a4a81d076c075bb3bb1b6bf62be8ef45a8b5ec44de009f24bcdd1b9989feed|26|ica"	"vdmexts/system.c"	"ica"	"67"	"GetLastError"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003384"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|31|ReadProcessMem"	"vdmexts/util.c"	"ReadProcessMem"	"55"	"WriteProcessMemory"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003385"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|46|WriteProcessMem"	"vdmexts/util.c"	"WriteProcessMem"	"77"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003386"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|46|WriteProcessMem"	"vdmexts/util.c"	"WriteProcessMem"	"81"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003387"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|46|WriteProcessMem"	"vdmexts/util.c"	"WriteProcessMem"	"82"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003388"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|46|WriteProcessMem"	"vdmexts/util.c"	"WriteProcessMem"	"86"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003389"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|46|WriteProcessMem"	"vdmexts/util.c"	"WriteProcessMem"	"87"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003390"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|46|WriteProcessMem"	"vdmexts/util.c"	"WriteProcessMem"	"91"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003391"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|68|GetRegValue"	"vdmexts/util.c"	"GetRegValue"	"77"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003392"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|68|GetRegValue"	"vdmexts/util.c"	"GetRegValue"	"81"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003393"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|68|GetRegValue"	"vdmexts/util.c"	"GetRegValue"	"82"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003394"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|68|GetRegValue"	"vdmexts/util.c"	"GetRegValue"	"86"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003395"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|68|GetRegValue"	"vdmexts/util.c"	"GetRegValue"	"87"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003396"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|68|GetRegValue"	"vdmexts/util.c"	"GetRegValue"	"91"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003397"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|97|GetEspValue"	"vdmexts/util.c"	"GetEspValue"	"105"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003398"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|97|GetEspValue"	"vdmexts/util.c"	"GetEspValue"	"109"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003399"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|97|GetEspValue"	"vdmexts/util.c"	"GetEspValue"	"111"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003400"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|97|GetEspValue"	"vdmexts/util.c"	"GetEspValue"	"112"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003401"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|97|GetEspValue"	"vdmexts/util.c"	"GetEspValue"	"116"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003402"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|97|GetEspValue"	"vdmexts/util.c"	"GetEspValue"	"117"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003403"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|97|GetEspValue"	"vdmexts/util.c"	"GetEspValue"	"118"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003404"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"vdmexts/util.c"	"GetContext"	"151"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003405"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"vdmexts/util.c"	"GetContext"	"152"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003406"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"vdmexts/util.c"	"GetContext"	"163"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003407"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"vdmexts/util.c"	"GetContext"	"164"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003408"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"vdmexts/util.c"	"GetContext"	"166"	"ReadWordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003409"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"vdmexts/util.c"	"GetContext"	"167"	"ReadWordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003410"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"vdmexts/util.c"	"GetContext"	"168"	"ReadWordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003411"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"vdmexts/util.c"	"GetContext"	"169"	"ReadWordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003412"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"vdmexts/util.c"	"GetContext"	"170"	"ReadWordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003413"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"vdmexts/util.c"	"GetContext"	"171"	"ReadWordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003414"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"vdmexts/util.c"	"GetContext"	"180"	"ReadDwordSafe"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-003415"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|129|GetContext"	"vdmexts/util.c"	"GetContext"	"197"	"NtGetContextThread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003416"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|352|GetDescriptorData"	"vdmexts/util.c"	"GetDescriptorData"	"360"	"GetThreadSelectorEntry"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003417"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"604"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003418"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"604"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003419"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"605"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003420"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"607"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003421"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"607"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003422"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"608"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003423"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"610"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003424"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"610"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003425"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"611"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003426"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"613"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003427"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"613"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003428"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"614"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003429"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"616"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003430"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"616"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003431"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"617"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003432"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"619"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003433"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"619"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003434"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"620"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003435"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"622"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003436"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"622"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003437"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"623"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003438"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"625"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003439"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"625"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003440"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"626"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003441"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"628"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
