candidate_id	caller_symbol	caller_source_path	caller_source_sha256	caller_source_line	callee_spelling	declaration_shapes	original_mvdm_definition_candidate_count	original_mvdm_definition_identities	next_disposition
"MVDM-FIRST-REBASELINED-008680"	"VrDispatch"	"vdmredir/vrdisp.c"	"030a3a2f2baaeb36bb58eb459cc91a0f6bf15bfdec777fc2998e3c3d69b2a389"	"139"	"DbgPrint"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-008681"	"VrDispatch"	"vdmredir/vrdisp.c"	"030a3a2f2baaeb36bb58eb459cc91a0f6bf15bfdec777fc2998e3c3d69b2a389"	"147"	"DbgPrint"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-008711"	"VrDlcInit"	"vdmredir/vrdlc5c.c"	"850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf"	"3479"	"InitializeEventHandler"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|vdmredir/vrdlcpst.c|ea7ce5c516434bd5b08fddd53881705385f3d925388ff4e439b337faa388cf01|2996;O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcpst.c|ea7ce5c516434bd5b08fddd53881705385f3d925388ff4e439b337faa388cf01|2996"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-008870"	"VrRaiseInterrupt"	"vdmredir/vrinit.c"	"088ecff80459ed358ebf4f7dd291821748475a8fbdccaf27a1ee1df2b6648273"	"325"	"call_ica_hw_interrupt"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-008873"	"VrDismissInterrupt"	"vdmredir/vrinit.c"	"088ecff80459ed358ebf4f7dd291821748475a8fbdccaf27a1ee1df2b6648273"	"388"	"call_ica_hw_interrupt"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-008887"	"VrResumeHook"	"vdmredir/vrinit.c"	"088ecff80459ed358ebf4f7dd291821748475a8fbdccaf27a1ee1df2b6648273"	"744"	"call_ica_hw_interrupt"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-008891"	"VrTerminateDosProcess"	"vdmredir/vrmisc.c"	"1af57aba3be6a1425eb18187a73c579f56619a2593bce3b2c20be8cf67216b6d"	"79"	"VrTerminateMailslots"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|842;O:\repos.external\OpenNT\base\mvdm|vdmredir/vrmslot.c|70294b72780d3287137310dd4b018b7e572328e1b8bcf9bf4178c32734b95c7c|842"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-008895"	"VrGetCDNames"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"219"	"NetWkstaGetInfo"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-008943"	"VrNetMessageBufferSend"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"616"	"XsNetMessageBufferSend"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-008944"	"VrNetMessageBufferSend"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"618"	"NetpNtStatusToApiStatus"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-008953"	"VrNetRemoteApi"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"822"	"RxNetUserPasswordSet"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-008965"	"VrNetRemoteApi"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1121"	"VrRemoteApi"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154;O:\repos.external\OpenNT\base\mvdm|vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-008979"	"VrNetServerEnum"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1429"	"XsNetServerEnum2"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-008980"	"VrNetServerEnum"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1431"	"NetpNtStatusToApiStatus"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-008988"	"VrNetServiceControl"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1589"	"XsNetServiceControl"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-008989"	"VrNetServiceControl"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1591"	"NetpNtStatusToApiStatus"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-008999"	"VrNetUseAdd"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1801"	"XsNetUseAdd"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009000"	"VrNetUseAdd"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1803"	"NetpNtStatusToApiStatus"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009006"	"VrNetUseDel"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1897"	"XsNetUseDel"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009007"	"VrNetUseDel"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1905"	"NetpNtStatusToApiStatus"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009010"	"VrNetUseEnum"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1971"	"XsNetUseEnum"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009011"	"VrNetUseEnum"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"1979"	"NetpNtStatusToApiStatus"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009024"	"VrNetUseGetInfo"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"2128"	"XsNetUseGetInfo"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009025"	"VrNetUseGetInfo"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"2130"	"NetpNtStatusToApiStatus"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009037"	"VrNetWkstaGetInfo"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"2305"	"XsNetWkstaGetInfo"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009038"	"VrNetWkstaGetInfo"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"2307"	"NetpNtStatusToApiStatus"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009096"	"VrGetAssignListEntry"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"3148"	"XsNetUseEnum"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009097"	"VrGetAssignListEntry"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"3156"	"NetpNtStatusToApiStatus"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009121"	"VrDefineMacro"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"3533"	"XsNetUseAdd"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009122"	"VrDefineMacro"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"3536"	"NetpNtStatusToApiStatus"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009129"	"VrBreakMacro"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"3642"	"XsNetUseDel"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009130"	"VrBreakMacro"	"vdmredir/vrnetapi.c"	"9074aa1c5d287996c95547c08b7e06dac578a29d90aa3b91278c00bbe7392a70"	"3650"	"NetpNtStatusToApiStatus"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009463"	"VrpMapLastError"	"vdmredir/vrputil.c"	"1440cd1379dee1bbe65b0a1e6f6a637a3de48765da85cfd94153e8876a66fe16"	"74"	"DbgPrint"	"function-form-token"	"0"	""	"no original-MVDM body candidate; continue T301 approved-source-union resolution"
"MVDM-FIRST-REBASELINED-009474"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"190"	"CreatePile"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009475"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"196"	"CreatePile"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009476"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"201"	"FarAllocMem"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009477"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"207"	"DmgCreateHeap"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|337;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|337"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009478"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"220"	"CreatePile"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009479"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"221"	"CreatePile"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|552"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009480"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"224"	"CreateLst"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|89;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|89"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009482"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"237"	"CreateLst"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|89;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|89"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009483"	"Register"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"238"	"FarAllocMem"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|430"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009504"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"492"	"DmgDestroyWindow"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|916;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|916"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009507"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"498"	"UnlinkAppInfo"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|58;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|58"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009508"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"500"	"DmgDestroyWindow"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|916;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|916"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009509"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"501"	"DmgDestroyWindow"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|916;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|916"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009510"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"503"	"PopPileSubitem"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|743;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|743"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009511"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"505"	"DestroyPile"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009512"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"507"	"PopPileSubitem"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|743;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|743"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009513"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"509"	"FreeHsz"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmghsz.c|057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3|32;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmghsz.c|057b6e90ed65a296ef1151a02c5e5b8319d7ea5dd2a1904667acd6baf25562a3|32"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009514"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"511"	"DestroyPile"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009515"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"512"	"DestroyPile"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009516"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"513"	"DestroyLst"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|110;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|110"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009517"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"514"	"DmgDestroyHeap"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|367;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgmem.c|94dbd9d00a8d907fe86eeccaf066e880ff5763381527979d0b5f35ac9b90edb8|367"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009518"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"523"	"PopPileSubitem"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|743;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|743"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
"MVDM-FIRST-REBASELINED-009519"	"DdeUninitialize"	"wow16/ddeml/ddeml.c"	"db5e05ec3476aad827158ee92c97bcf499d5e16afe6cdbab8b232210ea100de6"	"526"	"DestroyPile"	"function-form-token"	"2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572;O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/dmgdb.c|a1f7df43d0ce8cdef64271e778fd1e2d5d55ce7ce92df7e8508e1abb175e5b71|572"	"candidate original-MVDM body exists; require per-call include/linkage/variant binding before zero-degree reclassification"
