signature_gate_id	binding_id	resolution_id	one_ledger1_identity	callee_spelling	selected_definition_identity	caller_argument_count	declaration_argument_counts	definition_argument_count	caller_condition_context	definition_condition_context	signature_disposition	next_action	boundary
"MVDM-HOST-ONE1-SIGNATURE-000155"	"MVDM-HOST-ONE1-BINDING-003874"	"MVDM-HOST-ONE1-RESOLUTION-002581"	"MVDM-HOST-ONE1-002766"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"3"	"3;3;3;3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000156"	"MVDM-HOST-ONE1-BINDING-003875"	"MVDM-HOST-ONE1-RESOLUTION-002582"	"MVDM-HOST-ONE1-002767"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"3"	"3;3;3;3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000157"	"MVDM-HOST-ONE1-BINDING-003876"	"MVDM-HOST-ONE1-RESOLUTION-002583"	"MVDM-HOST-ONE1-002768"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"3"	"3;3;3;3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000158"	"MVDM-HOST-ONE1-BINDING-003877"	"MVDM-HOST-ONE1-RESOLUTION-002584"	"MVDM-HOST-ONE1-002769"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"3"	"3;3;3;3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000159"	"MVDM-HOST-ONE1-BINDING-003878"	"MVDM-HOST-ONE1-RESOLUTION-002585"	"MVDM-HOST-ONE1-002770"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"3"	"3;3;3;3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000160"	"MVDM-HOST-ONE1-BINDING-003907"	"MVDM-HOST-ONE1-RESOLUTION-002613"	"MVDM-HOST-ONE1-002798"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"3"	"3;3;3;3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000161"	"MVDM-HOST-ONE1-BINDING-003908"	"MVDM-HOST-ONE1-RESOLUTION-002614"	"MVDM-HOST-ONE1-002799"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"3"	"3;3;3;3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000162"	"MVDM-HOST-ONE1-BINDING-003967"	"MVDM-HOST-ONE1-RESOLUTION-002672"	"MVDM-HOST-ONE1-002857"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000163"	"MVDM-HOST-ONE1-BINDING-003972"	"MVDM-HOST-ONE1-RESOLUTION-002675"	"MVDM-HOST-ONE1-002860"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000164"	"MVDM-HOST-ONE1-BINDING-003973"	"MVDM-HOST-ONE1-RESOLUTION-002678"	"MVDM-HOST-ONE1-002863"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000165"	"MVDM-HOST-ONE1-BINDING-003978"	"MVDM-HOST-ONE1-RESOLUTION-002681"	"MVDM-HOST-ONE1-002866"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000166"	"MVDM-HOST-ONE1-BINDING-003983"	"MVDM-HOST-ONE1-RESOLUTION-002685"	"MVDM-HOST-ONE1-002870"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000167"	"MVDM-HOST-ONE1-BINDING-003984"	"MVDM-HOST-ONE1-RESOLUTION-002686"	"MVDM-HOST-ONE1-002871"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000168"	"MVDM-HOST-ONE1-BINDING-003985"	"MVDM-HOST-ONE1-RESOLUTION-002689"	"MVDM-HOST-ONE1-002874"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000169"	"MVDM-HOST-ONE1-BINDING-003986"	"MVDM-HOST-ONE1-RESOLUTION-002692"	"MVDM-HOST-ONE1-002877"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000170"	"MVDM-HOST-ONE1-BINDING-003987"	"MVDM-HOST-ONE1-RESOLUTION-002695"	"MVDM-HOST-ONE1-002880"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000171"	"MVDM-HOST-ONE1-BINDING-003988"	"MVDM-HOST-ONE1-RESOLUTION-002698"	"MVDM-HOST-ONE1-002883"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000172"	"MVDM-HOST-ONE1-BINDING-003989"	"MVDM-HOST-ONE1-RESOLUTION-002699"	"MVDM-HOST-ONE1-002884"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000173"	"MVDM-HOST-ONE1-BINDING-003990"	"MVDM-HOST-ONE1-RESOLUTION-002700"	"MVDM-HOST-ONE1-002885"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000174"	"MVDM-HOST-ONE1-BINDING-003991"	"MVDM-HOST-ONE1-RESOLUTION-002701"	"MVDM-HOST-ONE1-002886"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000175"	"MVDM-HOST-ONE1-BINDING-003992"	"MVDM-HOST-ONE1-RESOLUTION-002702"	"MVDM-HOST-ONE1-002887"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000176"	"MVDM-HOST-ONE1-BINDING-003993"	"MVDM-HOST-ONE1-RESOLUTION-002703"	"MVDM-HOST-ONE1-002888"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000177"	"MVDM-HOST-ONE1-BINDING-003994"	"MVDM-HOST-ONE1-RESOLUTION-002706"	"MVDM-HOST-ONE1-002891"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000178"	"MVDM-HOST-ONE1-BINDING-003995"	"MVDM-HOST-ONE1-RESOLUTION-002707"	"MVDM-HOST-ONE1-002892"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000179"	"MVDM-HOST-ONE1-BINDING-003996"	"MVDM-HOST-ONE1-RESOLUTION-002711"	"MVDM-HOST-ONE1-002896"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000180"	"MVDM-HOST-ONE1-BINDING-004001"	"MVDM-HOST-ONE1-RESOLUTION-002713"	"MVDM-HOST-ONE1-002898"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000181"	"MVDM-HOST-ONE1-BINDING-004003"	"MVDM-HOST-ONE1-RESOLUTION-002715"	"MVDM-HOST-ONE1-002900"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000182"	"MVDM-HOST-ONE1-BINDING-004005"	"MVDM-HOST-ONE1-RESOLUTION-002717"	"MVDM-HOST-ONE1-002902"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000183"	"MVDM-HOST-ONE1-BINDING-004019"	"MVDM-HOST-ONE1-RESOLUTION-002722"	"MVDM-HOST-ONE1-002907"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000184"	"MVDM-HOST-ONE1-BINDING-004025"	"MVDM-HOST-ONE1-RESOLUTION-002725"	"MVDM-HOST-ONE1-002910"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000185"	"MVDM-HOST-ONE1-BINDING-004049"	"MVDM-HOST-ONE1-RESOLUTION-002738"	"MVDM-HOST-ONE1-002923"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000186"	"MVDM-HOST-ONE1-BINDING-004054"	"MVDM-HOST-ONE1-RESOLUTION-002740"	"MVDM-HOST-ONE1-002925"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000187"	"MVDM-HOST-ONE1-BINDING-004062"	"MVDM-HOST-ONE1-RESOLUTION-002747"	"MVDM-HOST-ONE1-002932"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000188"	"MVDM-HOST-ONE1-BINDING-004067"	"MVDM-HOST-ONE1-RESOLUTION-002749"	"MVDM-HOST-ONE1-002934"	"DebugPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/x86/debug3.c|bf5534fb22780254646c0e111c19e1dc2c8b662b0e4954a5fb2bf387af73c632|44|DebugPrint"	"2"	"2;2"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000189"	"MVDM-HOST-ONE1-BINDING-004282"	"MVDM-HOST-ONE1-RESOLUTION-002866"	"MVDM-HOST-ONE1-003051"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000190"	"MVDM-HOST-ONE1-BINDING-004476"	"MVDM-HOST-ONE1-RESOLUTION-002968"	"MVDM-HOST-ONE1-003215"	"ReadByte"	"O:\repos.external\OpenNT|com/oleaut32/typelib/fstream.cxx|9c94dce5df44d225336ef2becef25ac3e095f3cddbbfd2d62280827cf7154f82|130|ReadByte"	"1"	"1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000191"	"MVDM-HOST-ONE1-BINDING-005370"	"MVDM-HOST-ONE1-RESOLUTION-003447"	"MVDM-HOST-ONE1-003748"	"LocalAlloc"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|39|LocalAlloc"	"2"	"2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000192"	"MVDM-HOST-ONE1-BINDING-005371"	"MVDM-HOST-ONE1-RESOLUTION-003448"	"MVDM-HOST-ONE1-003749"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"1"	"1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000193"	"MVDM-HOST-ONE1-BINDING-005500"	"MVDM-HOST-ONE1-RESOLUTION-003550"	"MVDM-HOST-ONE1-003851"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"1"	"1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000194"	"MVDM-HOST-ONE1-BINDING-005501"	"MVDM-HOST-ONE1-RESOLUTION-003551"	"MVDM-HOST-ONE1-003852"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"1"	"1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000195"	"MVDM-HOST-ONE1-BINDING-005526"	"MVDM-HOST-ONE1-RESOLUTION-003578"	"MVDM-HOST-ONE1-003879"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"1"	"1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000196"	"MVDM-HOST-ONE1-BINDING-005545"	"MVDM-HOST-ONE1-RESOLUTION-003588"	"MVDM-HOST-ONE1-003889"	"LocalAlloc"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|39|LocalAlloc"	"2"	"2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000197"	"MVDM-HOST-ONE1-BINDING-005546"	"MVDM-HOST-ONE1-RESOLUTION-003590"	"MVDM-HOST-ONE1-003891"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"1"	"1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
