canonical_interface_id	callee_spelling	raw_call_site_count	raw_candidate_ids	caller_definition_count	caller_source_identities	initial_first_degree_statuses	prior_semantic_dispositions	boundary
"MVDM-FIRST-INTERFACE-000444"	"kb_setup_vectors"	"2"	"MVDM-FIRST-CANDIDATE-001314;MVDM-FIRST-CANDIDATE-001315"	"1"	"softpc.new/host/src/nt_bop.c:729;softpc.new/host/src/nt_bop.c:732"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000445"	"KbdResume"	"2"	"MVDM-FIRST-CANDIDATE-001523;MVDM-FIRST-CANDIDATE-001550"	"2"	"softpc.new/host/src/nt_event.c:1564;softpc.new/host/src/nt_fulsc.c:216"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000446"	"keys_in_6805_buff"	"1"	"MVDM-FIRST-CANDIDATE-001536"	"1"	"softpc.new/host/src/nt_event.c:1917"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000447"	"LeaveDebug"	"3"	"MVDM-FIRST-CANDIDATE-001043;MVDM-FIRST-CANDIDATE-001081;MVDM-FIRST-CANDIDATE-001083"	"3"	"softpc.new/base/debug/trace.c:457;softpc.new/base/debug/yoda.c:5896;softpc.new/base/debug/yoda.c:8251"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000448"	"LineDDA"	"1"	"MVDM-FIRST-CANDIDATE-002350"	"1"	"wow32/wgdi.c:2813"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000449"	"LineTo"	"7"	"MVDM-FIRST-CANDIDATE-001625;MVDM-FIRST-CANDIDATE-001626;MVDM-FIRST-CANDIDATE-001627;MVDM-FIRST-CANDIDATE-001628;MVDM-FIRST-CANDIDATE-001632;MVDM-FIRST-CANDIDATE-001634;MVDM-FIRST-CANDIDATE-002351"	"3"	"softpc.new/host/src/nt_hunt.c:134;softpc.new/host/src/nt_hunt.c:135;softpc.new/host/src/nt_hunt.c:136;softpc.new/host/src/nt_hunt.c:137;softpc.new/host/src/nt_hunt.c:166;softpc.new/host/src/nt_hunt.c:168;wow32/wgdi.c:2834"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000450"	"loadFontToEmulation"	"1"	"MVDM-FIRST-CANDIDATE-001232"	"1"	"softpc.new/base/video/ega_vide.c:683"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000451"	"loadFontToVGA"	"1"	"MVDM-FIRST-CANDIDATE-001231"	"1"	"softpc.new/base/video/ega_vide.c:679"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000452"	"LoadResource"	"1"	"MVDM-FIRST-CANDIDATE-002651"	"1"	"wow32/wres32.c:55"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000453"	"LocalFileTimeToFileTime"	"2"	"MVDM-FIRST-CANDIDATE-000195;MVDM-FIRST-CANDIDATE-002481"	"2"	"dos/dem/demhndl.c:497;wow32/wkfileio.c:2024"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000454"	"LocalNotify"	"1"	"MVDM-FIRST-CANDIDATE-002507"	"1"	"wow32/wklocal.c:148"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000455"	"LockFile"	"2"	"MVDM-FIRST-CANDIDATE-000205;MVDM-FIRST-CANDIDATE-002483"	"2"	"dos/dem/demlock.c:37;wow32/wkfileio.c:2075"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000456"	"log"	"1"	"MVDM-FIRST-CANDIDATE-001835"	"1"	"softpc.new/host/src/stubs.c:47"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000457"	"lpAcsLan"	"13"	"MVDM-FIRST-CANDIDATE-002080;MVDM-FIRST-CANDIDATE-002081;MVDM-FIRST-CANDIDATE-002082;MVDM-FIRST-CANDIDATE-002083;MVDM-FIRST-CANDIDATE-002084;MVDM-FIRST-CANDIDATE-002085;MVDM-FIRST-CANDIDATE-002086;MVDM-FIRST-CANDIDATE-002087;MVDM-FIRST-CANDIDATE-002088;MVDM-FIRST-CANDIDATE-002089;MVDM-FIRST-CANDIDATE-002090;MVDM-FIRST-CANDIDATE-002102;MVDM-FIRST-CANDIDATE-002105"	"11"	"vdmredir/vrdlc5c.c:3020;vdmredir/vrdlc5c.c:3078;vdmredir/vrdlc5c.c:3126;vdmredir/vrdlc5c.c:3179;vdmredir/vrdlc5c.c:3249;vdmredir/vrdlc5c.c:3253;vdmredir/vrdlc5c.c:3302;vdmredir/vrdlc5c.c:3352;vdmredir/vrdlc5c.c:3356;vdmredir/vrdlc5c.c:3408;vdmredir/vrdlc5c.c:3583;vdmredir/vrdlcpst.c:2971;vdmredir/vrdlcpst.c:3201"	"requires-first-degree-source-audit"	"macro-or-function-pointer-contract"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000458"	"lpDlcCallDriver"	"1"	"MVDM-FIRST-CANDIDATE-002079"	"1"	"vdmredir/vrdlc5c.c:2161"	"requires-first-degree-source-audit"	"macro-or-function-pointer-contract"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000459"	"lpNtAcsLan"	"1"	"MVDM-FIRST-CANDIDATE-002092"	"1"	"vdmredir/vrdlc5c.c:3849"	"requires-first-degree-source-audit"	"macro-or-function-pointer-contract"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000460"	"lpStartAddress"	"1"	"MVDM-FIRST-CANDIDATE-001747"	"1"	"softpc.new/host/src/nt_thred.c:121"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000461"	"LPtoDP"	"1"	"MVDM-FIRST-CANDIDATE-002349"	"1"	"wow32/wgdi.c:2779"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000462"	"mapHostROMs"	"1"	"MVDM-FIRST-CANDIDATE-001209"	"1"	"softpc.new/base/system/rom.c:291"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000463"	"mark_byte"	"2"	"MVDM-FIRST-CANDIDATE-001250;MVDM-FIRST-CANDIDATE-001256"	"2"	"softpc.new/base/video/egwrtm12.c:365;softpc.new/base/video/egwrtm12.c:716"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000464"	"mark_fill"	"3"	"MVDM-FIRST-CANDIDATE-001252;MVDM-FIRST-CANDIDATE-001253;MVDM-FIRST-CANDIDATE-001258"	"3"	"softpc.new/base/video/egwrtm12.c:533;softpc.new/base/video/egwrtm12.c:544;softpc.new/base/video/egwrtm12.c:922"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000465"	"mark_string"	"3"	"MVDM-FIRST-CANDIDATE-001254;MVDM-FIRST-CANDIDATE-001255;MVDM-FIRST-CANDIDATE-001260"	"3"	"softpc.new/base/video/egwrtm12.c:613;softpc.new/base/video/egwrtm12.c:651;softpc.new/base/video/egwrtm12.c:1191"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000466"	"mark_wfill"	"1"	"MVDM-FIRST-CANDIDATE-001259"	"1"	"softpc.new/base/video/egwrtm12.c:1025"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000467"	"mark_word"	"2"	"MVDM-FIRST-CANDIDATE-001251;MVDM-FIRST-CANDIDATE-001257"	"2"	"softpc.new/base/video/egwrtm12.c:409;softpc.new/base/video/egwrtm12.c:821"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000468"	"mda_init"	"1"	"MVDM-FIRST-CANDIDATE-001268"	"1"	"softpc.new/base/video/gvi.c:260"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000469"	"mda_term"	"2"	"MVDM-FIRST-CANDIDATE-001265;MVDM-FIRST-CANDIDATE-001270"	"2"	"softpc.new/base/video/gvi.c:179;softpc.new/base/video/gvi.c:304"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000470"	"memcpy_16"	"2"	"MVDM-FIRST-CANDIDATE-001278;MVDM-FIRST-CANDIDATE-001280"	"2"	"softpc.new/base/video/vga_vide.c:292;softpc.new/base/video/vga_vide.c:346"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000471"	"memset_16"	"2"	"MVDM-FIRST-CANDIDATE-001279;MVDM-FIRST-CANDIDATE-001281"	"2"	"softpc.new/base/video/vga_vide.c:298;softpc.new/base/video/vga_vide.c:352"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000472"	"MessageBeep"	"5"	"MVDM-FIRST-CANDIDATE-001737;MVDM-FIRST-CANDIDATE-002575;MVDM-FIRST-CANDIDATE-002685;MVDM-FIRST-CANDIDATE-002758;MVDM-FIRST-CANDIDATE-002778"	"5"	"softpc.new/host/src/nt_sound.c:71;wow32/wkman.c:4468;wow32/wsman.c:23;wow32/wuman.c:135;wow32/wuser.c:2165"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000473"	"mouse_driver_initialisation"	"1"	"MVDM-FIRST-CANDIDATE-001135"	"1"	"softpc.new/base/support/main.c:338"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000474"	"mouse_video_mode_changed"	"1"	"MVDM-FIRST-CANDIDATE-001239"	"1"	"softpc.new/base/video/ega_vide.c:1330"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000475"	"MoveFileExOem"	"1"	"MVDM-FIRST-CANDIDATE-002557"	"1"	"wow32/wkman.c:3435"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000476"	"MoveFileOem"	"3"	"MVDM-FIRST-CANDIDATE-000144;MVDM-FIRST-CANDIDATE-000165;MVDM-FIRST-CANDIDATE-002559"	"3"	"dos/dem/demfcb.c:303;dos/dem/demfile.c:558;wow32/wkman.c:3439"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000477"	"MoveToEx"	"5"	"MVDM-FIRST-CANDIDATE-001624;MVDM-FIRST-CANDIDATE-001631;MVDM-FIRST-CANDIDATE-001633;MVDM-FIRST-CANDIDATE-002352;MVDM-FIRST-CANDIDATE-002422"	"4"	"softpc.new/host/src/nt_hunt.c:133;softpc.new/host/src/nt_hunt.c:165;softpc.new/host/src/nt_hunt.c:167;wow32/wgdi.c:2854;wow32/wgdi31.c:604"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000478"	"MsgWaitForMultipleObjects"	"1"	"MVDM-FIRST-CANDIDATE-002532"	"1"	"wow32/wkman.c:1989"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000479"	"Nano_slow_yoda"	"1"	"MVDM-FIRST-CANDIDATE-001049"	"1"	"softpc.new/base/debug/yoda.c:298"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000480"	"net_term"	"1"	"MVDM-FIRST-CANDIDATE-001141"	"1"	"softpc.new/base/support/terminat.c:127"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000481"	"NetApiBufferFree"	"5"	"MVDM-FIRST-CANDIDATE-002122;MVDM-FIRST-CANDIDATE-002123;MVDM-FIRST-CANDIDATE-002125;MVDM-FIRST-CANDIDATE-002153;MVDM-FIRST-CANDIDATE-002187"	"4"	"vdmredir/vrnetapi.c:281;vdmredir/vrnetapi.c:284;vdmredir/vrnetapi.c:509;vdmredir/vrnetapi.c:2680;vdmredir/vrremote.c:678"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000482"	"Netbios"	"3"	"MVDM-FIRST-CANDIDATE-002165;MVDM-FIRST-CANDIDATE-002166;MVDM-FIRST-CANDIDATE-002167"	"2"	"vdmredir/vrnetb.c:255;vdmredir/vrnetb.c:282;vdmredir/vrnetb.c:481"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000483"	"NetpCopyWStrToStr"	"4"	"MVDM-FIRST-CANDIDATE-002149;MVDM-FIRST-CANDIDATE-002150;MVDM-FIRST-CANDIDATE-002151;MVDM-FIRST-CANDIDATE-002152"	"1"	"vdmredir/vrnetapi.c:2469;vdmredir/vrnetapi.c:2521;vdmredir/vrnetapi.c:2541;vdmredir/vrnetapi.c:2555"	"requires-first-degree-source-audit"	"netapi-redirector-private-contract"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000484"	"NetpNtStatusToApiStatus"	"11"	"MVDM-FIRST-CANDIDATE-002127;MVDM-FIRST-CANDIDATE-002135;MVDM-FIRST-CANDIDATE-002137;MVDM-FIRST-CANDIDATE-002139;MVDM-FIRST-CANDIDATE-002141;MVDM-FIRST-CANDIDATE-002143;MVDM-FIRST-CANDIDATE-002145;MVDM-FIRST-CANDIDATE-002147;MVDM-FIRST-CANDIDATE-002155;MVDM-FIRST-CANDIDATE-002157;MVDM-FIRST-CANDIDATE-002159"	"11"	"vdmredir/vrnetapi.c:618;vdmredir/vrnetapi.c:1431;vdmredir/vrnetapi.c:1591;vdmredir/vrnetapi.c:1803;vdmredir/vrnetapi.c:1905;vdmredir/vrnetapi.c:1979;vdmredir/vrnetapi.c:2130;vdmredir/vrnetapi.c:2307;vdmredir/vrnetapi.c:3156;vdmredir/vrnetapi.c:3536;vdmredir/vrnetapi.c:3650"	"requires-first-degree-source-audit"	"netapi-redirector-private-contract"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000485"	"NetWkstaGetInfo"	"2"	"MVDM-FIRST-CANDIDATE-002117;MVDM-FIRST-CANDIDATE-002186"	"2"	"vdmredir/vrnetapi.c:219;vdmredir/vrremote.c:663"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000486"	"NetWkstaUserGetInfo"	"3"	"MVDM-FIRST-CANDIDATE-002118;MVDM-FIRST-CANDIDATE-002124;MVDM-FIRST-CANDIDATE-002148"	"3"	"vdmredir/vrnetapi.c:220;vdmredir/vrnetapi.c:492;vdmredir/vrnetapi.c:2432"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000487"	"NtAlertThread"	"2"	"MVDM-FIRST-CANDIDATE-001495;MVDM-FIRST-CANDIDATE-001750"	"2"	"softpc.new/host/src/nt_event.c:295;softpc.new/host/src/nt_timer.c:309"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000488"	"NtAllocateVirtualMemory"	"10"	"MVDM-FIRST-CANDIDATE-000273;MVDM-FIRST-CANDIDATE-000275;MVDM-FIRST-CANDIDATE-001735;MVDM-FIRST-CANDIDATE-001776;MVDM-FIRST-CANDIDATE-001781;MVDM-FIRST-CANDIDATE-001784;MVDM-FIRST-CANDIDATE-001927;MVDM-FIRST-CANDIDATE-001940;MVDM-FIRST-CANDIDATE-001970;MVDM-FIRST-CANDIDATE-002812"	"10"	"dpmi32/i386/dpmimem.c:60;dpmi32/i386/dpmimem.c:143;softpc.new/host/src/nt_sec.c:103;softpc.new/host/src/nt_umb.c:124;softpc.new/host/src/nt_umb.c:353;softpc.new/host/src/nt_umb.c:460;v86/monitor/i386/proflib.c:204;v86/monitor/i386/proflib.c:424;v86/monitor/i386/sas.c:333;xms.486/i386/xmsmem86.c:61"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000489"	"NtClose"	"22"	"MVDM-FIRST-CANDIDATE-000134;MVDM-FIRST-CANDIDATE-000179;MVDM-FIRST-CANDIDATE-000230;MVDM-FIRST-CANDIDATE-000239;MVDM-FIRST-CANDIDATE-000261;MVDM-FIRST-CANDIDATE-001528;MVDM-FIRST-CANDIDATE-001529;MVDM-FIRST-CANDIDATE-001541;MVDM-FIRST-CANDIDATE-001543;MVDM-FIRST-CANDIDATE-001545;MVDM-FIRST-CANDIDATE-001546;MVDM-FIRST-CANDIDATE-001547;MVDM-FIRST-CANDIDATE-001727;MVDM-FIRST-CANDIDATE-001796;MVDM-FIRST-CANDIDATE-001797;MVDM-FIRST-CANDIDATE-001839;MVDM-FIRST-CANDIDATE-001918;MVDM-FIRST-CANDIDATE-001954;MVDM-FIRST-CANDIDATE-001963;MVDM-FIRST-CANDIDATE-001980;MVDM-FIRST-CANDIDATE-002523;MVDM-FIRST-CANDIDATE-002608"	"16"	"dos/dem/demerror.c:298;dos/dem/demgset.c:300;dos/dem/demsrch.c:887;dos/dem/demsrch.c:1193;dos/dem/demsrch.c:2265;softpc.new/host/src/nt_event.c:1649;softpc.new/host/src/nt_event.c:1653;softpc.new/host/src/nt_fdisk.c:329;softpc.new/host/src/nt_fdisk.c:341;softpc.new/host/src/nt_fdisk.c:361;softpc.new/host/src/nt_fdisk.c:373;softpc.new/host/src/nt_fdisk.c:388;softpc.new/host/src/nt_rflop.c:654;softpc.new/host/src/nt_umb.c:920;softpc.new/host/src/nt_umb.c:949;softpc.new/host/src/x86_emm.c:287;softpc.new/obj.vdm/ntvdm.c:315;v86/monitor/i386/proflib.c:690;v86/monitor/i386/proflib.c:928;v86/monitor/i386/thread.c:224;wow32/wkman.c:1314;wow32/wole2.c:113"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000490"	"NtCreateFile"	"3"	"MVDM-FIRST-CANDIDATE-001525;MVDM-FIRST-CANDIDATE-001738;MVDM-FIRST-CANDIDATE-001950"	"3"	"softpc.new/host/src/nt_event.c:1594;softpc.new/host/src/nt_sound.c:124;v86/monitor/i386/proflib.c:597"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000491"	"NtCreateProfile"	"2"	"MVDM-FIRST-CANDIDATE-001929;MVDM-FIRST-CANDIDATE-001946"	"2"	"v86/monitor/i386/proflib.c:234;v86/monitor/i386/proflib.c:498"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000492"	"NtCreateSection"	"4"	"MVDM-FIRST-CANDIDATE-001798;MVDM-FIRST-CANDIDATE-001836;MVDM-FIRST-CANDIDATE-001936;MVDM-FIRST-CANDIDATE-001964"	"4"	"softpc.new/host/src/nt_umb.c:976;softpc.new/host/src/x86_emm.c:193;v86/monitor/i386/proflib.c:363;v86/monitor/i386/sas.c:161"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000493"	"NtDeviceIoControlFile"	"14"	"MVDM-FIRST-CANDIDATE-000314;MVDM-FIRST-CANDIDATE-001526;MVDM-FIRST-CANDIDATE-001540;MVDM-FIRST-CANDIDATE-001685;MVDM-FIRST-CANDIDATE-001687;MVDM-FIRST-CANDIDATE-001689;MVDM-FIRST-CANDIDATE-001691;MVDM-FIRST-CANDIDATE-001693;MVDM-FIRST-CANDIDATE-001695;MVDM-FIRST-CANDIDATE-001697;MVDM-FIRST-CANDIDATE-001699;MVDM-FIRST-CANDIDATE-001701;MVDM-FIRST-CANDIDATE-001726;MVDM-FIRST-CANDIDATE-001739"	"14"	"sim32/sim32.c:262;softpc.new/host/src/nt_event.c:1613;softpc.new/host/src/nt_fdisk.c:317;softpc.new/host/src/nt_ntfun.c:54;softpc.new/host/src/nt_ntfun.c:188;softpc.new/host/src/nt_ntfun.c:231;softpc.new/host/src/nt_ntfun.c:274;softpc.new/host/src/nt_ntfun.c:336;softpc.new/host/src/nt_ntfun.c:414;softpc.new/host/src/nt_ntfun.c:465;softpc.new/host/src/nt_ntfun.c:519;softpc.new/host/src/nt_ntfun.c:569;softpc.new/host/src/nt_rflop.c:582;softpc.new/host/src/nt_sound.c:194"	"requires-first-degree-source-audit"	"native-nt-or-loader-contract"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000494"	"NtDuplicateObject"	"1"	"MVDM-FIRST-CANDIDATE-001978"	"1"	"v86/monitor/i386/thread.c:106"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000495"	"NtEnumerateValueKey"	"1"	"MVDM-FIRST-CANDIDATE-001917"	"1"	"softpc.new/obj.vdm/ntvdm.c:300"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000496"	"NtFlushInstructionCache"	"1"	"MVDM-FIRST-CANDIDATE-001305"	"1"	"softpc.new/host/src/cpucstbs.c:23"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000497"	"NtFreeVirtualMemory"	"7"	"MVDM-FIRST-CANDIDATE-000274;MVDM-FIRST-CANDIDATE-000276;MVDM-FIRST-CANDIDATE-001734;MVDM-FIRST-CANDIDATE-001965;MVDM-FIRST-CANDIDATE-001966;MVDM-FIRST-CANDIDATE-001971;MVDM-FIRST-CANDIDATE-002813"	"6"	"dpmi32/i386/dpmimem.c:92;dpmi32/i386/dpmimem.c:176;softpc.new/host/src/nt_sec.c:67;v86/monitor/i386/sas.c:191;v86/monitor/i386/sas.c:209;v86/monitor/i386/sas.c:384;xms.486/i386/xmsmem86.c:109"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000498"	"NtFsControlFile"	"1"	"MVDM-FIRST-CANDIDATE-001544"	"1"	"softpc.new/host/src/nt_fdisk.c:349"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000499"	"NtGetContextThread"	"3"	"MVDM-FIRST-CANDIDATE-000003;MVDM-FIRST-CANDIDATE-001921;MVDM-FIRST-CANDIDATE-002077"	"3"	"bde/bdeutil.c:173;v86/monitor/i386/monitor.c:259;vdmexts/util.c:197"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
