"call_id"	"caller_file_id"	"caller_path"	"caller_package"	"source_line"	"lexical_callee"	"original_correlation"	"declaration_candidate_ids"	"file_provisional_disposition"	"call_accounting_state"	"evidence"
"MVDM-CALL-071860"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1704"	"SendDlgItemMessage"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1704"
"MVDM-CALL-071861"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1705"	"UpdatePifScreen"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1705"
"MVDM-CALL-071862"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1707"	"ShowWindow"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1707"
"MVDM-CALL-071863"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1709"	"ShowWindow"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1709"
"MVDM-CALL-071864"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1711"	"ShowWindow"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1711"
"MVDM-CALL-071865"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1718"	"DoPifCommand"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1718"
"MVDM-CALL-071866"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1726"	"LOWORD"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1726"
"MVDM-CALL-071867"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1730"	"MaybeSaveFile"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1730"
"MVDM-CALL-071868"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1731"	"InitPifStruct"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1731"
"MVDM-CALL-071869"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1732"	"UpdatePifScreen"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1732"
"MVDM-CALL-071870"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1733"	"UpdatePifStruct"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1733"
"MVDM-CALL-071871"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1743"	"SendMessage"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1743"
"MVDM-CALL-071872"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1744"	"GetDlgItem"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1744"
"MVDM-CALL-071873"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1745"	"SetFocus"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1745"
"MVDM-CALL-071874"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1746"	"SetMainTitle"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1746"
"MVDM-CALL-071875"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1751"	"DoOpenPifFile"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1751"
"MVDM-CALL-071876"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1761"	"PutUpDB"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1761"
"MVDM-CALL-071877"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1763"	"HourGlass"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1763"
"MVDM-CALL-071878"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1764"	"SavePifFile"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1764"
"MVDM-CALL-071879"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1766"	"LocalFree"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1766"
"MVDM-CALL-071880"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1768"	"HourGlass"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1768"
"MVDM-CALL-071881"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1772"	"SetMainTitle"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1772"
"MVDM-CALL-071882"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1779"	"DoHelp"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1779"
"MVDM-CALL-071883"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1782"	"DoHelp"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1782"
"MVDM-CALL-071884"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1785"	"DoHelp"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1785"
"MVDM-CALL-071885"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1788"	"DoHelp"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1788"
"MVDM-CALL-071886"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1798"	"DoHelp"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1798"
"MVDM-CALL-071398"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"18"	"LoadPifFile"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:18"
"MVDM-CALL-071887"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1802"	"DoHelp"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1802"
"MVDM-CALL-071888"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1806"	"PutUpDB"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1806"
"MVDM-CALL-071889"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1812"	"Warning"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1812"
"MVDM-CALL-071890"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1816"	"UpdatePifStruct"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1816"
"MVDM-CALL-071891"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1819"	"DoFieldsWork"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1819"
"MVDM-CALL-071892"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1821"	"HourGlass"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1821"
"MVDM-CALL-071893"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1822"	"EnableMode286"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1822"
"MVDM-CALL-071894"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1823"	"SendMessage"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1823"
"MVDM-CALL-071895"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1824"	"HourGlass"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1824"
"MVDM-CALL-071896"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1831"	"Warning"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1831"
"MVDM-CALL-071897"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1835"	"UpdatePifStruct"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1835"
"MVDM-CALL-071898"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1838"	"DoFieldsWork"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1838"
"MVDM-CALL-071899"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1840"	"HourGlass"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1840"
"MVDM-CALL-071900"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1841"	"EnableMode386"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1841"
"MVDM-CALL-071901"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1842"	"SendMessage"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1842"
"MVDM-CALL-071902"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1843"	"HourGlass"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1843"
"MVDM-CALL-071903"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1848"	"PostMessage"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1848"
"MVDM-CALL-071904"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1856"	"PifMainWndProc"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1856"
"MVDM-CALL-071905"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1881"	"SendMessage"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1881"
"MVDM-CALL-071906"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1882"	"SetFocus"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1882"
"MVDM-CALL-071907"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1887"	"PaintStatus"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1887"
"MVDM-CALL-071908"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1893"	"HIWORD"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1893"
"MVDM-CALL-071909"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1894"	"SetStatusText"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1894"
"MVDM-CALL-071910"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1897"	"HIWORD"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1897"
"MVDM-CALL-071399"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"19"	"SavePifFile"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:19"
"MVDM-CALL-071911"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1907"	"LOWORD"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1907"
"MVDM-CALL-071912"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1908"	"LOWORD"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1908"
"MVDM-CALL-071913"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1911"	"SetStatusText"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1911"
"MVDM-CALL-071914"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1919"	"Warning"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1919"
"MVDM-CALL-071915"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1924"	"MaybeSaveFile"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1924"
"MVDM-CALL-071916"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1927"	"WinHelp"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1927"
"MVDM-CALL-071917"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1930"	"DragAcceptFiles"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1930"
"MVDM-CALL-071918"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1931"	"DestroyWindow"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1931"
"MVDM-CALL-071919"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1939"	"SetStatusText"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1939"
"MVDM-CALL-071920"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1941"	"DoPifCommand"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1941"
"MVDM-CALL-071921"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1946"	"MainScroll"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1946"
"MVDM-CALL-071922"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1946"	"LOWORD"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1946"
"MVDM-CALL-071923"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1946"	"HIWORD"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1946"
"MVDM-CALL-071924"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1950"	"InvalidateStatusBar"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1950"
"MVDM-CALL-071925"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1954"	"GetClientRect"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1954"
"MVDM-CALL-071926"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1958"	"InvalidateRect"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1958"
"MVDM-CALL-071927"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1961"	"InvalidateRect"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1961"
"MVDM-CALL-071928"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1967"	"SetMainWndSize"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1967"
"MVDM-CALL-071929"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1978"	"GetClientRect"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1978"
"MVDM-CALL-071930"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1980"	"SendMessage"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1980"
"MVDM-CALL-071931"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1981"	"LOWORD"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1981"
"MVDM-CALL-071932"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1982"	"GetSystemMetrics"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1982"
"MVDM-CALL-071933"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1983"	"GetSystemMetrics"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1983"
"MVDM-CALL-071934"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1984"	"GetSystemMetrics"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1984"
"MVDM-CALL-071935"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1985"	"HIWORD"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1985"
"MVDM-CALL-071936"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1986"	"GetSystemMetrics"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1986"
"MVDM-CALL-071937"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1987"	"GetSystemMetrics"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1987"
"MVDM-CALL-071938"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"1988"	"GetSystemMetrics"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:1988"
"MVDM-CALL-071400"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"20"	"SetInitialMode"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:20"
"MVDM-CALL-071939"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"2000"	"DeleteObject"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:2000"
"MVDM-CALL-071940"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"2004"	"DeleteObject"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:2004"
"MVDM-CALL-071941"	"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"2007"	"PostQuitMessage"	"no-selected-extern-candidate"	""	"historical-gui-tool-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"vdmutils/pifedit/pifedit.c:2007"
