raw_candidate_id	callee_spelling	canonical_resolution	canonical_group_keys	canonical_raw_definition_ids	boundary
"MVDM-FIRST-CANDIDATE-001398"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001399"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001400"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001401"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001402"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001403"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001404"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001405"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001406"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001407"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001408"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001409"	"sas_loadw_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001410"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001411"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001412"	"sas_loadw_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001413"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001414"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001415"	"sas_loadw_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001416"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001417"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001418"	"sas_loadw_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001419"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001420"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001421"	"sas_loadw_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001422"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001423"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001424"	"sas_loadw_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001425"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001426"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001427"	"sas_loadw_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001428"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001429"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001430"	"sas_loadw_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001431"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001432"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001433"	"sas_loadw_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001434"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001435"	"sas_storew_swap"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001436"	"GdpOffsetFromName"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001437"	"GdpOffsetFromName"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001438"	"RegisterConsoleVDM"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001439"	"GetConsoleDisplayMode"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001440"	"RegisterConsoleVDM"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001441"	"CreateThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001442"	"SuspendThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001443"	"SuspendThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001444"	"ResumeThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001445"	"ResumeThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001446"	"SetEvent"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001447"	"SetEvent"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001448"	"SetEvent"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001449"	"SetEvent"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001450"	"SetEvent"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001451"	"SetEvent"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001452"	"SetEvent"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001453"	"VDMConsoleOperation"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001454"	"InvalidateConsoleDIBits"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001455"	"InvalidateConsoleDIBits"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001456"	"InvalidateConsoleDIBits"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001457"	"InvalidateConsoleDIBits"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001458"	"InvalidateConsoleDIBits"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001459"	"InvalidateConsoleDIBits"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001460"	"InvalidateConsoleDIBits"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001461"	"InvalidateConsoleDIBits"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001462"	"InvalidateConsoleDIBits"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001463"	"InvalidateConsoleDIBits"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001464"	"InvalidateConsoleDIBits"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001465"	"InvalidateConsoleDIBits"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001466"	"SetEvent"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001467"	"NtVdmControl"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001468"	"RtlEnterCriticalSection"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001469"	"RtlLeaveCriticalSection"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001470"	"RtlInitializeCriticalSection"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001471"	"RtlNtStatusToDosError"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001472"	"TlsGetValue"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001473"	"TlsSetValue"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001474"	"RtlInitString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001475"	"RtlAnsiStringToUnicodeString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001476"	"RtlUnicodeStringToOemString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001477"	"RtlInitString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001478"	"RtlOemStringToUnicodeString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001479"	"RtlUnicodeStringToAnsiString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001480"	"GetWindowThreadProcessId"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001481"	"GetCurrentThreadId"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001482"	"GetCurrentThreadId"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001483"	"CreateThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001484"	"GetDesktopWindow"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001485"	"GetDesktopWindow"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001486"	"RtlInitAnsiString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001487"	"RtlAnsiStringToUnicodeString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001488"	"RtlInitAnsiString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001489"	"RtlAnsiStringToUnicodeString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001490"	"NtRaiseHardError"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001491"	"RtlFreeUnicodeString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001492"	"RtlFreeUnicodeString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001493"	"SetConsoleCtrlHandler"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001494"	"CreateThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001495"	"NtAlertThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001496"	"SetThreadPriority"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001497"	"GetConsoleInputWaitHandle"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001498"	"NtWaitForMultipleObjects"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001499"	"ReadConsoleInputExW"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001500"	"PulseEvent"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001501"	"VDMConsoleOperation"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001502"	"SetEvent"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001503"	"NtWaitForSingleObject"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001504"	"ExitThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001505"	"IsKeyDown"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001506"	"IsKeyDown"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001507"	"IsKeyDown"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001508"	"IsKeyDown"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001509"	"IsKeyDown"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001510"	"IsKeyDown"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001511"	"ExitThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001512"	"ExitThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001513"	"ExitThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001514"	"RaiseAllDownKeys"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001515"	"ExitProcess"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001516"	"SetEvent"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001517"	"ShowConsoleCursor"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001518"	"SetConsoleDisplayMode"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001519"	"SetConsoleMode"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001520"	"SetConsoleMode"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001521"	"GetConsoleScreenBufferInfo"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001522"	"TlsSetValue"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001523"	"KbdResume"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001524"	"SetEvent"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001525"	"NtCreateFile"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001526"	"NtDeviceIoControlFile"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001527"	"NtWaitForSingleObject"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001528"	"NtClose"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001529"	"NtClose"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001530"	"WriteConsoleInputVDMW"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001531"	"GetKeyState"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001532"	"WriteConsoleInputVDMW"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001533"	"WriteConsoleInputVDMW"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001534"	"ExitVDM"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001535"	"ExitThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001536"	"keys_in_6805_buff"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001537"	"RtlInitAnsiString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001538"	"RtlAnsiStringToUnicodeString"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001539"	"NtOpenFile"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001540"	"NtDeviceIoControlFile"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001541"	"NtClose"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001542"	"NtQueryInformationFile"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001543"	"NtClose"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001544"	"NtFsControlFile"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001545"	"NtClose"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001546"	"NtClose"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001547"	"NtClose"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001548"	"DeviceIoControl"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001549"	"ResumeThread"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001550"	"KbdResume"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001551"	"GetConsoleOutputCP"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001552"	"GetConsoleScreenBufferInfo"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001553"	"GetConsoleHardwareState"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001554"	"GetConsoleDisplayMode"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001555"	"SetConsoleScreenBufferSize"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001556"	"SetConsoleWindowInfo"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001557"	"SetConsoleWindowInfo"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001558"	"SetConsoleScreenBufferSize"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001559"	"SetConsoleWindowInfo"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001560"	"GetConsoleScreenBufferInfo"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001561"	"GetConsoleHardwareState"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001562"	"SetConsoleHardwareState"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001563"	"SetConsoleActiveScreenBuffer"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001564"	"SetConsoleActiveScreenBuffer"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001565"	"GetConsoleScreenBufferInfo"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001566"	"SetConsoleCursorPosition"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001567"	"SetConsoleHardwareState"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001568"	"SetConsoleCursorInfo"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001569"	"GetForegroundWindow"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001570"	"GetConsoleDisplayMode"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001571"	"SetConsoleDisplayMode"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001572"	"GetConsoleDisplayMode"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001573"	"RegisterConsoleVDM"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001574"	"GetConsoleScreenBufferInfo"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-001575"	"SetConsoleCursorPosition"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
