ledger0_identity	mvdm_host_subtree	zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	linkage	inbound_evidence	body_parse_result	condition_context	condition_evidence	legality	reason	softpc_file_disposition	ledger1_disposition	replacement_owner	final_disposition_evidence
"MVDM-HOST-ZERO-004343"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|457"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"457"	"L23_653w_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004344"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|462"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"462"	"L23_650if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004345"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|467"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"467"	"L23_654w_t"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004346"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|472"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"472"	"L23_655w_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004347"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|477"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"477"	"L23_651if_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004348"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|482"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"482"	"S_2581_UnchainedByteMove_00000002_0000000e_00000000_00000001"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004349"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|487"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"487"	"L13_2561if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004350"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|492"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"492"	"L28_332if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004351"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|497"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"497"	"L28_333if_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004352"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|502"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"502"	"S_2582_CopyBytePlnByPlnUnchained_00000002_0000000e_00000000_00000001"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004353"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|507"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"507"	"L13_2562if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004354"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|512"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"512"	"L23_656if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004355"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|517"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"517"	"L23_657if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004356"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|522"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"522"	"L23_658if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004357"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|527"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"527"	"L23_659if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004358"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|532"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"532"	"S_2583_CopyByte1PlaneUnchained_00000002_0000000e_00000000_00000001"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004359"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|537"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"537"	"L13_2563if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004360"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|542"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"542"	"L23_662w_t"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004361"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|547"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"547"	"L23_663w_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004362"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|552"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"552"	"L23_660if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004363"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|557"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"557"	"L23_664w_t"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004364"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|562"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"562"	"L23_665w_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004365"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|567"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"567"	"L23_661if_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004366"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|572"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"572"	"S_2584_UnchainedByteMove_00000002_0000000f_00000000_00000001"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004367"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|577"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"577"	"L13_2564if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004368"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|582"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"582"	"L28_334if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004369"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|587"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"587"	"L28_335if_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004370"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|592"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"592"	"S_2585_CopyByte4PlaneUnchained_00000002_0000000f_00000000_00000001"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004371"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|597"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"597"	"L13_2565if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004372"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|602"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"602"	"L23_668w_t"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004373"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|607"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"607"	"L23_669w_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004374"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|612"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"612"	"L23_666if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004375"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|617"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"617"	"L23_670w_t"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004376"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|622"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"622"	"L23_671w_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
