"symbol"	"candidate_path"	"candidate_line"	"candidate_class"	"source_text"	"evidence_state"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"2421"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"2479"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"2480"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"2530"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"2531"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"2710"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"2711"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"2775"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"2776"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"2946"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"2947"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"3002"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"3003"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"3176"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"3177"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"3235"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"3236"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"3414"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"3415"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"3478"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"3479"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"3662"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid020.c"	"3663"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1118"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1119"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1199"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1200"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1344"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1345"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1425"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1426"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1550"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1551"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1631"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1632"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1787"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1788"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1868"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"1869"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2004"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2005"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2085"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2086"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2221"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2222"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2302"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2303"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2418"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2419"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2499"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2500"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2642"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2643"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2723"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2724"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2846"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2847"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2927"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"2928"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3080"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3081"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3161"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3162"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3294"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3295"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3375"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3376"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3539"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3540"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3620"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3621"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3764"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3765"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3859"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3860"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3926"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"3927"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"4031"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"4032"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"4108"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"4109"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"4196"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"4197"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"4256"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"4257"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"4350"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid021.c"	"4351"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"806"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"807"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"910"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"911"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"986"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"987"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1100"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1101"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1186"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1187"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1377"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1378"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1453"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1454"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1510"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1511"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1711"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1712"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1798"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1799"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1982"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"1983"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"2052"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid022.c"	"2053"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
