resolution_id	one_ledger1_identity	caller_physical_identity	caller_source_path	caller_definition_line	caller_symbol	call_source_line	callee_spelling	original_definition_candidate_count	candidate_location_classes	source_definition_result	next_action	boundary
"MVDM-HOST-ONE1-RESOLUTION-002979"	"MVDM-HOST-ONE1-003228"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/stack.c|eb5992dad41aeb3d8cc325a49aae8f586e3fdf6552250d71bd84708c86525f39|230|look_for_far"	"vdmexts/stack.c"	"230"	"look_for_far"	"392"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002980"	"MVDM-HOST-ONE1-003229"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/stack.c|eb5992dad41aeb3d8cc325a49aae8f586e3fdf6552250d71bd84708c86525f39|230|look_for_far"	"vdmexts/stack.c"	"230"	"look_for_far"	"393"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002981"	"MVDM-HOST-ONE1-003230"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/stack.c|eb5992dad41aeb3d8cc325a49aae8f586e3fdf6552250d71bd84708c86525f39|230|look_for_far"	"vdmexts/stack.c"	"230"	"look_for_far"	"398"	"strcpy"	"3"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002982"	"MVDM-HOST-ONE1-003232"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/stack.c|eb5992dad41aeb3d8cc325a49aae8f586e3fdf6552250d71bd84708c86525f39|230|look_for_far"	"vdmexts/stack.c"	"230"	"look_for_far"	"403"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002983"	"MVDM-HOST-ONE1-003233"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/stack.c|eb5992dad41aeb3d8cc325a49aae8f586e3fdf6552250d71bd84708c86525f39|230|look_for_far"	"vdmexts/stack.c"	"230"	"look_for_far"	"404"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002984"	"MVDM-HOST-ONE1-003235"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/stack.c|eb5992dad41aeb3d8cc325a49aae8f586e3fdf6552250d71bd84708c86525f39|230|look_for_far"	"vdmexts/stack.c"	"230"	"look_for_far"	"409"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002985"	"MVDM-HOST-ONE1-003236"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/stack.c|eb5992dad41aeb3d8cc325a49aae8f586e3fdf6552250d71bd84708c86525f39|230|look_for_far"	"vdmexts/stack.c"	"230"	"look_for_far"	"410"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002986"	"MVDM-HOST-ONE1-003238"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/stack.c|eb5992dad41aeb3d8cc325a49aae8f586e3fdf6552250d71bd84708c86525f39|230|look_for_far"	"vdmexts/stack.c"	"230"	"look_for_far"	"414"	"wsprintf"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002987"	"MVDM-HOST-ONE1-003239"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/stack.c|eb5992dad41aeb3d8cc325a49aae8f586e3fdf6552250d71bd84708c86525f39|498|stack_trace"	"vdmexts/stack.c"	"498"	"stack_trace"	"543"	"ReadWord"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002988"	"MVDM-HOST-ONE1-003250"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|77|FindModuleNameList"	"vdmexts/sym.c"	"77"	"FindModuleNameList"	"105"	"strcpy"	"3"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002989"	"MVDM-HOST-ONE1-003252"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|93|AddModuleNameList"	"vdmexts/sym.c"	"93"	"AddModuleNameList"	"187"	"strcpy"	"3"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002990"	"MVDM-HOST-ONE1-003255"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|153|GetOwnerSegmentFromSelector"	"vdmexts/sym.c"	"153"	"GetOwnerSegmentFromSelector"	"187"	"strcpy"	"3"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002991"	"MVDM-HOST-ONE1-003257"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|209|GetSelectorFromOwnerSegment"	"vdmexts/sym.c"	"209"	"GetSelectorFromOwnerSegment"	"223"	"_stricmp"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002992"	"MVDM-HOST-ONE1-003258"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|209|GetSelectorFromOwnerSegment"	"vdmexts/sym.c"	"209"	"GetSelectorFromOwnerSegment"	"240"	"_stricmp"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002993"	"MVDM-HOST-ONE1-003259"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|259|read_name"	"vdmexts/sym.c"	"259"	"read_name"	"266"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002994"	"MVDM-HOST-ONE1-003260"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|259|read_name"	"vdmexts/sym.c"	"259"	"read_name"	"272"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002995"	"MVDM-HOST-ONE1-003261"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"320"	"strcpy"	"3"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002996"	"MVDM-HOST-ONE1-003262"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"321"	"OpenFile"	"3"	"non-MVDM-OpenNT-source;selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002997"	"MVDM-HOST-ONE1-003263"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"324"	"strcpy"	"3"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002998"	"MVDM-HOST-ONE1-003264"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"325"	"strcat"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-002999"	"MVDM-HOST-ONE1-003265"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"327"	"OpenFile"	"3"	"non-MVDM-OpenNT-source;selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003000"	"MVDM-HOST-ONE1-003266"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"330"	"strcpy"	"3"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003001"	"MVDM-HOST-ONE1-003267"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"331"	"strcat"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003002"	"MVDM-HOST-ONE1-003268"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"333"	"OpenFile"	"3"	"non-MVDM-OpenNT-source;selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003003"	"MVDM-HOST-ONE1-003269"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"340"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003004"	"MVDM-HOST-ONE1-003270"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"349"	"_llseek"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003005"	"MVDM-HOST-ONE1-003271"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"354"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003006"	"MVDM-HOST-ONE1-003272"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"363"	"_llseek"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003007"	"MVDM-HOST-ONE1-003273"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"368"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003008"	"MVDM-HOST-ONE1-003274"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"426"	"_lclose"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003009"	"MVDM-HOST-ONE1-003275"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"437"	"_llseek"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003010"	"MVDM-HOST-ONE1-003276"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"442"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003011"	"MVDM-HOST-ONE1-003277"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"452"	"wsprintf"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003012"	"MVDM-HOST-ONE1-003278"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"459"	"_llseek"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003013"	"MVDM-HOST-ONE1-003279"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"464"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003014"	"MVDM-HOST-ONE1-003280"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"474"	"wsprintf"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003015"	"MVDM-HOST-ONE1-003281"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|282|FindExport"	"vdmexts/sym.c"	"282"	"FindExport"	"483"	"_lclose"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003016"	"MVDM-HOST-ONE1-003282"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|488|read_symbol"	"vdmexts/sym.c"	"488"	"read_symbol"	"496"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003017"	"MVDM-HOST-ONE1-003283"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|508|ExtractSymbol"	"vdmexts/sym.c"	"508"	"ExtractSymbol"	"547"	"strcpy"	"3"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003018"	"MVDM-HOST-ONE1-003284"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|508|ExtractSymbol"	"vdmexts/sym.c"	"508"	"ExtractSymbol"	"554"	"strcpy"	"3"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003019"	"MVDM-HOST-ONE1-003285"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|508|ExtractSymbol"	"vdmexts/sym.c"	"508"	"ExtractSymbol"	"555"	"strcat"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003020"	"MVDM-HOST-ONE1-003286"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|508|ExtractSymbol"	"vdmexts/sym.c"	"508"	"ExtractSymbol"	"557"	"OpenFile"	"3"	"non-MVDM-OpenNT-source;selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003021"	"MVDM-HOST-ONE1-003287"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|508|ExtractSymbol"	"vdmexts/sym.c"	"508"	"ExtractSymbol"	"567"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003022"	"MVDM-HOST-ONE1-003288"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|508|ExtractSymbol"	"vdmexts/sym.c"	"508"	"ExtractSymbol"	"570"	"_lclose"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003023"	"MVDM-HOST-ONE1-003289"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|508|ExtractSymbol"	"vdmexts/sym.c"	"508"	"ExtractSymbol"	"575"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003024"	"MVDM-HOST-ONE1-003290"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|508|ExtractSymbol"	"vdmexts/sym.c"	"508"	"ExtractSymbol"	"578"	"_lclose"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003025"	"MVDM-HOST-ONE1-003291"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|508|ExtractSymbol"	"vdmexts/sym.c"	"508"	"ExtractSymbol"	"582"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003026"	"MVDM-HOST-ONE1-003292"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|508|ExtractSymbol"	"vdmexts/sym.c"	"508"	"ExtractSymbol"	"585"	"_lclose"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-003027"	"MVDM-HOST-ONE1-003293"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/sym.c|469c9612de293034fdbc7a74e1d2bd479222fe1cd3e1350f1f90c0737c2d701e|508|ExtractSymbol"	"vdmexts/sym.c"	"508"	"ExtractSymbol"	"588"	"_lread"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
