"work_item_id"	"caller_path"	"caller_line"	"symbol"	"family"	"original_provider_form"	"owner"	"retained_interface_shape"	"mapping_rule"	"failure_disposition"	"implementation_constraint"	"audit_state"	"evidence"
"MVDM-T277-S2-MVDM-BOUNDARY-03356"	"softpc.new/host/src/nt_eoi.c"	"450"	"ica_clear_int"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03356"
"MVDM-T277-S2-MVDM-BOUNDARY-03357"	"softpc.new/host/src/nt_eoi.c"	"478"	"EnableEmulatorIretHooks"	"monitor-debugger-VDD-boundary"	"softpc.new/host/src/nt_eoi.c, nt_msscs.c and nt_bop.c call original monitor/debug/VDD forms; dbg and v86 bodies remain separate original packages"	"adapter-vdm-monitor, adapter-debugger or adapter-vdd as selected by original branch"	"same-shaped original monitor/debug/VDD call form"	"copied diagnostic/frame records or scoped guest_memory lease only"	"private NT4 monitor/VDD/debugger transport remains explicit unavailable/successor behavior"	"no kernel VDM, CSRSS or debugger body link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03357"
"MVDM-T277-S2-MVDM-BOUNDARY-03358"	"softpc.new/host/src/nt_eoi.c"	"488"	"DisableEmulatorIretHooks"	"monitor-debugger-VDD-boundary"	"softpc.new/host/src/nt_eoi.c, nt_msscs.c and nt_bop.c call original monitor/debug/VDD forms; dbg and v86 bodies remain separate original packages"	"adapter-vdm-monitor, adapter-debugger or adapter-vdd as selected by original branch"	"same-shaped original monitor/debug/VDD call form"	"copied diagnostic/frame records or scoped guest_memory lease only"	"private NT4 monitor/VDD/debugger transport remains explicit unavailable/successor behavior"	"no kernel VDM, CSRSS or debugger body link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03358"
"MVDM-T277-S2-MVDM-BOUNDARY-03359"	"softpc.new/host/src/nt_eoi.c"	"524"	"host_iret_bop_table_addr"	"monitor-debugger-VDD-boundary"	"softpc.new/host/src/nt_eoi.c, nt_msscs.c and nt_bop.c call original monitor/debug/VDD forms; dbg and v86 bodies remain separate original packages"	"adapter-vdm-monitor, adapter-debugger or adapter-vdd as selected by original branch"	"same-shaped original monitor/debug/VDD call form"	"copied diagnostic/frame records or scoped guest_memory lease only"	"private NT4 monitor/VDD/debugger transport remains explicit unavailable/successor behavior"	"no kernel VDM, CSRSS or debugger body link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03359"
"MVDM-T277-S2-MVDM-BOUNDARY-03360"	"softpc.new/host/src/nt_error.c"	"217"	"host_direct_access_error"	"host-device-and-resource-endpoint"	"softpc.new/host/src/nt_error.c, nt_fdisk.c, nt_lpt.c, nt_msscs.c, nt_rez.c, nt_timer.c and nt_det.c provide original host endpoint forms"	"opennt-mvdm-host host provider -> adapter-win32; session owns resource records"	"original endpoint call shapes and sequencing"	"session host_resource mapping for host endpoint identity; no guest pointer"	"preserve original error/cleanup result; unsupported physical endpoint is explicit"	"no direct device I/O or Bochs policy in OpenNT caller"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03360"
"MVDM-T277-S2-MVDM-BOUNDARY-03361"	"softpc.new/host/src/nt_error.c"	"609"	"TerminateVDM"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03361"
"MVDM-T277-S2-MVDM-BOUNDARY-03362"	"softpc.new/host/src/nt_error.c"	"627"	"TerminateVDM"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03362"
"MVDM-T277-S2-MVDM-BOUNDARY-03369"	"softpc.new/host/src/nt_event.c"	"1342"	"TerminateVDM"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03369"
"MVDM-T277-S2-MVDM-BOUNDARY-03370"	"softpc.new/host/src/nt_event.c"	"1364"	"nt_block_event_thread"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03370"
"MVDM-T277-S2-MVDM-BOUNDARY-03371"	"softpc.new/host/src/nt_event.c"	"1403"	"TerminateVDM"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03371"
"MVDM-T277-S2-MVDM-BOUNDARY-03372"	"softpc.new/host/src/nt_event.c"	"1461"	"TerminateVDM"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03372"
"MVDM-T277-S2-MVDM-BOUNDARY-03373"	"softpc.new/host/src/nt_event.c"	"1467"	"MouseDetachMenuItem"	"mouse-display-console-endpoint"	"softpc.new/host/src/nt_mouse.c, nt_graph.c, nt_event.c and nt_fulsc.c provide original host mouse/display/console forms"	"opennt-mvdm-host UI provider -> adapter-win32; session owns UI/session state"	"original mouse/display/console call shapes"	"session host_resource mapping for window/console resources only"	"retain original status ordering; unsupported full-screen/old UI branch names a later monitor/WOW successor"	"no GUI or OpenNT semantics in Bochs"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03373"
"MVDM-T277-S2-MVDM-BOUNDARY-03374"	"softpc.new/host/src/nt_event.c"	"1501"	"nt_resume_event_thread"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03374"
"MVDM-T277-S2-MVDM-BOUNDARY-03375"	"softpc.new/host/src/nt_event.c"	"1510"	"TerminateVDM"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03375"
"MVDM-T277-S2-MVDM-BOUNDARY-03376"	"softpc.new/host/src/nt_event.c"	"1524"	"enable_stream_io"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03376"
"MVDM-T277-S2-MVDM-BOUNDARY-03377"	"softpc.new/host/src/nt_event.c"	"1555"	"MouseAttachMenuItem"	"mouse-display-console-endpoint"	"softpc.new/host/src/nt_mouse.c, nt_graph.c, nt_event.c and nt_fulsc.c provide original host mouse/display/console forms"	"opennt-mvdm-host UI provider -> adapter-win32; session owns UI/session state"	"original mouse/display/console call shapes"	"session host_resource mapping for window/console resources only"	"retain original status ordering; unsupported full-screen/old UI branch names a later monitor/WOW successor"	"no GUI or OpenNT semantics in Bochs"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03377"
"MVDM-T277-S2-MVDM-BOUNDARY-03378"	"softpc.new/host/src/nt_event.c"	"1879"	"cmdPushExitInConsoleBuffer"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03378"
"MVDM-T277-S2-MVDM-BOUNDARY-03363"	"softpc.new/host/src/nt_event.c"	"463"	"nt_mark_screen_refresh"	"mouse-display-console-endpoint"	"softpc.new/host/src/nt_mouse.c, nt_graph.c, nt_event.c and nt_fulsc.c provide original host mouse/display/console forms"	"opennt-mvdm-host UI provider -> adapter-win32; session owns UI/session state"	"original mouse/display/console call shapes"	"session host_resource mapping for window/console resources only"	"retain original status ordering; unsupported full-screen/old UI branch names a later monitor/WOW successor"	"no GUI or OpenNT semantics in Bochs"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03363"
"MVDM-T277-S2-MVDM-BOUNDARY-03364"	"softpc.new/host/src/nt_event.c"	"573"	"MouseInFocus"	"mouse-display-console-endpoint"	"softpc.new/host/src/nt_mouse.c, nt_graph.c, nt_event.c and nt_fulsc.c provide original host mouse/display/console forms"	"opennt-mvdm-host UI provider -> adapter-win32; session owns UI/session state"	"original mouse/display/console call shapes"	"session host_resource mapping for window/console resources only"	"retain original status ordering; unsupported full-screen/old UI branch names a later monitor/WOW successor"	"no GUI or OpenNT semantics in Bochs"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03364"
"MVDM-T277-S2-MVDM-BOUNDARY-03365"	"softpc.new/host/src/nt_event.c"	"592"	"MouseOutOfFocus"	"mouse-display-console-endpoint"	"softpc.new/host/src/nt_mouse.c, nt_graph.c, nt_event.c and nt_fulsc.c provide original host mouse/display/console forms"	"opennt-mvdm-host UI provider -> adapter-win32; session owns UI/session state"	"original mouse/display/console call shapes"	"session host_resource mapping for window/console resources only"	"retain original status ordering; unsupported full-screen/old UI branch names a later monitor/WOW successor"	"no GUI or OpenNT semantics in Bochs"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03365"
"MVDM-T277-S2-MVDM-BOUNDARY-03366"	"softpc.new/host/src/nt_event.c"	"630"	"MouseSystemMenuON"	"mouse-display-console-endpoint"	"softpc.new/host/src/nt_mouse.c, nt_graph.c, nt_event.c and nt_fulsc.c provide original host mouse/display/console forms"	"opennt-mvdm-host UI provider -> adapter-win32; session owns UI/session state"	"original mouse/display/console call shapes"	"session host_resource mapping for window/console resources only"	"retain original status ordering; unsupported full-screen/old UI branch names a later monitor/WOW successor"	"no GUI or OpenNT semantics in Bochs"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03366"
"MVDM-T277-S2-MVDM-BOUNDARY-03367"	"softpc.new/host/src/nt_event.c"	"637"	"MouseSystemMenuOFF"	"mouse-display-console-endpoint"	"softpc.new/host/src/nt_mouse.c, nt_graph.c, nt_event.c and nt_fulsc.c provide original host mouse/display/console forms"	"opennt-mvdm-host UI provider -> adapter-win32; session owns UI/session state"	"original mouse/display/console call shapes"	"session host_resource mapping for window/console resources only"	"retain original status ordering; unsupported full-screen/old UI branch names a later monitor/WOW successor"	"no GUI or OpenNT semantics in Bochs"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03367"
"MVDM-T277-S2-MVDM-BOUNDARY-03368"	"softpc.new/host/src/nt_event.c"	"887"	"getenv"	"CRT-resource-helper"	"original CRT/helper forms; softpc.new/host/src/nt_unix.c:307 is the host_memset body and standard.h carries CRT allocation/environment declarations"	"native CRT binding or original host helper"	"original function form and caller-side NULL/error path"	"none"	"retain original caller failure; no product-global CRT wrapper"	"no adapter body"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03368"
"MVDM-T277-S2-MVDM-BOUNDARY-03379"	"softpc.new/host/src/nt_fdisk.c"	"262"	"HostFdiskReset"	"host-device-and-resource-endpoint"	"softpc.new/host/src/nt_error.c, nt_fdisk.c, nt_lpt.c, nt_msscs.c, nt_rez.c, nt_timer.c and nt_det.c provide original host endpoint forms"	"opennt-mvdm-host host provider -> adapter-win32; session owns resource records"	"original endpoint call shapes and sequencing"	"session host_resource mapping for host endpoint identity; no guest pointer"	"preserve original error/cleanup result; unsupported physical endpoint is explicit"	"no direct device I/O or Bochs policy in OpenNT caller"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03379"
"MVDM-T277-S2-MVDM-BOUNDARY-03380"	"softpc.new/host/src/nt_fdisk.c"	"553"	"host_direct_access_error"	"host-device-and-resource-endpoint"	"softpc.new/host/src/nt_error.c, nt_fdisk.c, nt_lpt.c, nt_msscs.c, nt_rez.c, nt_timer.c and nt_det.c provide original host endpoint forms"	"opennt-mvdm-host host provider -> adapter-win32; session owns resource records"	"original endpoint call shapes and sequencing"	"session host_resource mapping for host endpoint identity; no guest pointer"	"preserve original error/cleanup result; unsupported physical endpoint is explicit"	"no direct device I/O or Bochs policy in OpenNT caller"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03380"
"MVDM-T277-S2-MVDM-BOUNDARY-03381"	"softpc.new/host/src/nt_fdisk.c"	"589"	"HostFdiskReset"	"host-device-and-resource-endpoint"	"softpc.new/host/src/nt_error.c, nt_fdisk.c, nt_lpt.c, nt_msscs.c, nt_rez.c, nt_timer.c and nt_det.c provide original host endpoint forms"	"opennt-mvdm-host host provider -> adapter-win32; session owns resource records"	"original endpoint call shapes and sequencing"	"session host_resource mapping for host endpoint identity; no guest pointer"	"preserve original error/cleanup result; unsupported physical endpoint is explicit"	"no direct device I/O or Bochs policy in OpenNT caller"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03381"
"MVDM-T277-S2-MVDM-BOUNDARY-03382"	"softpc.new/host/src/nt_fdisk.c"	"754"	"malloc"	"CRT-resource-helper"	"original CRT/helper forms; softpc.new/host/src/nt_unix.c:307 is the host_memset body and standard.h carries CRT allocation/environment declarations"	"native CRT binding or original host helper"	"original function form and caller-side NULL/error path"	"none"	"retain original caller failure; no product-global CRT wrapper"	"no adapter body"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03382"
"MVDM-T277-S2-MVDM-BOUNDARY-03412"	"softpc.new/host/src/nt_lpt.c"	"316"	"printer_is_being_closed"	"host-device-and-resource-endpoint"	"softpc.new/host/src/nt_error.c, nt_fdisk.c, nt_lpt.c, nt_msscs.c, nt_rez.c, nt_timer.c and nt_det.c provide original host endpoint forms"	"opennt-mvdm-host host provider -> adapter-win32; session owns resource records"	"original endpoint call shapes and sequencing"	"session host_resource mapping for host endpoint identity; no guest pointer"	"preserve original error/cleanup result; unsupported physical endpoint is explicit"	"no direct device I/O or Bochs policy in OpenNT caller"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03412"
"MVDM-T277-S2-MVDM-BOUNDARY-03413"	"softpc.new/host/src/nt_lpt.c"	"688"	"host_lpt_flush_initialize"	"host-device-and-resource-endpoint"	"softpc.new/host/src/nt_error.c, nt_fdisk.c, nt_lpt.c, nt_msscs.c, nt_rez.c, nt_timer.c and nt_det.c provide original host endpoint forms"	"opennt-mvdm-host host provider -> adapter-win32; session owns resource records"	"original endpoint call shapes and sequencing"	"session host_resource mapping for host endpoint identity; no guest pointer"	"preserve original error/cleanup result; unsupported physical endpoint is explicit"	"no direct device I/O or Bochs policy in OpenNT caller"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03413"
"MVDM-T277-S2-MVDM-BOUNDARY-03419"	"softpc.new/host/src/nt_mem.c"	"1020"	"sas_overwrite_memory"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03419"
"MVDM-T277-S2-MVDM-BOUNDARY-03414"	"softpc.new/host/src/nt_mem.c"	"183"	"getenv"	"CRT-resource-helper"	"original CRT/helper forms; softpc.new/host/src/nt_unix.c:307 is the host_memset body and standard.h carries CRT allocation/environment declarations"	"native CRT binding or original host helper"	"original function form and caller-side NULL/error path"	"none"	"retain original caller failure; no product-global CRT wrapper"	"no adapter body"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03414"
"MVDM-T277-S2-MVDM-BOUNDARY-03415"	"softpc.new/host/src/nt_mem.c"	"517"	"sas_overwrite_memory"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03415"
"MVDM-T277-S2-MVDM-BOUNDARY-03416"	"softpc.new/host/src/nt_mem.c"	"600"	"sas_overwrite_memory"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03416"
"MVDM-T277-S2-MVDM-BOUNDARY-03417"	"softpc.new/host/src/nt_mem.c"	"829"	"sas_overwrite_memory"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03417"
"MVDM-T277-S2-MVDM-BOUNDARY-03418"	"softpc.new/host/src/nt_mem.c"	"962"	"sas_overwrite_memory"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03418"
"MVDM-T277-S2-MVDM-BOUNDARY-03422"	"softpc.new/host/src/nt_mouse.c"	"100"	"host_mouse_install2"	"mouse-display-console-endpoint"	"softpc.new/host/src/nt_mouse.c, nt_graph.c, nt_event.c and nt_fulsc.c provide original host mouse/display/console forms"	"opennt-mvdm-host UI provider -> adapter-win32; session owns UI/session state"	"original mouse/display/console call shapes"	"session host_resource mapping for window/console resources only"	"retain original status ordering; unsupported full-screen/old UI branch names a later monitor/WOW successor"	"no GUI or OpenNT semantics in Bochs"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03422"
"MVDM-T277-S2-MVDM-BOUNDARY-03423"	"softpc.new/host/src/nt_mouse.c"	"113"	"MouseDetachMenuItem"	"mouse-display-console-endpoint"	"softpc.new/host/src/nt_mouse.c, nt_graph.c, nt_event.c and nt_fulsc.c provide original host mouse/display/console forms"	"opennt-mvdm-host UI provider -> adapter-win32; session owns UI/session state"	"original mouse/display/console call shapes"	"session host_resource mapping for window/console resources only"	"retain original status ordering; unsupported full-screen/old UI branch names a later monitor/WOW successor"	"no GUI or OpenNT semantics in Bochs"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03423"
"MVDM-T277-S2-MVDM-BOUNDARY-03424"	"softpc.new/host/src/nt_mouse.c"	"114"	"MouseAttachMenuItem"	"mouse-display-console-endpoint"	"softpc.new/host/src/nt_mouse.c, nt_graph.c, nt_event.c and nt_fulsc.c provide original host mouse/display/console forms"	"opennt-mvdm-host UI provider -> adapter-win32; session owns UI/session state"	"original mouse/display/console call shapes"	"session host_resource mapping for window/console resources only"	"retain original status ordering; unsupported full-screen/old UI branch names a later monitor/WOW successor"	"no GUI or OpenNT semantics in Bochs"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03424"
"MVDM-T277-S2-MVDM-BOUNDARY-03425"	"softpc.new/host/src/nt_mouse.c"	"115"	"MouseReattachMenuItem"	"mouse-display-console-endpoint"	"softpc.new/host/src/nt_mouse.c, nt_graph.c, nt_event.c and nt_fulsc.c provide original host mouse/display/console forms"	"opennt-mvdm-host UI provider -> adapter-win32; session owns UI/session state"	"original mouse/display/console call shapes"	"session host_resource mapping for window/console resources only"	"retain original status ordering; unsupported full-screen/old UI branch names a later monitor/WOW successor"	"no GUI or OpenNT semantics in Bochs"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03425"
"MVDM-T277-S2-MVDM-BOUNDARY-03431"	"softpc.new/host/src/nt_mouse.c"	"1760"	"host_simulate"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03431"
"MVDM-T277-S2-MVDM-BOUNDARY-03432"	"softpc.new/host/src/nt_mouse.c"	"1805"	"host_simulate"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03432"
