"work_item_id"	"review_order"	"caller_file_id"	"caller_path"	"caller_package"	"caller_line"	"caller_final_disposition"	"symbol"	"declaration_path"	"declaration_package"	"correlation"	"source_form_state"	"abi_owner_state"	"failure_contract_state"	"evidence"
"MVDM-T277-S2-MVDM-BOUNDARY-03171"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"672"	"adapter-backed"	"illegal_bop"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03171"
"MVDM-T277-S2-MVDM-BOUNDARY-03172"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"688"	"adapter-backed"	"getPE"	"softpc.new/host/inc/monregs.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03172"
"MVDM-T277-S2-MVDM-BOUNDARY-03173"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"699"	"adapter-backed"	"illegal_bop"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03173"
"MVDM-T277-S2-MVDM-BOUNDARY-03174"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"710"	"adapter-backed"	"MS_bop_E"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03174"
"MVDM-T277-S2-MVDM-BOUNDARY-03175"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"727"	"adapter-backed"	"MS_bop_F"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03175"
"MVDM-T277-S2-MVDM-BOUNDARY-03176"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"898"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03176"
"MVDM-T277-S2-MVDM-BOUNDARY-03177"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"919"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03177"
"MVDM-T277-S2-MVDM-BOUNDARY-03210"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1082"	"adapter-backed"	"FastCommSetBaudRate"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03210"
"MVDM-T277-S2-MVDM-BOUNDARY-03211"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1190"	"adapter-backed"	"FastCommGetLineControl"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03211"
"MVDM-T277-S2-MVDM-BOUNDARY-03212"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1207"	"adapter-backed"	"FastCommSetLineControl"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03212"
"MVDM-T277-S2-MVDM-BOUNDARY-03213"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1223"	"adapter-backed"	"FastCommGetLineControl"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03213"
"MVDM-T277-S2-MVDM-BOUNDARY-03214"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1252"	"adapter-backed"	"FastCommSetLineControl"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03214"
"MVDM-T277-S2-MVDM-BOUNDARY-03215"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1268"	"adapter-backed"	"FastCommGetLineControl"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03215"
"MVDM-T277-S2-MVDM-BOUNDARY-03216"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1271"	"adapter-backed"	"FastCommSetLineControl"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03216"
"MVDM-T277-S2-MVDM-BOUNDARY-03217"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1303"	"adapter-backed"	"com_int_data"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03217"
"MVDM-T277-S2-MVDM-BOUNDARY-03218"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1308"	"adapter-backed"	"ica_inb"	"softpc.new/base/inc/ica.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03218"
"MVDM-T277-S2-MVDM-BOUNDARY-03219"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1310"	"adapter-backed"	"ica_outb"	"softpc.new/base/inc/ica.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03219"
"MVDM-T277-S2-MVDM-BOUNDARY-03220"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1512"	"adapter-backed"	"host_com_lock"	"softpc.new/base/inc/host_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03220"
"MVDM-T277-S2-MVDM-BOUNDARY-03221"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1517"	"adapter-backed"	"com_lsr_change"	"softpc.new/base/inc/rs232.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03221"
"MVDM-T277-S2-MVDM-BOUNDARY-03222"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1531"	"adapter-backed"	"host_com_unlock"	"softpc.new/base/inc/host_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03222"
"MVDM-T277-S2-MVDM-BOUNDARY-03223"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1602"	"adapter-backed"	"host_com_lock"	"softpc.new/base/inc/host_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03223"
"MVDM-T277-S2-MVDM-BOUNDARY-03224"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1615"	"adapter-backed"	"host_com_unlock"	"softpc.new/base/inc/host_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03224"
"MVDM-T277-S2-MVDM-BOUNDARY-03225"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1749"	"adapter-backed"	"tx_shift_register_empty"	"softpc.new/base/inc/rs232.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03225"
"MVDM-T277-S2-MVDM-BOUNDARY-03226"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1905"	"adapter-backed"	"com_lsr_change"	"softpc.new/base/inc/rs232.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03226"
"MVDM-T277-S2-MVDM-BOUNDARY-03227"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1970"	"adapter-backed"	"com_lsr_change"	"softpc.new/base/inc/rs232.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03227"
"MVDM-T277-S2-MVDM-BOUNDARY-03228"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"1989"	"adapter-backed"	"host_com_da_int_change"	"softpc.new/base/inc/host_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03228"
"MVDM-T277-S2-MVDM-BOUNDARY-03229"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"2148"	"adapter-backed"	"host_com_lock"	"softpc.new/base/inc/host_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03229"
"MVDM-T277-S2-MVDM-BOUNDARY-03230"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"2155"	"adapter-backed"	"com_lsr_change"	"softpc.new/base/inc/rs232.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03230"
"MVDM-T277-S2-MVDM-BOUNDARY-03231"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"2160"	"adapter-backed"	"host_com_unlock"	"softpc.new/base/inc/host_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03231"
"MVDM-T277-S2-MVDM-BOUNDARY-03198"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"296"	"adapter-backed"	"host_com_check_adapter"	"softpc.new/base/inc/host_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03198"
"MVDM-T277-S2-MVDM-BOUNDARY-03199"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"373"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03199"
"MVDM-T277-S2-MVDM-BOUNDARY-03200"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"384"	"adapter-backed"	"com_int_data"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03200"
"MVDM-T277-S2-MVDM-BOUNDARY-03201"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"517"	"adapter-backed"	"SyncBaseLineSettings"	"softpc.new/base/inc/rs232.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03201"
"MVDM-T277-S2-MVDM-BOUNDARY-03196"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"52"	"adapter-backed"	"host_com_lock"	"softpc.new/base/inc/host_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03196"
"MVDM-T277-S2-MVDM-BOUNDARY-03197"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"53"	"adapter-backed"	"host_com_unlock"	"softpc.new/base/inc/host_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03197"
"MVDM-T277-S2-MVDM-BOUNDARY-03202"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"581"	"adapter-backed"	"FastCommSetLineControl"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03202"
"MVDM-T277-S2-MVDM-BOUNDARY-03203"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"587"	"adapter-backed"	"FastCommSetBaudRate"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03203"
"MVDM-T277-S2-MVDM-BOUNDARY-03204"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"595"	"adapter-backed"	"setup_RTSDTR"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03204"
"MVDM-T277-S2-MVDM-BOUNDARY-03205"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"817"	"adapter-backed"	"com_lsr_change"	"softpc.new/base/inc/rs232.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03205"
"MVDM-T277-S2-MVDM-BOUNDARY-03206"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"851"	"adapter-backed"	"host_com_char_read"	"softpc.new/base/inc/host_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03206"
"MVDM-T277-S2-MVDM-BOUNDARY-03207"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"914"	"adapter-backed"	"tx_holding_register_empty"	"softpc.new/base/inc/rs232.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03207"
"MVDM-T277-S2-MVDM-BOUNDARY-03208"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"919"	"adapter-backed"	"tx_shift_register_empty"	"softpc.new/base/inc/rs232.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03208"
"MVDM-T277-S2-MVDM-BOUNDARY-03209"	"50"	"MVDM-FILE-1231"	"softpc.new/host/src/nt_com.c"	"softpc.new"	"975"	"adapter-backed"	"tx_shift_register_empty"	"softpc.new/base/inc/rs232.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03209"
"MVDM-T277-S2-MVDM-BOUNDARY-03245"	"50"	"MVDM-FILE-1233"	"softpc.new/host/src/nt_cpu.c"	"softpc.new"	"142"	"overlay-required"	"host_cpu_init"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03245"
"MVDM-T277-S2-MVDM-BOUNDARY-03246"	"50"	"MVDM-FILE-1233"	"softpc.new/host/src/nt_cpu.c"	"softpc.new"	"147"	"overlay-required"	"host_cpu_init"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03246"
"MVDM-T277-S2-MVDM-BOUNDARY-03247"	"50"	"MVDM-FILE-1233"	"softpc.new/host/src/nt_cpu.c"	"softpc.new"	"159"	"overlay-required"	"setNT"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03247"
"MVDM-T277-S2-MVDM-BOUNDARY-03248"	"50"	"MVDM-FILE-1233"	"softpc.new/host/src/nt_cpu.c"	"softpc.new"	"160"	"overlay-required"	"setIOPL"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03248"
"MVDM-T277-S2-MVDM-BOUNDARY-03249"	"50"	"MVDM-FILE-1233"	"softpc.new/host/src/nt_cpu.c"	"softpc.new"	"164"	"overlay-required"	"setTF"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03249"
"MVDM-T277-S2-MVDM-BOUNDARY-03250"	"50"	"MVDM-FILE-1233"	"softpc.new/host/src/nt_cpu.c"	"softpc.new"	"183"	"overlay-required"	"getPE"	"softpc.new/host/inc/monregs.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03250"
"MVDM-T277-S2-MVDM-BOUNDARY-03251"	"50"	"MVDM-FILE-1233"	"softpc.new/host/src/nt_cpu.c"	"softpc.new"	"193"	"overlay-required"	"getPE"	"softpc.new/host/inc/monregs.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03251"
"MVDM-T277-S2-MVDM-BOUNDARY-03252"	"50"	"MVDM-FILE-1233"	"softpc.new/host/src/nt_cpu.c"	"softpc.new"	"203"	"overlay-required"	"host_cpu_interrupt"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03252"
"MVDM-T277-S2-MVDM-BOUNDARY-03244"	"50"	"MVDM-FILE-1233"	"softpc.new/host/src/nt_cpu.c"	"softpc.new"	"82"	"overlay-required"	"host_simulate"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03244"
"MVDM-T277-S2-MVDM-BOUNDARY-03346"	"50"	"MVDM-FILE-1236"	"softpc.new/host/src/nt_emm.c"	"softpc.new"	"105"	"overlay-required"	"sas_overwrite_memory"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03346"
"MVDM-T277-S2-MVDM-BOUNDARY-03347"	"50"	"MVDM-FILE-1236"	"softpc.new/host/src/nt_emm.c"	"softpc.new"	"108"	"overlay-required"	"sas_overwrite_memory"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03347"
"MVDM-T277-S2-MVDM-BOUNDARY-03348"	"50"	"MVDM-FILE-1236"	"softpc.new/host/src/nt_emm.c"	"softpc.new"	"117"	"overlay-required"	"sas_overwrite_memory"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03348"
"MVDM-T277-S2-MVDM-BOUNDARY-03349"	"50"	"MVDM-FILE-1236"	"softpc.new/host/src/nt_emm.c"	"softpc.new"	"120"	"overlay-required"	"sas_overwrite_memory"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03349"
"MVDM-T277-S2-MVDM-BOUNDARY-03350"	"50"	"MVDM-FILE-1236"	"softpc.new/host/src/nt_emm.c"	"softpc.new"	"807"	"overlay-required"	"host_GetSysTime"	"softpc.new/base/inc/timeval.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03350"
"MVDM-T277-S2-MVDM-BOUNDARY-03351"	"50"	"MVDM-FILE-1237"	"softpc.new/host/src/nt_eoi.c"	"softpc.new"	"136"	"adapter-backed"	"WOWIdle"	"softpc.new/host/inc/nt_eoi.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03351"
"MVDM-T277-S2-MVDM-BOUNDARY-03352"	"50"	"MVDM-FILE-1237"	"softpc.new/host/src/nt_eoi.c"	"softpc.new"	"306"	"adapter-backed"	"WOWIdle"	"softpc.new/host/inc/nt_eoi.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03352"
"MVDM-T277-S2-MVDM-BOUNDARY-03353"	"50"	"MVDM-FILE-1237"	"softpc.new/host/src/nt_eoi.c"	"softpc.new"	"319"	"adapter-backed"	"ica_hw_interrupt"	"softpc.new/base/inc/ica.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03353"
"MVDM-T277-S2-MVDM-BOUNDARY-03354"	"50"	"MVDM-FILE-1237"	"softpc.new/host/src/nt_eoi.c"	"softpc.new"	"374"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03354"
"MVDM-T277-S2-MVDM-BOUNDARY-03355"	"50"	"MVDM-FILE-1237"	"softpc.new/host/src/nt_eoi.c"	"softpc.new"	"449"	"adapter-backed"	"ica_clear_int"	"softpc.new/base/inc/ica.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03355"
